"ANO","ELECCION","CODIGO_ESTADO","NOMBRE_ESTADO","CODIGO_MUNICIPIO","NOMBRE_MUNICIPIO","DISTRITO_FEDERAL","SECCION","NOMINAL","PAN","PRI","PRD","PNA","PT","PVEM"
2012,"dif",19,"nuevo leon",39,"monterrey",7,1176,NA,55,40,27,7,4,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1177,NA,43,44,20,2,4,1
2012,"dif",19,"nuevo leon",39,"monterrey",7,1178,NA,79,30,7,2,7,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1180,NA,65,52,23,7,10,5
2012,"dif",19,"nuevo leon",39,"monterrey",7,1182,NA,63,50,26,3,8,2
2012,"dif",19,"nuevo leon",39,"monterrey",7,1183,NA,128,65,31,5,9,8
2012,"dif",19,"nuevo leon",39,"monterrey",7,1186,NA,74,45,21,8,11,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1187,NA,100,55,28,13,8,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1188,NA,87,44,22,7,7,2
2012,"dif",19,"nuevo leon",39,"monterrey",7,1189,NA,121,52,41,10,9,8
2012,"dif",19,"nuevo leon",39,"monterrey",7,1191,NA,75,56,30,7,9,2
2012,"dif",19,"nuevo leon",39,"monterrey",7,1193,NA,90,43,27,6,7,5
2012,"dif",19,"nuevo leon",39,"monterrey",7,1195,NA,79,64,27,14,8,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1196,NA,184,87,56,21,7,10
2012,"dif",19,"nuevo leon",39,"monterrey",7,1198,NA,53,29,15,5,6,1
2012,"dif",19,"nuevo leon",39,"monterrey",7,1201,NA,73,46,19,3,3,2
2012,"dif",19,"nuevo leon",39,"monterrey",7,1202,NA,53,29,22,2,7,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1204,NA,70,34,30,8,7,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1205,NA,113,135,22,17,13,14
2012,"dif",19,"nuevo leon",39,"monterrey",7,1206,NA,108,105,22,14,13,9
2012,"dif",19,"nuevo leon",39,"monterrey",7,1207,NA,65,154,23,6,11,4
2012,"dif",19,"nuevo leon",39,"monterrey",7,1208,NA,70,154,20,8,15,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1209,NA,104,131,26,12,15,8
2012,"dif",19,"nuevo leon",39,"monterrey",7,1210,NA,75,141,19,6,11,8
2012,"dif",19,"nuevo leon",39,"monterrey",7,1211,NA,108,119,37,17,16,11
2012,"dif",19,"nuevo leon",39,"monterrey",7,1212,NA,90,68,17,22,12,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1213,NA,89,94,10,13,8,9
2012,"dif",19,"nuevo leon",39,"monterrey",7,1214,NA,58,67,30,7,10,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1215,NA,80,97,17,14,7,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1216,NA,109,92,14,8,7,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1217,NA,82,68,11,6,3,1
2012,"dif",19,"nuevo leon",39,"monterrey",7,1218,NA,105,188,18,11,11,15
2012,"dif",19,"nuevo leon",39,"monterrey",7,1219,NA,171,140,31,19,20,12
2012,"dif",19,"nuevo leon",39,"monterrey",7,1220,NA,203,201,37,25,33,11
2012,"dif",19,"nuevo leon",39,"monterrey",7,1221,NA,133,148,28,27,18,11
2012,"dif",19,"nuevo leon",39,"monterrey",7,1222,NA,184,193,36,23,11,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1223,NA,132,170,41,23,22,13
2012,"dif",19,"nuevo leon",39,"monterrey",7,1224,NA,77,153,11,13,10,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1225,NA,178,306,15,15,22,12
2012,"dif",19,"nuevo leon",39,"monterrey",7,1226,NA,93,111,14,12,14,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1227,NA,145,217,34,18,18,12
2012,"dif",19,"nuevo leon",39,"monterrey",7,1228,NA,156,264,26,22,22,13
2012,"dif",19,"nuevo leon",39,"monterrey",7,1229,NA,48,178,16,3,6,8
2012,"dif",19,"nuevo leon",39,"monterrey",7,1230,NA,105,407,18,38,18,14
2012,"dif",19,"nuevo leon",39,"monterrey",7,1231,NA,160,243,41,20,26,25
2012,"dif",19,"nuevo leon",39,"monterrey",7,1232,NA,203,211,27,39,15,17
2012,"dif",19,"nuevo leon",39,"monterrey",7,1233,NA,191,248,43,28,21,13
2012,"dif",19,"nuevo leon",39,"monterrey",7,1234,NA,83,194,26,10,2,8
2012,"dif",19,"nuevo leon",39,"monterrey",7,1235,NA,180,373,37,26,26,26
2012,"dif",19,"nuevo leon",39,"monterrey",7,1236,NA,141,307,29,24,17,13
2012,"dif",19,"nuevo leon",39,"monterrey",7,1237,NA,217,306,44,27,22,11
2012,"dif",19,"nuevo leon",39,"monterrey",7,1238,NA,127,354,36,19,17,10
2012,"dif",19,"nuevo leon",39,"monterrey",7,1239,NA,106,210,20,10,12,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1240,NA,82,307,20,11,16,19
2012,"dif",19,"nuevo leon",39,"monterrey",7,1241,NA,119,105,29,8,13,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1242,NA,135,135,16,17,8,5
2012,"dif",19,"nuevo leon",39,"monterrey",7,1243,NA,228,207,44,25,9,9
2012,"dif",19,"nuevo leon",39,"monterrey",7,1244,NA,177,164,36,22,15,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1245,NA,54,69,19,9,9,4
2012,"dif",19,"nuevo leon",39,"monterrey",7,1246,NA,164,136,50,22,14,12
2012,"dif",19,"nuevo leon",39,"monterrey",10,1247,NA,497,402,120,54,25,23
2012,"dif",19,"nuevo leon",39,"monterrey",10,1248,NA,168,183,56,18,19,13
2012,"dif",19,"nuevo leon",39,"monterrey",10,1249,NA,108,83,20,9,5,3
2012,"dif",19,"nuevo leon",39,"monterrey",10,1250,NA,206,161,35,14,11,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1251,NA,120,137,24,12,10,9
2012,"dif",19,"nuevo leon",39,"monterrey",10,1252,NA,118,135,36,10,15,5
2012,"dif",19,"nuevo leon",39,"monterrey",7,1253,NA,171,134,36,21,20,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1254,NA,108,95,23,17,10,1
2012,"dif",19,"nuevo leon",39,"monterrey",7,1255,NA,124,141,39,35,8,10
2012,"dif",19,"nuevo leon",39,"monterrey",7,1256,NA,110,68,26,13,6,10
2012,"dif",19,"nuevo leon",39,"monterrey",10,1257,NA,125,109,39,8,8,13
2012,"dif",19,"nuevo leon",39,"monterrey",10,1258,NA,134,148,48,20,10,11
2012,"dif",19,"nuevo leon",39,"monterrey",10,1259,NA,105,103,26,9,12,5
2012,"dif",19,"nuevo leon",39,"monterrey",10,1260,NA,94,94,35,9,6,3
2012,"dif",19,"nuevo leon",39,"monterrey",10,1261,NA,66,87,19,10,10,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1262,NA,45,42,32,10,0,2
2012,"dif",19,"nuevo leon",39,"monterrey",7,1263,NA,83,105,28,11,5,3
2012,"dif",19,"nuevo leon",39,"monterrey",10,1264,NA,136,134,27,15,6,9
2012,"dif",19,"nuevo leon",39,"monterrey",10,1265,NA,26,35,3,1,4,6
2012,"dif",19,"nuevo leon",39,"monterrey",10,1266,NA,77,86,26,10,11,9
2012,"dif",19,"nuevo leon",39,"monterrey",10,1267,NA,127,155,45,21,5,10
2012,"dif",19,"nuevo leon",39,"monterrey",10,1268,NA,58,63,12,10,5,1
2012,"dif",19,"nuevo leon",39,"monterrey",7,1269,NA,82,53,27,13,6,3
2012,"dif",19,"nuevo leon",39,"monterrey",7,1270,NA,87,67,33,6,3,4
2012,"dif",19,"nuevo leon",39,"monterrey",7,1271,NA,78,84,34,8,8,5
2012,"dif",19,"nuevo leon",39,"monterrey",7,1272,NA,60,69,29,4,8,5
2012,"dif",19,"nuevo leon",39,"monterrey",7,1273,NA,62,50,32,11,7,2
2012,"dif",19,"nuevo leon",39,"monterrey",10,1274,NA,158,119,53,21,16,16
2012,"dif",19,"nuevo leon",39,"monterrey",10,1275,NA,148,105,72,15,15,13
2012,"dif",19,"nuevo leon",39,"monterrey",7,1276,NA,74,68,33,8,3,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1277,NA,119,77,27,8,11,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1278,NA,92,66,48,15,14,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1279,NA,84,103,44,16,12,11
2012,"dif",19,"nuevo leon",39,"monterrey",7,1280,NA,30,36,11,4,4,1
2012,"dif",19,"nuevo leon",39,"monterrey",7,1281,NA,133,97,69,16,30,7
2012,"dif",19,"nuevo leon",39,"monterrey",7,1282,NA,114,78,54,10,17,6
2012,"dif",19,"nuevo leon",39,"monterrey",7,1283,NA,48,23,19,9,3,2
2012,"dif",19,"nuevo leon",39,"monterrey",7,1284,NA,112,78,72,7,0,0
2012,"dif",19,"nuevo leon",39,"monterrey",7,1285,NA,247,151,111,41,23,20
2012,"dif",19,"nuevo leon",39,"monterrey",7,1286,NA,212,130,86,35,21,9
2012,"dif",19,"nuevo leon",39,"monterrey",7,1287,NA,68,44,29,11,2,2
2012,"dif",19,"nuevo leon",39,"monterrey",10,1288,NA,108,117,29,7,10,7
2012,"dif",19,"nuevo leon",39,"monterrey",10,1289,NA,168,167,63,9,17,12
2012,"dif",19,"nuevo leon",39,"monterrey",10,1290,NA,89,120,41,11,13,9
2012,"dif",19,"nuevo leon",39,"monterrey",10,1291,NA,213,183,29,23,11,19
2012,"dif",19,"nuevo leon",39,"monterrey",10,1292,NA,322,364,113,30,29,44
2012,"dif",19,"nuevo leon",39,"monterrey",10,1293,NA,147,126,44,12,14,10
2012,"dif",19,"nuevo leon",39,"monterrey",10,1294,NA,258,188,65,35,24,15
2012,"dif",19,"nuevo leon",39,"monterrey",10,1295,NA,149,100,45,14,19,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1296,NA,246,162,57,22,24,16
2012,"dif",19,"nuevo leon",39,"monterrey",10,1297,NA,155,108,55,13,9,5
2012,"dif",19,"nuevo leon",39,"monterrey",10,1298,NA,192,115,51,7,7,15
2012,"dif",19,"nuevo leon",39,"monterrey",10,1299,NA,417,257,110,29,29,29
2012,"dif",19,"nuevo leon",39,"monterrey",10,1300,NA,124,123,33,23,12,14
2012,"dif",19,"nuevo leon",39,"monterrey",10,1301,NA,156,200,43,12,23,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1302,NA,102,137,40,17,16,11
2012,"dif",19,"nuevo leon",39,"monterrey",10,1303,NA,67,86,19,8,5,7
2012,"dif",19,"nuevo leon",39,"monterrey",10,1304,NA,253,247,63,31,19,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1305,NA,238,200,63,20,23,12
2012,"dif",19,"nuevo leon",39,"monterrey",10,1306,NA,164,127,23,2,5,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1307,NA,610,371,167,38,36,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1308,NA,141,154,46,10,12,9
2012,"dif",19,"nuevo leon",39,"monterrey",10,1309,NA,587,367,155,67,32,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1310,NA,508,323,124,24,49,39
2012,"dif",19,"nuevo leon",39,"monterrey",10,1311,NA,399,253,93,32,37,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1312,NA,536,257,125,30,13,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1313,NA,232,210,53,23,18,15
2012,"dif",19,"nuevo leon",39,"monterrey",10,1314,NA,412,257,97,30,21,25
2012,"dif",19,"nuevo leon",39,"monterrey",10,1315,NA,482,294,113,54,24,32
2012,"dif",19,"nuevo leon",39,"monterrey",10,1316,NA,342,310,119,38,23,30
2012,"dif",19,"nuevo leon",39,"monterrey",10,1317,NA,160,136,41,16,13,15
2012,"dif",19,"nuevo leon",39,"monterrey",10,1318,NA,376,244,136,29,21,20
2012,"dif",19,"nuevo leon",39,"monterrey",10,1319,NA,197,188,42,17,8,23
2012,"dif",19,"nuevo leon",39,"monterrey",10,1320,NA,143,141,30,18,10,10
2012,"dif",19,"nuevo leon",39,"monterrey",10,1321,NA,120,128,39,15,12,10
2012,"dif",19,"nuevo leon",39,"monterrey",10,1322,NA,83,96,25,8,12,5
2012,"dif",19,"nuevo leon",39,"monterrey",10,1323,NA,72,86,22,6,6,4
2012,"dif",19,"nuevo leon",39,"monterrey",10,1324,NA,114,97,42,10,21,9
2012,"dif",19,"nuevo leon",39,"monterrey",10,1325,NA,255,188,46,13,7,16
2012,"dif",19,"nuevo leon",39,"monterrey",10,1326,NA,520,358,138,43,19,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1327,NA,179,141,53,6,9,15
2012,"dif",19,"nuevo leon",39,"monterrey",10,1328,NA,112,105,25,7,5,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1329,NA,419,230,117,46,25,14
2012,"dif",19,"nuevo leon",39,"monterrey",10,1330,NA,486,268,99,24,20,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1331,NA,548,378,128,43,32,25
2012,"dif",19,"nuevo leon",39,"monterrey",10,1332,NA,750,489,156,50,25,39
2012,"dif",19,"nuevo leon",39,"monterrey",10,1333,NA,509,340,115,35,27,31
2012,"dif",19,"nuevo leon",39,"monterrey",10,1334,NA,592,401,134,29,20,26
2012,"dif",19,"nuevo leon",39,"monterrey",10,1335,NA,408,243,97,20,23,22
2012,"dif",19,"nuevo leon",39,"monterrey",10,1336,NA,490,329,137,40,26,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1337,NA,304,191,128,23,14,14
2012,"dif",19,"nuevo leon",39,"monterrey",10,1338,NA,412,202,97,20,10,15
2012,"dif",19,"nuevo leon",39,"monterrey",10,1339,NA,230,197,69,19,12,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1340,NA,101,90,11,5,10,7
2012,"dif",19,"nuevo leon",39,"monterrey",10,1341,NA,141,115,20,10,12,14
2012,"dif",19,"nuevo leon",39,"monterrey",10,1342,NA,174,192,42,22,17,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1343,NA,201,215,54,23,22,39
2012,"dif",19,"nuevo leon",39,"monterrey",10,1344,NA,155,176,37,17,7,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1345,NA,217,172,42,9,14,19
2012,"dif",19,"nuevo leon",39,"monterrey",10,1346,NA,417,267,109,32,16,25
2012,"dif",19,"nuevo leon",39,"monterrey",10,1347,NA,210,156,97,15,8,11
2012,"dif",19,"nuevo leon",39,"monterrey",10,1348,NA,140,82,55,7,10,13
2012,"dif",19,"nuevo leon",39,"monterrey",10,1349,NA,213,187,45,7,13,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1350,NA,511,361,132,35,18,22
2012,"dif",19,"nuevo leon",39,"monterrey",10,1351,NA,468,382,105,37,24,34
2012,"dif",19,"nuevo leon",39,"monterrey",10,1352,NA,530,411,146,45,32,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1353,NA,371,189,56,23,11,16
2012,"dif",19,"nuevo leon",39,"monterrey",10,1354,NA,334,219,77,13,10,17
2012,"dif",19,"nuevo leon",39,"monterrey",10,1355,NA,318,458,91,25,34,51
2012,"dif",19,"nuevo leon",39,"monterrey",10,1356,NA,277,457,79,23,28,52
2012,"dif",19,"nuevo leon",39,"monterrey",10,1357,NA,295,382,83,27,16,36
2012,"dif",19,"nuevo leon",39,"monterrey",10,1358,NA,239,427,114,24,42,36
2012,"dif",19,"nuevo leon",39,"monterrey",10,1359,NA,305,418,101,21,24,45
2012,"dif",19,"nuevo leon",39,"monterrey",10,1360,NA,517,480,165,56,37,33
2012,"dif",19,"nuevo leon",39,"monterrey",10,1361,NA,246,196,80,13,12,24
2012,"dif",19,"nuevo leon",39,"monterrey",10,1362,NA,176,251,31,12,18,19
2012,"dif",19,"nuevo leon",39,"monterrey",10,1363,NA,178,197,34,9,13,16
2012,"dif",19,"nuevo leon",39,"monterrey",10,1364,NA,488,428,133,49,34,40
2012,"dif",19,"nuevo leon",39,"monterrey",10,1365,NA,441,325,116,33,18,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1366,NA,306,257,73,14,18,27
2012,"dif",19,"nuevo leon",39,"monterrey",10,1367,NA,293,230,78,32,18,28
2012,"dif",19,"nuevo leon",39,"monterrey",10,1368,NA,286,188,55,34,13,24
2012,"dif",19,"nuevo leon",39,"monterrey",10,1369,NA,161,273,39,20,17,38
2012,"dif",19,"nuevo leon",39,"monterrey",10,1370,NA,156,228,21,12,10,12
2012,"dif",19,"nuevo leon",39,"monterrey",10,1371,NA,134,297,25,10,18,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1372,NA,245,272,42,19,19,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1373,NA,233,322,37,17,19,44
2012,"dif",19,"nuevo leon",39,"monterrey",10,1374,NA,167,309,28,9,13,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1375,NA,323,484,51,27,35,46
2012,"dif",19,"nuevo leon",39,"monterrey",10,1376,NA,367,644,55,21,32,36
2012,"dif",19,"nuevo leon",39,"monterrey",10,1377,NA,128,264,18,13,12,25
2012,"dif",19,"nuevo leon",39,"monterrey",10,1378,NA,148,318,30,11,19,20
2012,"dif",19,"nuevo leon",39,"monterrey",10,1379,NA,141,235,24,12,7,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1380,NA,442,314,129,28,19,27
2012,"dif",19,"nuevo leon",39,"monterrey",10,1381,NA,148,291,42,10,10,29
2012,"dif",19,"nuevo leon",39,"monterrey",10,1382,NA,365,442,91,29,25,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1383,NA,357,298,65,18,23,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1384,NA,230,382,47,19,19,36
2012,"dif",19,"nuevo leon",39,"monterrey",10,1385,NA,322,522,63,16,32,48
2012,"dif",19,"nuevo leon",39,"monterrey",10,1386,NA,221,399,66,19,29,44
2012,"dif",19,"nuevo leon",39,"monterrey",10,1387,NA,237,381,47,17,16,34
2012,"dif",19,"nuevo leon",39,"monterrey",10,1388,NA,583,383,149,40,23,33
2012,"dif",19,"nuevo leon",39,"monterrey",10,1389,NA,460,332,122,29,21,30
2012,"dif",19,"nuevo leon",39,"monterrey",10,1390,NA,427,281,133,40,12,21
2012,"dif",19,"nuevo leon",39,"monterrey",10,1391,NA,431,251,125,36,16,30
2012,"dif",19,"nuevo leon",39,"monterrey",10,1392,NA,479,268,111,49,24,26
2012,"dif",19,"nuevo leon",39,"monterrey",10,1393,NA,328,469,92,23,31,33
2012,"dif",19,"nuevo leon",39,"monterrey",10,1394,NA,494,534,106,63,39,43
2012,"dif",19,"nuevo leon",39,"monterrey",10,1395,NA,156,245,19,10,8,17
2012,"dif",19,"nuevo leon",39,"monterrey",10,1396,NA,265,383,45,33,25,19
2012,"dif",19,"nuevo leon",39,"monterrey",10,1397,NA,233,409,47,15,26,24
2012,"dif",19,"nuevo leon",39,"monterrey",10,1398,NA,286,452,61,22,36,35
2012,"dif",19,"nuevo leon",39,"monterrey",10,1399,NA,376,400,67,16,18,45
2012,"dif",19,"nuevo leon",39,"monterrey",10,1400,NA,333,495,63,23,32,63
2012,"dif",19,"nuevo leon",39,"monterrey",10,1401,NA,381,372,97,35,21,31
2012,"dif",19,"nuevo leon",39,"monterrey",10,1402,NA,468,255,75,37,25,27
2012,"dif",19,"nuevo leon",39,"monterrey",10,1403,NA,319,381,58,17,13,30
2012,"dif",19,"nuevo leon",39,"monterrey",10,1404,NA,262,606,70,24,28,47
2012,"dif",19,"nuevo leon",39,"monterrey",10,1405,NA,890,675,217,61,25,65
2012,"dif",19,"nuevo leon",39,"monterrey",10,1406,NA,297,221,72,16,19,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1407,NA,280,226,63,30,7,18
2012,"dif",19,"nuevo leon",39,"monterrey",10,1408,NA,463,398,113,32,21,26
2012,"dif",19,"nuevo leon",39,"monterrey",10,1409,NA,1058,785,282,95,38,72
2012,"dif",19,"nuevo leon",39,"monterrey",10,1410,NA,713,517,220,39,36,39
2012,"dif",19,"nuevo leon",39,"monterrey",10,1411,NA,573,367,158,46,21,19
2012,"dif",19,"nuevo leon",39,"monterrey",10,1412,NA,837,641,189,53,34,59
2012,"dif",19,"nuevo leon",39,"monterrey",10,1413,NA,630,577,193,32,35,44
2012,"dif",19,"nuevo leon",39,"monterrey",10,1414,NA,617,473,211,60,28,32
2012,"dif",19,"nuevo leon",39,"monterrey",10,1415,NA,625,393,161,45,28,44
2012,"dif",19,"nuevo leon",39,"monterrey",10,1416,NA,1389,935,327,90,46,77
2012,"dif",19,"nuevo leon",39,"monterrey",10,1417,NA,631,441,190,62,27,43
2012,"dif",19,"nuevo leon",39,"monterrey",10,1418,NA,790,567,193,57,41,47
2012,"dif",19,"nuevo leon",39,"monterrey",10,1419,NA,441,330,144,36,22,24
2012,"dif",19,"nuevo leon",39,"monterrey",10,1420,NA,651,479,169,67,33,37
2012,"dif",19,"nuevo leon",39,"monterrey",10,1421,NA,491,481,110,31,26,43
2012,"dif",19,"nuevo leon",39,"monterrey",10,1422,NA,1728,1413,359,97,84,97
2012,"dif",19,"nuevo leon",39,"monterrey",10,1423,NA,297,436,61,23,28,46
2012,"dif",19,"nuevo leon",39,"monterrey",10,1424,NA,263,388,42,16,15,40
2012,"dif",19,"nuevo leon",39,"monterrey",10,1425,NA,465,638,105,30,39,48
2012,"dif",19,"nuevo leon",39,"monterrey",10,1426,NA,186,270,30,11,13,22
2012,"dif",19,"nuevo leon",39,"monterrey",10,1427,NA,241,377,54,18,18,25
2012,"dif",19,"nuevo leon",39,"monterrey",10,1428,NA,714,748,134,53,32,55
2012,"dif",19,"nuevo leon",39,"monterrey",10,1429,NA,423,440,61,11,22,32
2012,"dif",19,"nuevo leon",39,"monterrey",10,1430,NA,34,40,5,4,2,8
2012,"dif",19,"nuevo leon",39,"monterrey",10,1431,NA,227,254,36,14,12,27
2012,"dif",19,"nuevo leon",39,"monterrey",5,1432,NA,225,536,50,25,36,21
2012,"dif",19,"nuevo leon",39,"monterrey",5,1433,NA,234,509,55,24,48,35
2012,"dif",19,"nuevo leon",39,"monterrey",5,1434,NA,258,494,59,21,57,30
2012,"dif",19,"nuevo leon",39,"monterrey",5,1435,NA,268,716,104,27,67,46
2012,"dif",19,"nuevo leon",39,"monterrey",5,1436,NA,229,488,70,15,43,33
2012,"dif",19,"nuevo leon",39,"monterrey",5,1437,NA,235,439,60,29,48,27
2012,"dif",19,"nuevo leon",39,"monterrey",5,1438,NA,252,536,93,40,58,33
2012,"dif",19,"nuevo leon",39,"monterrey",5,1439,NA,248,430,71,22,46,30
2012,"dif",19,"nuevo leon",39,"monterrey",5,1440,NA,277,556,68,17,78,36
2012,"dif",19,"nuevo leon",39,"monterrey",5,1441,NA,311,478,104,17,98,27
2012,"dif",19,"nuevo leon",39,"monterrey",5,1442,NA,291,574,95,29,77,42
2012,"dif",19,"nuevo leon",39,"monterrey",5,1443,NA,247,446,72,27,66,41
2012,"dif",19,"nuevo leon",39,"monterrey",5,1444,NA,274,458,49,19,72,36
2012,"dif",19,"nuevo leon",39,"monterrey",5,1445,NA,166,358,50,8,41,23
2012,"dif",19,"nuevo leon",39,"monterrey",5,1446,NA,290,545,104,28,52,38
2012,"dif",19,"nuevo leon",39,"monterrey",5,1447,NA,203,433,59,13,51,30
2012,"dif",19,"nuevo leon",39,"monterrey",5,1448,NA,923,1097,199,123,130,111
2012,"dif",19,"nuevo leon",39,"monterrey",5,1449,NA,366,752,99,49,80,68
2012,"dif",19,"nuevo leon",39,"monterrey",5,1450,NA,258,472,58,18,86,33
2012,"dif",19,"nuevo leon",39,"monterrey",5,1451,NA,241,422,76,16,106,33
2012,"dif",19,"nuevo leon",39,"monterrey",5,1452,NA,262,487,95,18,68,36
2012,"dif",19,"nuevo leon",39,"monterrey",5,1453,NA,454,374,64,33,52,40
2012,"dif",19,"nuevo leon",39,"monterrey",5,1454,NA,267,533,77,36,56,36
2012,"dif",19,"nuevo leon",39,"monterrey",5,1455,NA,301,664,90,33,93,41
2012,"dif",19,"nuevo leon",39,"monterrey",5,1456,NA,262,614,61,17,51,37
2012,"dif",19,"nuevo leon",39,"monterrey",5,1457,NA,139,433,47,10,35,27
2012,"dif",19,"nuevo leon",39,"monterrey",5,1458,NA,304,522,73,22,60,33
2012,"dif",19,"nuevo leon",39,"monterrey",5,1459,NA,211,473,65,22,43,29
2012,"dif",19,"nuevo leon",39,"monterrey",5,1460,NA,192,491,57,20,40,49
2012,"dif",19,"nuevo leon",39,"monterrey",5,1461,NA,230,559,72,32,47,44
2012,"dif",19,"nuevo leon",39,"monterrey",5,1462,NA,235,549,68,24,70,53
2012,"dif",19,"nuevo leon",39,"monterrey",6,1463,NA,369,610,78,46,48,48
2012,"dif",19,"nuevo leon",39,"monterrey",6,1464,NA,193,443,45,29,31,40
2012,"dif",19,"nuevo leon",39,"monterrey",6,1465,NA,202,456,58,37,36,51
2012,"dif",19,"nuevo leon",39,"monterrey",6,1466,NA,211,305,54,86,35,26
2012,"dif",19,"nuevo leon",39,"monterrey",5,1467,NA,324,431,84,39,50,30
2012,"dif",19,"nuevo leon",39,"monterrey",5,1468,NA,298,468,95,52,48,43
2012,"dif",19,"nuevo leon",39,"monterrey",5,1469,NA,356,446,76,51,66,31
2012,"dif",19,"nuevo leon",39,"monterrey",5,1470,NA,351,598,75,61,55,41
2012,"dif",19,"nuevo leon",39,"monterrey",5,1471,NA,368,519,103,64,88,36
2012,"dif",19,"nuevo leon",39,"monterrey",5,1472,NA,212,601,62,22,63,27
2012,"dif",19,"nuevo leon",39,"monterrey",5,1473,NA,212,555,55,20,93,25
2012,"dif",19,"nuevo leon",39,"monterrey",5,1474,NA,171,480,43,15,83,33
2012,"dif",19,"nuevo leon",39,"monterrey",5,1475,NA,155,563,61,15,75,23
2012,"dif",19,"nuevo leon",39,"monterrey",5,1476,NA,208,501,43,9,52,12
2012,"dif",19,"nuevo leon",39,"monterrey",5,1477,NA,313,533,58,29,55,24
2012,"dif",19,"nuevo leon",39,"monterrey",5,1478,NA,270,523,63,37,54,23
2012,"dif",19,"nuevo leon",39,"monterrey",5,1479,NA,363,507,93,62,61,22
2012,"dif",19,"nuevo leon",39,"monterrey",5,1480,NA,465,671,117,69,67,43
2012,"dif",19,"nuevo leon",39,"monterrey",6,1481,NA,332,421,89,42,36,53
2012,"dif",19,"nuevo leon",39,"monterrey",6,1482,NA,271,436,80,47,43,39
2012,"dif",19,"nuevo leon",39,"monterrey",6,1483,NA,197,665,60,84,49,40
2012,"dif",19,"nuevo leon",39,"monterrey",6,1484,NA,250,604,55,40,40,48
2012,"dif",19,"nuevo leon",39,"monterrey",6,1485,NA,200,382,47,25,47,34
2012,"dif",19,"nuevo leon",39,"monterrey",6,1486,NA,332,492,67,31,50,30
2012,"dif",19,"nuevo leon",39,"monterrey",6,1487,NA,446,640,90,49,48,59
2012,"dif",19,"nuevo leon",39,"monterrey",6,1488,NA,663,510,133,58,49,44
2012,"dif",19,"nuevo leon",39,"monterrey",6,1489,NA,461,670,112,80,69,46
2012,"dif",19,"nuevo leon",39,"monterrey",6,1490,NA,216,493,69,67,45,38
2012,"dif",19,"nuevo leon",39,"monterrey",6,1491,NA,240,619,58,31,49,32
2012,"dif",19,"nuevo leon",39,"monterrey",6,1492,NA,884,626,185,126,77,48
2012,"dif",19,"nuevo leon",39,"monterrey",6,1493,NA,228,284,51,31,21,36
2012,"dif",19,"nuevo leon",39,"monterrey",6,1494,NA,199,286,87,50,40,33
