"ANO","ELECCION","CODIGO_ESTADO","ESTADO","SECCION","CC1_GOB17","CC2_GOB17","CC3_GOB17","PAN","PNA","PRD","PRI","PSI","PT","PUDC","PVEM"
"2017","gob",5,"coahuila",794,17,2,0,93,2,6,159,0,4,2,3
"2017","gob",5,"coahuila",794,10,1,0,76,3,4,174,0,3,0,2
"2017","gob",5,"coahuila",795,18,6,0,101,2,4,151,0,3,1,9
"2017","gob",5,"coahuila",795,13,4,0,102,5,5,147,0,7,0,11
"2017","gob",5,"coahuila",795,24,6,1,90,1,4,173,0,3,0,12
"2017","gob",5,"coahuila",796,39,7,0,205,6,4,72,0,2,1,2
"2017","gob",5,"coahuila",796,43,0,0,194,3,3,76,2,1,1,2
"2017","gob",5,"coahuila",796,38,4,0,205,4,4,65,1,1,2,0
"2017","gob",5,"coahuila",797,90,6,0,262,1,3,72,0,0,6,3
"2017","gob",5,"coahuila",798,39,3,0,162,1,3,41,0,2,1,3
"2017","gob",5,"coahuila",798,52,7,0,143,2,2,68,0,1,1,2
"2017","gob",5,"coahuila",799,67,4,0,205,0,6,114,0,0,1,3
"2017","gob",5,"coahuila",800,61,3,0,187,7,10,101,0,4,0,3
"2017","gob",5,"coahuila",800,61,5,0,180,8,8,100,0,9,0,0
"2017","gob",5,"coahuila",800,64,7,0,191,15,2,117,0,4,1,4
"2017","gob",5,"coahuila",801,70,3,0,220,19,5,131,0,3,1,1
"2017","gob",5,"coahuila",801,66,1,0,210,6,4,124,1,2,2,3
"2017","gob",5,"coahuila",802,18,4,1,114,6,5,148,0,4,0,3
"2017","gob",5,"coahuila",803,10,7,0,75,1,4,153,2,5,2,0
"2017","gob",5,"coahuila",803,9,6,0,85,0,8,128,0,3,0,3
"2017","gob",5,"coahuila",804,21,6,1,74,2,8,148,0,5,1,4
"2017","gob",5,"coahuila",804,20,2,0,67,0,5,144,0,3,0,3
"2017","gob",5,"coahuila",805,18,2,0,72,2,4,147,1,2,0,3
"2017","gob",5,"coahuila",805,14,3,0,85,0,3,118,0,5,3,2
"2017","gob",5,"coahuila",805,115,9,0,404,7,4,114,0,5,15,2
"2017","gob",5,"coahuila",806,56,1,0,162,1,2,99,1,0,1,1
"2017","gob",5,"coahuila",807,32,1,0,135,2,5,77,1,4,2,1
"2017","gob",5,"coahuila",807,25,4,0,110,0,4,79,0,4,0,2
"2017","gob",5,"coahuila",808,16,1,0,129,1,2,65,1,6,1,4
"2017","gob",5,"coahuila",808,23,2,0,99,1,4,93,1,2,1,4
"2017","gob",5,"coahuila",809,27,3,0,143,2,3,138,0,5,1,6
"2017","gob",5,"coahuila",810,59,4,0,293,2,5,67,0,0,3,2
"2017","gob",5,"coahuila",811,47,1,0,189,1,4,52,1,0,5,0
"2017","gob",5,"coahuila",812,24,9,0,80,4,6,158,2,5,0,5
"2017","gob",5,"coahuila",812,16,4,0,103,3,5,140,0,3,0,2
"2017","gob",5,"coahuila",813,15,7,1,93,2,3,120,3,7,0,3
"2017","gob",5,"coahuila",813,13,1,0,75,3,5,126,7,6,0,3
"2017","gob",5,"coahuila",814,9,6,0,91,1,5,197,1,3,1,7
"2017","gob",5,"coahuila",814,6,2,0,75,3,6,216,1,4,0,8
"2017","gob",5,"coahuila",814,17,7,1,83,2,4,185,1,3,0,8
"2017","gob",5,"coahuila",815,14,4,0,97,3,6,155,1,3,1,4
"2017","gob",5,"coahuila",815,11,6,0,100,2,8,141,2,3,0,6
"2017","gob",5,"coahuila",816,20,6,0,140,5,6,167,0,8,1,10
"2017","gob",5,"coahuila",816,23,8,0,114,3,9,157,0,8,0,5
"2017","gob",5,"coahuila",816,19,8,0,136,3,5,150,2,5,1,6
"2017","gob",5,"coahuila",816,30,8,0,101,2,8,176,2,7,0,6
"2017","gob",5,"coahuila",816,16,4,0,114,3,14,144,1,12,0,7
"2017","gob",5,"coahuila",816,24,11,1,97,1,14,142,2,11,0,3
"2017","gob",5,"coahuila",817,8,1,0,85,1,3,254,7,7,0,6
"2017","gob",5,"coahuila",817,0,0,0,95,3,6,246,3,12,0,7
"2017","gob",5,"coahuila",817,5,6,0,70,4,7,264,5,3,1,1
"2017","gob",5,"coahuila",818,9,4,0,51,3,6,162,0,7,0,5
"2017","gob",5,"coahuila",818,4,4,0,56,2,4,185,0,5,0,4
"2017","gob",5,"coahuila",818,8,3,0,62,3,4,177,1,2,0,7
"2017","gob",5,"coahuila",819,22,6,0,63,7,4,172,1,11,1,7
"2017","gob",5,"coahuila",819,21,1,0,88,1,4,159,0,6,1,10
"2017","gob",5,"coahuila",820,16,2,0,105,4,3,180,1,2,0,3
"2017","gob",5,"coahuila",820,11,3,0,112,2,4,159,1,3,0,7
"2017","gob",5,"coahuila",821,17,5,0,86,2,6,126,0,0,0,1
"2017","gob",5,"coahuila",821,25,3,0,94,0,4,121,2,2,1,2
"2017","gob",5,"coahuila",822,10,7,0,76,2,1,131,0,2,1,4
"2017","gob",5,"coahuila",822,0,0,0,69,3,1,119,1,2,1,6
"2017","gob",5,"coahuila",823,15,3,0,91,2,5,99,0,7,0,0
"2017","gob",5,"coahuila",823,10,4,0,115,1,2,82,1,4,0,1
"2017","gob",5,"coahuila",824,16,5,0,111,1,5,193,11,8,0,4
"2017","gob",5,"coahuila",825,12,2,0,77,2,3,152,0,5,0,4
"2017","gob",5,"coahuila",825,11,1,1,73,0,5,132,1,4,0,3
"2017","gob",5,"coahuila",826,32,3,0,156,3,7,131,0,5,1,6
"2017","gob",5,"coahuila",827,68,13,0,207,5,4,70,1,6,3,4
"2017","gob",5,"coahuila",828,36,7,0,93,6,6,97,1,1,3,3
"2017","gob",5,"coahuila",828,31,0,0,90,12,4,90,2,2,1,1
"2017","gob",5,"coahuila",829,24,5,0,132,5,5,148,1,3,0,5
"2017","gob",5,"coahuila",829,31,10,0,136,0,11,142,0,1,0,0
"2017","gob",5,"coahuila",829,34,2,1,119,4,3,162,0,5,3,1
"2017","gob",5,"coahuila",831,47,9,1,133,4,5,158,1,6,0,4
"2017","gob",5,"coahuila",831,28,4,1,157,5,9,163,3,2,2,4
"2017","gob",5,"coahuila",831,47,15,0,138,6,11,149,0,4,0,3
"2017","gob",5,"coahuila",832,26,5,0,152,2,7,177,1,4,0,12
"2017","gob",5,"coahuila",832,57,10,0,107,3,6,169,2,5,0,6
"2017","gob",5,"coahuila",832,28,5,0,128,5,3,150,1,7,1,4
"2017","gob",5,"coahuila",832,29,2,0,142,4,4,163,1,2,1,7
"2017","gob",5,"coahuila",833,47,10,0,169,5,2,119,0,6,0,5
"2017","gob",5,"coahuila",833,42,9,0,219,10,8,130,1,3,2,5
"2017","gob",5,"coahuila",834,19,2,9,104,8,4,167,0,2,1,6
"2017","gob",5,"coahuila",834,17,4,0,78,5,3,163,1,7,1,10
"2017","gob",5,"coahuila",834,29,7,1,77,3,2,163,0,3,2,4
"2017","gob",5,"coahuila",834,24,6,0,106,8,9,155,1,5,0,7
"2017","gob",5,"coahuila",834,25,3,0,77,6,1,51,0,3,3,3
"2017","gob",5,"coahuila",835,5,0,0,73,1,2,150,1,4,0,2
"2017","gob",5,"coahuila",835,17,3,0,76,2,2,139,0,5,1,6
"2017","gob",5,"coahuila",836,14,4,0,93,4,4,144,0,6,0,5
"2017","gob",5,"coahuila",836,15,15,0,92,4,2,144,1,1,0,7
"2017","gob",5,"coahuila",836,15,1,0,75,4,6,159,1,3,2,7
"2017","gob",5,"coahuila",837,13,4,0,94,0,3,108,0,3,0,2
"2017","gob",5,"coahuila",837,22,3,0,81,2,5,123,1,1,0,2
"2017","gob",5,"coahuila",838,23,9,0,90,0,4,113,2,3,0,2
"2017","gob",5,"coahuila",838,13,3,0,106,3,3,116,2,6,1,4
"2017","gob",5,"coahuila",839,44,5,0,178,4,5,144,0,6,0,3
"2017","gob",5,"coahuila",840,52,5,0,129,4,10,194,0,4,0,7
"2017","gob",5,"coahuila",841,46,5,0,123,1,9,120,4,5,1,2
"2017","gob",5,"coahuila",842,33,5,0,146,10,9,84,1,3,1,1
"2017","gob",5,"coahuila",843,39,6,0,172,9,10,106,0,5,2,1
"2017","gob",5,"coahuila",844,45,1,0,116,1,2,86,0,3,1,2
"2017","gob",5,"coahuila",845,46,4,0,143,2,2,104,1,0,0,1
"2017","gob",5,"coahuila",846,28,6,0,146,3,3,87,0,2,1,0
"2017","gob",5,"coahuila",847,50,3,0,175,5,3,85,0,2,4,1
"2017","gob",5,"coahuila",847,37,7,0,151,3,7,81,0,1,2,1
"2017","gob",5,"coahuila",848,48,5,0,203,5,6,126,1,1,1,6
"2017","gob",5,"coahuila",849,14,0,0,88,2,2,129,0,0,1,1
"2017","gob",5,"coahuila",850,37,3,0,143,2,8,140,0,1,2,4
"2017","gob",5,"coahuila",850,30,4,0,152,5,8,173,0,5,1,2
"2017","gob",5,"coahuila",851,24,5,0,116,10,8,120,0,3,1,0
"2017","gob",5,"coahuila",851,14,3,0,98,6,3,147,1,5,2,7
"2017","gob",5,"coahuila",852,7,3,0,69,2,4,240,2,8,1,1
"2017","gob",5,"coahuila",852,4,2,0,68,1,2,219,4,8,3,3
"2017","gob",5,"coahuila",852,9,4,0,50,1,2,260,0,6,1,3
"2017","gob",5,"coahuila",852,5,10,0,57,2,1,253,1,6,0,5
"2017","gob",5,"coahuila",852,1,4,0,58,1,3,224,2,6,0,5
"2017","gob",5,"coahuila",853,13,2,0,109,2,3,186,1,5,3,7
"2017","gob",5,"coahuila",853,4,1,0,99,4,12,182,1,7,1,0
"2017","gob",5,"coahuila",853,16,1,0,84,2,11,187,2,6,1,7
"2017","gob",5,"coahuila",854,26,10,0,151,1,7,137,0,12,0,3
"2017","gob",5,"coahuila",854,25,8,0,169,7,4,147,0,3,0,3
"2017","gob",5,"coahuila",855,32,3,0,154,4,6,89,0,7,2,2
"2017","gob",5,"coahuila",855,42,3,0,143,1,7,83,0,4,1,4
"2017","gob",5,"coahuila",856,48,8,0,154,3,5,114,0,3,1,0
"2017","gob",5,"coahuila",856,9,34,0,130,0,2,141,2,1,2,3
"2017","gob",5,"coahuila",857,36,2,0,106,2,4,49,0,0,1,1
"2017","gob",5,"coahuila",857,34,0,0,120,9,3,53,0,0,3,1
"2017","gob",5,"coahuila",858,37,2,0,110,1,4,52,1,0,1,2
"2017","gob",5,"coahuila",859,38,6,0,179,5,6,96,1,0,2,1
"2017","gob",5,"coahuila",860,45,6,0,133,6,6,171,2,6,1,1
"2017","gob",5,"coahuila",861,45,4,0,177,3,4,96,1,5,1,4
"2017","gob",5,"coahuila",862,25,0,0,110,5,2,94,0,1,0,3
"2017","gob",5,"coahuila",862,32,5,0,102,10,7,101,0,1,0,3
"2017","gob",5,"coahuila",863,26,1,0,77,4,6,130,0,10,0,0
"2017","gob",5,"coahuila",863,19,6,0,84,5,5,144,1,10,1,2
"2017","gob",5,"coahuila",864,16,4,0,88,4,2,156,1,17,1,4
"2017","gob",5,"coahuila",864,16,4,0,74,1,4,139,0,14,0,3
"2017","gob",5,"coahuila",865,32,4,0,129,2,5,122,0,7,0,4
"2017","gob",5,"coahuila",865,22,9,0,132,2,3,128,2,7,0,5
"2017","gob",5,"coahuila",866,49,9,0,184,1,5,100,0,4,1,4
"2017","gob",5,"coahuila",866,49,4,0,171,5,7,95,1,1,1,2
"2017","gob",5,"coahuila",867,27,3,0,105,2,6,123,0,4,0,4
"2017","gob",5,"coahuila",867,29,9,0,110,6,1,126,0,1,0,6
"2017","gob",5,"coahuila",867,20,7,0,93,6,8,106,0,8,2,2
"2017","gob",5,"coahuila",868,27,12,0,141,2,6,142,0,7,0,7
"2017","gob",5,"coahuila",868,38,3,0,121,10,5,166,1,8,3,5
"2017","gob",5,"coahuila",868,34,6,0,137,2,6,143,1,6,3,3
"2017","gob",5,"coahuila",868,29,9,0,136,11,9,152,0,4,0,8
"2017","gob",5,"coahuila",868,33,9,0,139,5,5,176,1,5,1,5
"2017","gob",5,"coahuila",868,41,7,0,129,4,8,145,0,3,3,2
"2017","gob",5,"coahuila",868,40,9,0,111,5,11,164,2,4,2,4
"2017","gob",5,"coahuila",869,15,9,0,74,6,7,220,0,6,0,5
"2017","gob",5,"coahuila",869,17,3,1,95,6,8,206,0,9,1,12
"2017","gob",5,"coahuila",869,17,9,0,86,5,7,188,1,6,0,6
"2017","gob",5,"coahuila",869,20,3,0,94,3,6,177,1,5,2,3
"2017","gob",5,"coahuila",869,22,2,0,86,7,6,166,0,10,1,5
"2017","gob",5,"coahuila",869,20,3,0,113,6,6,174,0,8,0,9
"2017","gob",5,"coahuila",869,23,7,0,96,7,7,175,0,6,1,4
"2017","gob",5,"coahuila",869,14,9,0,96,9,7,172,1,5,2,5
"2017","gob",5,"coahuila",869,18,12,0,185,7,2,187,0,9,1,5
"2017","gob",5,"coahuila",869,22,6,0,97,9,8,177,1,7,0,3
"2017","gob",5,"coahuila",869,24,4,0,68,2,5,185,1,13,0,6
"2017","gob",5,"coahuila",869,20,7,1,90,2,4,170,0,4,2,8
"2017","gob",5,"coahuila",869,16,3,0,84,11,3,199,0,3,1,4
"2017","gob",5,"coahuila",870,28,6,0,111,5,4,83,0,8,0,2
"2017","gob",5,"coahuila",870,5,17,0,84,1,8,117,0,8,0,4
"2017","gob",5,"coahuila",871,43,0,0,179,1,2,73,1,1,2,0
"2017","gob",5,"coahuila",871,63,3,0,164,5,4,72,0,0,3,0
"2017","gob",5,"coahuila",872,45,8,0,196,3,5,98,0,3,2,4
"2017","gob",5,"coahuila",872,42,8,0,201,10,8,119,1,5,1,2
"2017","gob",5,"coahuila",873,21,5,0,93,2,9,100,0,2,0,3
"2017","gob",5,"coahuila",873,31,2,0,117,2,5,101,0,2,1,4
"2017","gob",5,"coahuila",874,22,7,1,159,3,5,107,0,0,2,3
"2017","gob",5,"coahuila",875,62,5,0,167,2,7,94,0,2,2,3
"2017","gob",5,"coahuila",876,37,5,0,79,4,6,113,0,3,1,4
"2017","gob",5,"coahuila",876,28,7,0,89,1,3,128,0,2,2,4
"2017","gob",5,"coahuila",877,23,2,0,90,5,2,78,0,1,0,2
"2017","gob",5,"coahuila",877,25,4,0,85,3,6,63,0,0,0,2
"2017","gob",5,"coahuila",878,29,1,0,125,2,6,70,0,3,0,1
"2017","gob",5,"coahuila",879,50,5,0,152,1,7,108,0,3,1,2
"2017","gob",5,"coahuila",880,30,5,0,72,5,6,104,2,1,0,6
"2017","gob",5,"coahuila",880,21,3,0,73,6,8,115,1,2,1,2
"2017","gob",5,"coahuila",881,34,7,0,132,3,4,94,0,4,0,5
"2017","gob",5,"coahuila",882,29,1,0,93,1,5,76,0,1,0,1
"2017","gob",5,"coahuila",882,29,5,0,91,1,4,75,1,4,1,2
"2017","gob",5,"coahuila",883,17,7,0,99,9,7,169,0,7,2,3
"2017","gob",5,"coahuila",883,26,3,0,87,4,7,160,1,6,0,6
"2017","gob",5,"coahuila",883,21,4,0,91,1,10,162,2,3,0,2
"2017","gob",5,"coahuila",884,12,8,0,91,4,4,137,1,1,1,3
"2017","gob",5,"coahuila",884,21,0,0,90,0,7,114,0,3,0,2
"2017","gob",5,"coahuila",885,8,3,0,69,2,4,156,0,2,1,4
"2017","gob",5,"coahuila",885,13,2,0,47,4,3,156,1,3,0,1
"2017","gob",5,"coahuila",886,5,14,1,104,1,8,210,0,6,2,3
"2017","gob",5,"coahuila",886,14,7,0,115,0,3,190,1,7,2,4
"2017","gob",5,"coahuila",887,14,4,0,88,0,7,175,0,4,1,4
"2017","gob",5,"coahuila",887,9,2,0,88,4,6,198,1,4,0,6
"2017","gob",5,"coahuila",888,14,0,0,105,4,6,185,2,9,0,5
"2017","gob",5,"coahuila",888,14,9,0,73,3,7,207,1,5,1,5
"2017","gob",5,"coahuila",889,13,4,0,83,1,3,208,0,4,0,2
"2017","gob",5,"coahuila",889,10,7,0,68,2,9,171,2,6,0,4
"2017","gob",5,"coahuila",890,7,4,0,85,1,6,150,0,3,0,2
"2017","gob",5,"coahuila",890,10,3,0,71,3,7,150,0,4,0,3
"2017","gob",5,"coahuila",891,28,5,1,89,3,5,82,2,0,0,1
"2017","gob",5,"coahuila",891,8,18,0,89,2,4,75,0,1,0,0
"2017","gob",5,"coahuila",892,43,5,1,181,6,13,136,0,5,1,4
"2017","gob",5,"coahuila",893,28,3,0,120,2,3,83,0,0,1,0
"2017","gob",5,"coahuila",893,35,5,0,96,1,12,80,0,0,0,3
"2017","gob",5,"coahuila",894,17,3,0,130,5,7,176,0,1,0,0
"2017","gob",5,"coahuila",895,20,3,0,86,1,8,144,3,2,0,3
"2017","gob",5,"coahuila",895,19,4,0,90,3,3,164,1,1,1,4
"2017","gob",5,"coahuila",896,15,6,0,81,1,6,117,0,2,0,3
"2017","gob",5,"coahuila",896,29,12,0,82,5,5,109,0,10,0,7
"2017","gob",5,"coahuila",897,36,2,0,124,4,8,119,0,1,0,2
"2017","gob",5,"coahuila",897,23,4,0,139,1,6,114,0,6,1,2
"2017","gob",5,"coahuila",898,47,5,0,135,6,1,70,0,1,1,3
"2017","gob",5,"coahuila",898,28,3,0,121,7,5,80,0,5,1,6
"2017","gob",5,"coahuila",899,37,4,0,114,10,2,89,0,2,0,1
"2017","gob",5,"coahuila",899,26,2,0,124,5,4,94,0,3,2,4
"2017","gob",5,"coahuila",900,25,2,0,131,5,7,107,0,3,1,2
"2017","gob",5,"coahuila",901,45,8,0,148,3,3,95,1,8,0,11
"2017","gob",5,"coahuila",902,28,6,0,158,7,8,158,0,5,2,5
"2017","gob",5,"coahuila",902,45,4,0,135,5,8,177,2,4,0,6
"2017","gob",5,"coahuila",903,20,2,0,91,0,5,206,0,10,0,5
"2017","gob",5,"coahuila",903,16,2,0,76,3,5,198,1,7,1,10
"2017","gob",5,"coahuila",904,19,3,0,87,3,5,147,3,5,0,4
"2017","gob",5,"coahuila",904,16,11,0,90,7,7,134,0,5,3,5
"2017","gob",5,"coahuila",904,17,7,0,98,4,10,121,1,7,2,3
"2017","gob",5,"coahuila",905,18,8,0,111,3,8,171,0,6,3,9
"2017","gob",5,"coahuila",905,18,5,0,107,4,6,147,3,5,0,2
"2017","gob",5,"coahuila",905,17,5,0,107,5,7,155,1,6,3,2
"2017","gob",5,"coahuila",905,24,3,0,106,4,13,137,1,8,0,5
"2017","gob",5,"coahuila",905,28,11,0,91,2,12,168,2,5,1,4
"2017","gob",5,"coahuila",905,26,7,0,116,1,4,160,1,5,2,8
"2017","gob",5,"coahuila",905,17,5,1,102,5,11,137,0,9,1,2
"2017","gob",5,"coahuila",905,20,8,0,85,3,4,157,2,8,0,7
"2017","gob",5,"coahuila",905,19,4,0,114,4,7,135,1,6,0,2
"2017","gob",5,"coahuila",906,17,2,0,95,1,12,202,1,3,2,3
"2017","gob",5,"coahuila",906,26,6,0,103,4,7,187,0,10,0,3
"2017","gob",5,"coahuila",906,22,6,0,116,3,3,190,0,5,2,1
"2017","gob",5,"coahuila",907,5,1,0,57,3,2,248,1,3,0,5
"2017","gob",5,"coahuila",907,16,0,0,67,0,3,188,4,4,1,5
"2017","gob",5,"coahuila",907,18,3,0,61,2,4,211,1,1,1,4
"2017","gob",5,"coahuila",907,7,4,0,79,2,1,189,0,2,1,5
"2017","gob",5,"coahuila",907,17,1,1,59,2,5,198,0,4,1,5
"2017","gob",5,"coahuila",907,4,3,0,85,0,6,203,0,5,0,9
"2017","gob",5,"coahuila",907,10,1,0,63,2,6,229,1,1,0,2
"2017","gob",5,"coahuila",907,11,2,0,73,1,5,202,0,5,0,7
"2017","gob",5,"coahuila",907,6,5,0,65,2,4,203,2,2,0,6
"2017","gob",5,"coahuila",907,10,2,0,67,1,4,202,0,7,1,7
"2017","gob",5,"coahuila",907,10,2,1,72,3,6,196,2,2,0,5
"2017","gob",5,"coahuila",907,6,2,0,61,3,2,205,3,5,0,6
"2017","gob",5,"coahuila",907,7,6,0,60,3,4,232,0,4,1,4
"2017","gob",5,"coahuila",907,8,2,0,66,2,5,202,0,4,2,9
"2017","gob",5,"coahuila",907,12,5,0,74,2,5,216,1,0,0,4
"2017","gob",5,"coahuila",907,9,1,1,59,2,6,189,0,4,0,5
"2017","gob",5,"coahuila",907,10,0,0,69,2,6,184,0,4,0,5
"2017","gob",5,"coahuila",907,11,4,0,50,1,6,232,0,5,0,7
"2017","gob",5,"coahuila",907,5,2,0,55,4,5,215,3,4,0,3
"2017","gob",5,"coahuila",908,13,3,0,65,8,2,180,1,5,0,9
"2017","gob",5,"coahuila",908,14,5,0,73,8,6,161,0,2,2,5
"2017","gob",5,"coahuila",908,12,3,0,70,11,7,159,0,4,0,8
"2017","gob",5,"coahuila",908,16,5,0,77,8,3,178,2,9,0,8
"2017","gob",5,"coahuila",909,17,9,0,102,4,9,184,0,1,0,6
"2017","gob",5,"coahuila",909,13,4,0,98,2,4,195,1,10,0,9
"2017","gob",5,"coahuila",909,19,8,0,94,3,1,197,3,6,0,11
"2017","gob",5,"coahuila",910,16,7,0,83,7,1,102,0,1,0,4
"2017","gob",5,"coahuila",910,17,13,0,75,3,6,120,2,5,0,7
"2017","gob",5,"coahuila",911,13,5,0,99,1,4,147,0,3,2,5
"2017","gob",5,"coahuila",911,22,6,0,92,1,5,143,0,5,1,6
"2017","gob",5,"coahuila",912,30,2,0,116,3,0,130,0,3,0,3
"2017","gob",5,"coahuila",912,27,3,0,164,6,2,113,0,2,1,2
"2017","gob",5,"coahuila",913,1,0,40,137,8,4,98,0,5,0,5
"2017","gob",5,"coahuila",913,38,6,0,140,7,6,100,1,3,0,3
"2017","gob",5,"coahuila",914,18,5,0,143,1,4,115,1,2,0,2
"2017","gob",5,"coahuila",914,21,9,0,115,6,9,123,1,6,1,4
"2017","gob",5,"coahuila",915,20,1,1,95,5,9,104,0,5,1,3
"2017","gob",5,"coahuila",915,16,4,0,88,5,9,116,0,0,1,3
"2017","gob",5,"coahuila",916,24,6,0,135,3,5,186,0,7,2,3
"2017","gob",5,"coahuila",917,29,2,0,91,2,5,170,0,2,1,5
"2017","gob",5,"coahuila",918,17,2,0,667,3,2,111,0,2,0,2
"2017","gob",5,"coahuila",918,7,3,0,76,2,2,92,1,6,3,0
"2017","gob",5,"coahuila",919,42,0,0,148,4,2,97,3,1,1,2
"2017","gob",5,"coahuila",919,34,4,0,147,1,4,98,2,0,1,2
"2017","gob",5,"coahuila",920,12,3,0,113,3,5,102,0,3,1,3
"2017","gob",5,"coahuila",920,19,4,0,80,3,6,144,0,5,1,4
"2017","gob",5,"coahuila",921,8,2,0,65,2,3,164,0,3,0,4
"2017","gob",5,"coahuila",921,12,2,0,53,3,4,153,1,4,0,4
"2017","gob",5,"coahuila",922,15,3,0,77,2,5,175,1,3,1,4
"2017","gob",5,"coahuila",922,21,5,0,100,4,10,177,0,3,0,5
"2017","gob",5,"coahuila",923,5,6,0,61,4,5,315,1,8,0,14
"2017","gob",5,"coahuila",923,14,2,0,60,1,5,264,2,5,0,7
"2017","gob",5,"coahuila",924,10,4,0,68,2,5,99,0,3,0,3
"2017","gob",5,"coahuila",924,8,5,0,47,1,3,105,0,5,1,2
"2017","gob",5,"coahuila",925,3,4,1,61,1,12,151,1,5,0,5
"2017","gob",5,"coahuila",925,11,3,0,52,0,6,154,1,8,1,4
"2017","gob",5,"coahuila",926,7,1,0,65,2,16,163,2,3,0,5
"2017","gob",5,"coahuila",926,2,0,0,53,0,12,163,1,6,0,4
"2017","gob",5,"coahuila",927,5,1,0,68,4,4,180,0,7,1,1
"2017","gob",5,"coahuila",927,5,3,0,61,4,7,170,1,7,2,6
"2017","gob",5,"coahuila",928,1,5,0,80,1,6,152,0,8,1,4
"2017","gob",5,"coahuila",928,6,3,0,52,5,6,147,2,7,2,0
"2017","gob",5,"coahuila",929,4,0,0,63,0,3,135,0,2,0,4
"2017","gob",5,"coahuila",929,4,0,0,74,4,4,149,0,7,0,6
"2017","gob",5,"coahuila",929,3,3,2,60,3,3,157,0,7,0,5
"2017","gob",5,"coahuila",930,17,2,0,99,2,7,177,0,7,0,1
"2017","gob",5,"coahuila",930,10,3,0,115,3,9,217,1,5,2,6
"2017","gob",5,"coahuila",930,16,8,0,120,3,9,187,1,8,2,9
"2017","gob",5,"coahuila",931,22,8,0,74,2,3,133,0,8,1,5
"2017","gob",5,"coahuila",931,21,6,0,67,4,4,149,0,2,0,4
"2017","gob",5,"coahuila",932,11,4,1,102,8,3,228,0,4,0,7
"2017","gob",5,"coahuila",932,25,8,0,123,5,8,189,0,3,1,4
"2017","gob",5,"coahuila",933,13,3,0,58,2,11,108,0,2,2,2
"2017","gob",5,"coahuila",933,27,4,1,66,5,10,109,0,7,1,1
"2017","gob",5,"coahuila",934,18,0,0,81,1,4,158,0,5,1,1
"2017","gob",5,"coahuila",934,15,5,0,79,5,3,153,1,3,2,1
"2017","gob",5,"coahuila",935,10,4,0,64,2,3,135,0,4,2,3
"2017","gob",5,"coahuila",935,10,2,0,47,0,2,148,2,4,0,2
"2017","gob",5,"coahuila",936,31,8,1,118,5,6,171,1,2,0,8
"2017","gob",5,"coahuila",936,23,4,0,104,0,6,147,0,7,1,2
"2017","gob",5,"coahuila",936,22,10,0,92,1,8,183,1,4,1,3
"2017","gob",5,"coahuila",937,38,1,1,125,5,5,181,3,5,0,3
"2017","gob",5,"coahuila",937,38,10,0,143,4,6,164,1,2,2,7
"2017","gob",5,"coahuila",938,19,5,1,98,1,4,216,0,4,0,1
"2017","gob",5,"coahuila",938,19,3,0,96,0,9,199,3,5,0,7
"2017","gob",5,"coahuila",938,25,8,0,58,2,5,103,2,6,2,3
"2017","gob",5,"coahuila",939,34,2,0,81,2,11,113,0,2,0,4
"2017","gob",5,"coahuila",939,20,3,0,80,2,5,121,0,3,0,2
"2017","gob",5,"coahuila",940,13,2,0,74,2,6,176,0,2,0,2
"2017","gob",5,"coahuila",940,13,4,0,78,1,5,159,1,1,0,3
"2017","gob",5,"coahuila",941,22,2,0,108,4,1,173,1,4,0,5
"2017","gob",5,"coahuila",941,30,2,0,127,4,7,166,2,5,0,4
"2017","gob",5,"coahuila",942,26,7,0,77,0,2,227,0,5,0,4
"2017","gob",5,"coahuila",942,17,4,0,101,2,3,199,1,5,0,4
"2017","gob",5,"coahuila",943,10,6,0,68,3,2,176,2,7,0,7
"2017","gob",5,"coahuila",943,13,4,0,82,4,6,181,0,2,1,9
"2017","gob",5,"coahuila",943,21,9,0,84,5,4,175,0,3,1,7
"2017","gob",5,"coahuila",943,21,3,0,81,2,9,194,1,8,1,9
"2017","gob",5,"coahuila",943,21,7,0,84,2,8,151,2,4,2,6
"2017","gob",5,"coahuila",943,16,11,0,82,3,2,149,2,8,0,8
"2017","gob",5,"coahuila",943,15,6,0,102,0,6,160,0,7,0,3
"2017","gob",5,"coahuila",943,13,8,0,86,5,8,177,0,4,1,8
"2017","gob",5,"coahuila",943,11,5,0,98,3,5,150,0,5,2,6
"2017","gob",5,"coahuila",943,19,4,0,78,3,8,172,2,7,0,6
"2017","gob",5,"coahuila",943,24,9,0,86,3,10,194,1,3,1,2
"2017","gob",5,"coahuila",943,17,4,0,87,2,4,179,1,8,0,6
"2017","gob",5,"coahuila",944,4,1,0,53,0,1,153,0,3,0,7
"2017","gob",5,"coahuila",944,3,1,0,60,0,2,143,1,3,0,4
"2017","gob",5,"coahuila",945,2,2,0,48,4,1,206,0,3,1,6
"2017","gob",5,"coahuila",945,8,2,0,55,3,3,204,2,5,0,6
"2017","gob",5,"coahuila",946,8,1,0,60,1,3,260,1,3,0,6
"2017","gob",5,"coahuila",946,8,1,0,58,3,5,243,1,5,0,2
"2017","gob",5,"coahuila",946,5,2,0,42,2,5,252,3,4,0,9
"2017","gob",5,"coahuila",946,3,4,0,51,2,7,253,2,8,1,7
"2017","gob",5,"coahuila",946,3,2,0,65,1,4,258,1,5,0,7
