"ANO","ELECCION","CODIGO_ESTADO","ESTADO","CODIGO_MUNICIPIO","MUNICIPIO","DISTRITO_LOC","SECCION","NOMINAL","PAN","PCP","PES","PJ","PMC","PMOR","PNA","PPC","PPRO","PRC","PRD","PRI","PSDC","PSI","PT","PTSC","PUDC","PVEM","VALIDOS"
"2014","dil",5,"coahuila",25,NA,16,631,1374,131,0,NA,0,2,NA,0,0,3,0,14,0,0,NA,5,348,11,0,514
"2014","dil",5,"coahuila",25,NA,16,632,981,110,0,NA,0,1,NA,0,0,3,0,11,0,0,NA,11,184,8,0,328
"2014","dil",5,"coahuila",25,NA,16,633,7805,680,0,NA,0,14,NA,0,0,13,0,82,0,0,NA,18,1172,84,0,2063
"2014","dil",5,"coahuila",25,NA,16,634,590,56,0,NA,0,2,NA,0,0,0,0,5,0,0,NA,6,109,5,0,183
"2014","dil",5,"coahuila",25,NA,16,635,3161,302,0,NA,0,10,NA,0,0,2,0,24,0,0,NA,16,695,10,0,1059
"2014","dil",5,"coahuila",25,NA,16,636,1054,112,0,NA,0,0,NA,0,0,0,0,15,0,0,NA,3,203,10,0,343
"2014","dil",5,"coahuila",25,NA,16,637,974,96,0,NA,0,0,NA,0,0,0,0,8,0,0,NA,7,172,7,0,290
"2014","dil",5,"coahuila",25,NA,16,638,2511,219,0,NA,0,3,NA,0,0,7,0,26,0,0,NA,13,557,7,0,832
"2014","dil",5,"coahuila",25,NA,16,639,1694,186,0,NA,0,2,NA,0,0,5,0,10,0,0,NA,5,343,3,0,554
"2014","dil",5,"coahuila",25,NA,16,640,3423,383,0,NA,0,4,NA,0,0,1,0,22,0,0,NA,13,897,18,0,1338
"2014","dil",5,"coahuila",25,NA,16,641,1447,128,0,NA,0,1,NA,0,0,5,0,8,0,0,NA,6,317,5,0,470
"2014","dil",5,"coahuila",25,NA,16,642,352,46,0,NA,0,1,NA,0,0,0,0,2,0,0,NA,0,109,1,0,159
"2014","dil",5,"coahuila",25,NA,16,643,385,30,0,NA,0,0,NA,0,0,1,0,5,0,0,NA,3,132,0,0,171
"2014","dil",5,"coahuila",25,NA,16,644,217,28,0,NA,0,0,NA,0,0,1,0,8,0,0,NA,0,81,0,0,118
"2014","dil",5,"coahuila",26,NA,13,645,296,15,0,NA,0,0,NA,0,1,5,0,2,111,0,NA,0,0,2,1,140
"2014","dil",5,"coahuila",26,NA,13,646,442,36,1,NA,0,0,NA,0,0,6,0,0,154,0,NA,0,0,5,1,205
"2014","dil",5,"coahuila",26,NA,13,647,517,88,0,NA,0,0,NA,0,0,0,0,0,275,0,NA,0,0,1,2,368
"2014","dil",5,"coahuila",26,NA,13,648,561,140,0,NA,0,0,NA,0,0,0,0,1,173,0,NA,0,0,3,0,318
"2014","dil",5,"coahuila",26,NA,13,649,629,114,0,NA,0,0,NA,0,0,1,0,0,246,0,NA,0,0,5,1,368
"2014","dil",5,"coahuila",26,NA,13,650,486,34,0,NA,1,0,NA,0,1,0,0,0,179,0,NA,1,0,0,0,219
"2014","dil",5,"coahuila",27,NA,5,652,3087,149,2,NA,14,1,NA,4,0,2,1,4,772,1,NA,15,0,3,8,980
"2014","dil",5,"coahuila",27,NA,5,653,12595,384,15,NA,83,8,NA,8,11,2,2,14,2700,3,NA,44,0,16,36,3349
"2014","dil",5,"coahuila",27,NA,5,654,1390,97,1,NA,13,1,NA,1,0,0,0,5,419,0,NA,12,0,0,7,560
"2014","dil",5,"coahuila",27,NA,5,655,934,52,1,NA,1,2,NA,2,0,1,1,2,302,1,NA,18,0,1,3,393
"2014","dil",5,"coahuila",27,NA,5,656,1055,86,0,NA,5,1,NA,1,1,0,0,3,219,0,NA,6,0,0,3,329
"2014","dil",5,"coahuila",27,NA,5,657,1047,91,1,NA,7,0,NA,2,2,1,0,1,276,0,NA,9,0,2,2,398
"2014","dil",5,"coahuila",27,NA,5,658,1217,89,1,NA,6,0,NA,0,1,0,0,5,279,0,NA,4,0,1,2,389
"2014","dil",5,"coahuila",27,NA,5,659,1142,79,1,NA,7,4,NA,4,0,1,0,4,360,1,NA,9,0,1,8,482
"2014","dil",5,"coahuila",27,NA,5,660,1808,119,0,NA,4,3,NA,2,0,0,1,5,493,0,NA,15,0,1,1,655
"2014","dil",5,"coahuila",27,NA,5,661,2441,160,3,NA,10,1,NA,1,5,0,2,2,647,4,NA,15,0,4,5,862
"2014","dil",5,"coahuila",27,NA,5,662,1014,87,0,NA,4,6,NA,3,1,1,1,4,276,0,NA,7,0,3,5,400
"2014","dil",5,"coahuila",27,NA,5,663,6875,478,6,NA,72,9,NA,7,3,2,3,22,1498,2,NA,32,0,12,24,2182
"2014","dil",5,"coahuila",27,NA,5,664,8934,548,9,NA,188,21,NA,7,3,7,1,33,2198,6,NA,52,0,15,35,3144
"2014","dil",5,"coahuila",27,NA,5,665,127,4,0,NA,0,0,NA,0,0,0,0,0,51,0,NA,1,0,0,0,56
"2014","dil",5,"coahuila",27,NA,5,666,273,10,1,NA,0,1,NA,0,0,1,0,0,100,0,NA,4,0,0,0,117
"2014","dil",5,"coahuila",27,NA,5,667,247,10,0,NA,0,0,NA,1,0,1,0,0,129,0,NA,3,0,0,0,145
"2014","dil",5,"coahuila",27,NA,5,668,88,1,0,NA,0,0,NA,0,0,0,0,0,71,0,NA,0,0,0,0,72
"2014","dil",5,"coahuila",27,NA,5,669,425,24,78,NA,0,0,NA,0,3,0,2,0,101,0,NA,1,0,1,1,211
"2014","dil",5,"coahuila",27,NA,5,670,251,26,9,NA,0,0,NA,0,0,0,0,0,95,0,NA,1,0,3,0,135
"2014","dil",5,"coahuila",27,NA,5,671,309,21,0,NA,0,0,NA,0,0,0,0,3,123,0,NA,6,0,2,0,155
"2014","dil",5,"coahuila",27,NA,5,672,88,6,9,NA,0,0,NA,0,0,0,0,0,34,0,NA,0,0,1,1,51
"2014","dil",5,"coahuila",27,NA,5,673,961,56,3,NA,0,0,NA,0,0,0,1,2,359,0,NA,3,0,0,1,425
"2014","dil",5,"coahuila",27,NA,5,674,198,1,0,NA,0,0,NA,0,0,0,0,4,58,0,NA,3,0,0,0,66
"2014","dil",5,"coahuila",27,NA,5,675,70,2,0,NA,0,0,NA,0,0,0,0,0,27,0,NA,0,0,0,0,29
"2014","dil",5,"coahuila",27,NA,5,676,412,63,0,NA,0,0,NA,0,0,0,0,0,164,0,NA,2,0,0,0,229
"2014","dil",5,"coahuila",27,NA,5,677,403,31,0,NA,0,0,NA,0,0,0,0,0,155,0,NA,2,0,0,0,188
"2014","dil",5,"coahuila",27,NA,5,678,65,1,0,NA,0,0,NA,0,0,0,0,0,30,0,NA,2,0,0,0,33
"2014","dil",5,"coahuila",27,NA,5,679,136,5,0,NA,0,0,NA,0,0,1,0,0,65,0,NA,0,0,0,0,71
"2014","dil",5,"coahuila",27,NA,5,680,103,1,0,NA,0,0,NA,0,0,0,0,0,52,0,NA,0,0,0,0,53
"2014","dil",5,"coahuila",27,NA,5,681,231,6,0,NA,0,0,NA,0,0,0,0,0,125,0,NA,1,0,1,0,133
"2014","dil",5,"coahuila",27,NA,5,682,146,6,0,NA,0,0,NA,0,0,0,0,0,65,0,NA,0,0,0,0,71
"2014","dil",5,"coahuila",27,NA,5,683,239,16,0,NA,0,0,NA,1,3,0,1,0,88,0,NA,1,0,1,0,111
"2014","dil",5,"coahuila",27,NA,5,684,300,21,0,NA,0,0,NA,1,0,0,0,2,110,0,NA,2,0,0,1,138
"2014","dil",5,"coahuila",27,NA,5,685,605,44,0,NA,0,0,NA,0,0,2,0,0,134,0,NA,1,0,2,0,183
"2014","dil",5,"coahuila",27,NA,5,686,359,4,0,NA,0,0,NA,0,0,0,0,0,100,0,NA,1,0,0,0,105
"2014","dil",5,"coahuila",27,NA,5,687,167,2,0,NA,0,0,NA,0,0,4,0,0,49,0,NA,3,0,18,0,77
"2014","dil",5,"coahuila",27,NA,5,688,386,14,0,NA,1,1,NA,0,0,0,1,0,120,0,NA,4,0,0,2,143
"2014","dil",5,"coahuila",27,NA,5,689,188,6,0,NA,1,1,NA,0,0,0,0,1,83,0,NA,0,0,0,0,92
"2014","dil",5,"coahuila",27,NA,5,690,156,13,29,NA,0,0,NA,0,0,0,0,0,64,1,NA,3,0,1,0,111
"2014","dil",5,"coahuila",28,NA,14,691,1841,205,0,NA,1,17,NA,0,0,0,1,2,217,0,NA,5,0,257,2,710
"2014","dil",5,"coahuila",28,NA,14,692,6120,515,4,NA,3,49,NA,13,2,5,0,8,753,0,NA,28,0,944,5,2339
"2014","dil",5,"coahuila",28,NA,14,693,4112,313,6,NA,0,43,NA,7,2,5,2,7,471,2,NA,29,0,623,4,1520
"2014","dil",5,"coahuila",28,NA,14,694,1308,137,1,NA,0,5,NA,1,1,0,1,4,196,0,NA,6,0,190,1,545
"2014","dil",5,"coahuila",28,NA,14,695,1228,162,0,NA,0,7,NA,1,0,0,0,2,187,0,NA,4,0,205,0,571
"2014","dil",5,"coahuila",28,NA,14,696,1301,174,0,NA,1,5,NA,2,0,0,0,1,155,0,NA,1,0,174,0,518
"2014","dil",5,"coahuila",28,NA,14,697,774,53,3,NA,0,1,NA,1,0,0,0,1,156,0,NA,3,0,184,0,404
"2014","dil",5,"coahuila",28,NA,14,698,1079,122,1,NA,0,5,NA,5,0,3,1,2,171,0,NA,12,0,237,0,560
"2014","dil",5,"coahuila",28,NA,14,699,812,70,0,NA,0,8,NA,0,0,0,1,1,130,0,NA,6,0,205,0,422
"2014","dil",5,"coahuila",28,NA,14,700,707,73,0,NA,0,4,NA,1,0,0,0,1,115,0,NA,4,0,158,0,356
"2014","dil",5,"coahuila",28,NA,14,701,1006,98,0,NA,1,2,NA,0,0,0,1,0,132,0,NA,5,0,189,2,430
"2014","dil",5,"coahuila",28,NA,14,702,1223,122,4,NA,1,5,NA,0,0,1,0,0,207,0,NA,0,0,190,0,530
"2014","dil",5,"coahuila",28,NA,14,703,1808,131,0,NA,3,4,NA,2,0,0,2,0,213,1,NA,5,0,306,0,688
"2014","dil",5,"coahuila",28,NA,14,704,302,21,0,NA,0,1,NA,2,0,0,0,2,64,0,NA,3,0,37,1,131
"2014","dil",5,"coahuila",28,NA,14,705,647,66,1,NA,0,4,NA,1,0,0,0,3,95,0,NA,0,0,122,2,295
"2014","dil",5,"coahuila",28,NA,14,706,1999,107,2,NA,1,10,NA,2,0,1,0,5,334,1,NA,3,0,437,4,911
"2014","dil",5,"coahuila",28,NA,14,707,932,63,0,NA,0,6,NA,0,0,3,0,2,163,1,NA,4,0,181,0,424
"2014","dil",5,"coahuila",28,NA,14,708,1220,82,1,NA,0,4,NA,0,0,1,1,4,246,0,NA,1,0,199,3,544
"2014","dil",5,"coahuila",28,NA,14,709,1545,98,0,NA,2,7,NA,2,0,0,4,13,279,0,NA,11,0,297,1,718
"2014","dil",5,"coahuila",28,NA,14,710,932,75,1,NA,0,3,NA,3,0,1,1,3,221,1,NA,4,0,113,2,429
"2014","dil",5,"coahuila",28,NA,14,711,1084,108,0,NA,0,5,NA,1,1,1,1,2,213,0,NA,1,0,174,0,507
"2014","dil",5,"coahuila",28,NA,14,712,725,32,0,NA,0,7,NA,0,0,1,3,0,126,1,NA,2,0,139,2,315
"2014","dil",5,"coahuila",28,NA,14,713,831,76,0,NA,0,1,NA,0,0,0,0,4,142,0,NA,1,0,122,0,349
"2014","dil",5,"coahuila",28,NA,14,714,1050,84,3,NA,1,4,NA,2,0,0,0,1,166,1,NA,3,0,180,0,449
"2014","dil",5,"coahuila",28,NA,14,715,2081,186,2,NA,1,8,NA,3,0,1,0,3,406,1,NA,7,0,376,2,999
"2014","dil",5,"coahuila",28,NA,14,716,179,7,0,NA,0,0,NA,0,0,0,0,1,41,0,NA,3,0,73,0,125
"2014","dil",5,"coahuila",28,NA,14,717,757,55,0,NA,0,2,NA,0,1,0,0,0,165,1,NA,5,0,163,2,396
"2014","dil",5,"coahuila",28,NA,14,718,784,36,1,NA,0,0,NA,0,0,0,0,2,192,1,NA,2,0,235,1,471
"2014","dil",5,"coahuila",28,NA,14,719,711,40,0,NA,0,2,NA,0,0,0,1,1,176,1,NA,4,0,166,2,394
"2014","dil",5,"coahuila",28,NA,14,720,878,35,0,NA,0,1,NA,2,0,1,1,5,154,1,NA,2,0,195,2,399
"2014","dil",5,"coahuila",28,NA,14,721,805,73,3,NA,0,1,NA,0,0,1,0,2,126,0,NA,5,0,177,1,394
"2014","dil",5,"coahuila",28,NA,14,722,1031,57,1,NA,0,1,NA,0,0,0,4,4,166,0,NA,7,0,300,1,544
"2014","dil",5,"coahuila",28,NA,14,723,1950,82,2,NA,0,2,NA,1,0,0,1,3,452,1,NA,4,0,584,0,1132
"2014","dil",5,"coahuila",28,NA,14,724,1069,75,4,NA,0,0,NA,0,0,0,2,1,194,0,NA,1,0,247,1,530
"2014","dil",5,"coahuila",28,NA,14,725,974,95,6,NA,0,1,NA,0,0,0,0,2,207,0,NA,2,0,195,1,510
"2014","dil",5,"coahuila",28,NA,14,726,661,30,0,NA,0,0,NA,0,0,0,0,1,118,0,NA,1,0,198,0,350
"2014","dil",5,"coahuila",28,NA,14,727,179,14,0,NA,0,0,NA,0,0,0,0,0,30,0,NA,1,0,57,0,102
"2014","dil",5,"coahuila",29,NA,11,728,893,183,0,NA,4,1,NA,3,0,0,0,5,274,0,NA,1,0,1,0,472
"2014","dil",5,"coahuila",29,NA,11,729,932,216,0,NA,0,2,NA,2,0,0,0,0,275,1,NA,4,0,0,0,501
"2014","dil",5,"coahuila",30,NA,4,730,1870,262,2,NA,2,6,NA,7,0,0,0,7,169,0,NA,13,0,33,6,523
"2014","dil",5,"coahuila",30,NA,1,731,5261,613,8,NA,9,9,NA,8,4,3,0,18,1037,6,NA,27,0,8,32,1807
"2014","dil",5,"coahuila",30,NA,4,732,2084,276,1,NA,5,3,NA,7,1,3,0,5,279,0,NA,10,0,23,4,633
"2014","dil",5,"coahuila",30,NA,1,733,2519,390,7,NA,1,4,NA,4,1,1,1,9,315,0,NA,6,0,5,4,758
"2014","dil",5,"coahuila",30,NA,1,734,6211,1197,6,NA,5,13,NA,10,1,0,1,25,656,6,NA,26,0,23,22,2013
"2014","dil",5,"coahuila",30,NA,4,735,1131,126,2,NA,1,2,NA,2,0,0,0,2,325,0,NA,8,0,8,3,483
"2014","dil",5,"coahuila",30,NA,4,736,1657,171,1,NA,5,4,NA,3,0,6,0,19,333,2,NA,16,0,19,8,594
"2014","dil",5,"coahuila",30,NA,4,737,2453,173,2,NA,12,1,NA,6,3,1,0,6,522,2,NA,19,0,16,11,784
"2014","dil",5,"coahuila",30,NA,4,738,3236,186,22,NA,4,1,NA,2,1,2,2,10,793,16,NA,36,0,9,13,1109
"2014","dil",5,"coahuila",30,NA,4,739,1299,101,3,NA,1,2,NA,1,1,0,0,9,358,0,NA,4,0,4,4,497
"2014","dil",5,"coahuila",30,NA,1,740,2020,399,1,NA,8,3,NA,3,2,1,0,7,191,0,NA,13,0,2,4,641
"2014","dil",5,"coahuila",30,NA,4,741,906,151,0,NA,0,2,NA,1,0,0,0,2,133,0,NA,4,0,10,0,311
"2014","dil",5,"coahuila",30,NA,4,742,1657,162,2,NA,6,3,NA,2,4,1,0,12,373,0,NA,7,0,22,3,612
"2014","dil",5,"coahuila",30,NA,4,743,1250,212,2,NA,0,3,NA,1,2,0,0,15,134,2,NA,5,0,12,2,393
"2014","dil",5,"coahuila",30,NA,4,744,2785,215,5,NA,5,5,NA,2,0,3,2,9,467,4,NA,6,0,26,8,776
"2014","dil",5,"coahuila",30,NA,4,745,3992,322,5,NA,1,4,NA,11,4,2,0,15,945,5,NA,29,0,37,10,1422
"2014","dil",5,"coahuila",30,NA,4,746,3747,260,15,NA,3,3,NA,6,5,0,0,14,891,6,NA,21,0,47,18,1312
"2014","dil",5,"coahuila",30,NA,4,747,1271,91,13,NA,2,1,NA,4,5,2,1,3,278,0,NA,6,0,15,7,437
"2014","dil",5,"coahuila",30,NA,4,748,1557,80,2,NA,1,0,NA,6,0,0,1,4,316,2,NA,15,0,17,1,455
"2014","dil",5,"coahuila",30,NA,4,749,936,148,0,NA,1,2,NA,1,0,2,0,5,154,0,NA,3,0,9,6,336
"2014","dil",5,"coahuila",30,NA,4,750,1382,255,3,NA,0,6,NA,4,0,0,0,6,170,0,NA,4,0,12,3,469
"2014","dil",5,"coahuila",30,NA,1,751,4096,641,4,NA,6,15,NA,18,0,7,0,26,430,10,NA,21,0,8,14,1222
"2014","dil",5,"coahuila",30,NA,1,752,7444,1031,13,NA,15,19,NA,21,2,5,0,46,1024,3,NA,47,0,13,25,2315
"2014","dil",5,"coahuila",30,NA,1,753,1820,289,10,NA,0,2,NA,6,1,4,0,12,309,1,NA,8,0,7,6,673
"2014","dil",5,"coahuila",30,NA,1,754,2052,238,4,NA,4,2,NA,3,0,0,1,10,607,0,NA,10,0,3,8,899
"2014","dil",5,"coahuila",30,NA,1,755,8387,670,6,NA,5,10,NA,13,8,1,3,31,1745,3,NA,33,0,20,41,2626
"2014","dil",5,"coahuila",30,NA,1,756,1466,200,3,NA,0,1,NA,1,2,0,1,10,404,0,NA,14,0,3,4,649
"2014","dil",5,"coahuila",30,NA,1,757,2526,324,4,NA,4,8,NA,4,0,1,0,16,500,1,NA,12,0,5,15,912
"2014","dil",5,"coahuila",30,NA,1,758,1503,173,2,NA,0,6,NA,5,0,0,1,5,291,0,NA,22,0,7,0,518
"2014","dil",5,"coahuila",30,NA,1,759,2141,303,1,NA,5,9,NA,2,4,5,0,10,375,1,NA,7,0,1,8,741
"2014","dil",5,"coahuila",30,NA,1,760,894,109,1,NA,3,2,NA,3,1,1,1,7,157,0,NA,3,0,1,5,299
"2014","dil",5,"coahuila",30,NA,1,761,1047,129,0,NA,2,1,NA,2,4,1,0,7,221,0,NA,11,0,0,5,390
"2014","dil",5,"coahuila",30,NA,4,762,998,229,1,NA,3,1,NA,1,1,6,0,6,83,0,NA,4,0,10,2,353
"2014","dil",5,"coahuila",30,NA,4,763,1476,257,1,NA,3,6,NA,1,4,0,1,8,244,2,NA,13,0,13,6,563
"2014","dil",5,"coahuila",30,NA,4,764,1673,277,2,NA,6,3,NA,0,0,1,0,5,244,0,NA,7,0,17,6,576
"2014","dil",5,"coahuila",30,NA,4,765,1113,105,2,NA,3,0,NA,3,0,1,0,3,284,0,NA,11,0,22,3,440
"2014","dil",5,"coahuila",30,NA,4,766,12259,677,49,NA,11,17,NA,17,8,8,1,39,2279,8,NA,54,0,178,42,3436
"2014","dil",5,"coahuila",30,NA,4,767,952,169,1,NA,2,3,NA,4,0,2,0,8,186,2,NA,7,0,16,3,408
"2014","dil",5,"coahuila",30,NA,4,768,3244,203,11,NA,4,4,NA,7,2,1,0,13,746,1,NA,16,0,29,9,1058
"2014","dil",5,"coahuila",30,NA,4,769,1223,81,0,NA,0,1,NA,2,0,1,0,3,311,1,NA,6,0,6,7,420
"2014","dil",5,"coahuila",30,NA,4,770,986,81,4,NA,0,0,NA,2,0,0,0,3,217,0,NA,5,0,17,1,330
"2014","dil",5,"coahuila",30,NA,4,771,2088,131,7,NA,5,7,NA,7,0,1,0,10,511,3,NA,21,0,15,9,729
"2014","dil",5,"coahuila",30,NA,4,772,943,185,6,NA,0,1,NA,3,0,0,1,6,119,0,NA,6,0,10,1,342
"2014","dil",5,"coahuila",30,NA,4,773,769,191,1,NA,0,1,NA,0,0,0,0,4,84,1,NA,5,0,7,1,300
"2014","dil",5,"coahuila",30,NA,1,774,1201,129,2,NA,0,3,NA,2,1,0,1,7,328,4,NA,4,0,5,5,498
"2014","dil",5,"coahuila",30,NA,1,775,1146,148,1,NA,2,3,NA,1,0,1,0,3,232,7,NA,3,0,2,4,417
"2014","dil",5,"coahuila",30,NA,1,776,1434,208,3,NA,3,2,NA,11,1,2,0,15,224,0,NA,11,0,8,4,505
"2014","dil",5,"coahuila",30,NA,1,777,9552,618,21,NA,16,14,NA,11,8,6,11,50,2219,7,NA,35,0,12,34,3110
"2014","dil",5,"coahuila",30,NA,1,778,1366,168,2,NA,1,4,NA,3,0,1,1,5,251,2,NA,9,0,9,9,474
"2014","dil",5,"coahuila",30,NA,1,779,1355,153,0,NA,0,1,NA,1,0,1,0,17,237,1,NA,11,0,2,10,443
"2014","dil",5,"coahuila",30,NA,1,780,1065,144,2,NA,5,0,NA,2,0,1,0,14,241,3,NA,4,0,3,2,427
"2014","dil",5,"coahuila",30,NA,4,781,1050,189,1,NA,0,4,NA,2,0,0,1,5,110,0,NA,14,0,15,4,352
"2014","dil",5,"coahuila",30,NA,4,782,800,147,1,NA,1,3,NA,1,0,1,0,4,141,0,NA,11,0,11,3,330
"2014","dil",5,"coahuila",30,NA,4,783,1075,177,2,NA,0,2,NA,3,1,0,0,13,213,2,NA,7,0,10,3,441
"2014","dil",5,"coahuila",30,NA,4,784,797,158,1,NA,0,8,NA,3,0,1,0,7,82,0,NA,6,0,9,3,284
"2014","dil",5,"coahuila",30,NA,4,785,623,129,1,NA,1,1,NA,1,0,1,0,9,65,0,NA,3,0,11,1,231
"2014","dil",5,"coahuila",30,NA,4,786,944,209,0,NA,0,2,NA,0,0,0,1,8,107,1,NA,8,0,15,3,363
"2014","dil",5,"coahuila",30,NA,4,787,1604,111,32,NA,5,2,NA,1,4,1,1,4,412,3,NA,14,0,20,6,622
"2014","dil",5,"coahuila",30,NA,4,788,1778,88,10,NA,1,3,NA,5,1,2,0,7,472,3,NA,51,0,4,11,666
"2014","dil",5,"coahuila",30,NA,4,789,1190,85,20,NA,2,1,NA,0,1,1,0,5,292,0,NA,3,0,8,6,428
"2014","dil",5,"coahuila",30,NA,4,790,2465,147,75,NA,3,3,NA,8,6,0,2,19,598,2,NA,19,0,52,21,964
"2014","dil",5,"coahuila",30,NA,4,791,1264,116,5,NA,2,1,NA,2,5,1,0,6,278,0,NA,12,0,20,5,458
"2014","dil",5,"coahuila",30,NA,4,792,1684,91,3,NA,2,6,NA,5,0,1,0,8,445,1,NA,9,0,12,6,595
"2014","dil",5,"coahuila",30,NA,4,793,1144,93,4,NA,2,1,NA,3,2,0,0,6,329,1,NA,6,0,13,2,465
"2014","dil",5,"coahuila",30,NA,4,794,1666,141,8,NA,2,6,NA,0,1,0,0,4,457,6,NA,14,0,20,6,679
"2014","dil",5,"coahuila",30,NA,4,795,1897,167,51,NA,2,2,NA,1,2,3,0,8,489,1,NA,16,0,13,9,777
"2014","dil",5,"coahuila",30,NA,4,796,1848,308,3,NA,0,5,NA,4,0,3,0,9,208,0,NA,16,0,17,5,595
"2014","dil",5,"coahuila",30,NA,4,797,739,138,0,NA,1,5,NA,2,0,1,0,1,82,0,NA,2,0,11,1,256
"2014","dil",5,"coahuila",30,NA,4,798,847,141,0,NA,1,6,NA,0,1,2,0,8,92,2,NA,4,0,11,5,278
"2014","dil",5,"coahuila",30,NA,1,799,771,143,1,NA,1,2,NA,1,1,1,0,6,135,0,NA,11,0,1,3,307
"2014","dil",5,"coahuila",30,NA,1,800,1945,270,2,NA,1,4,NA,7,2,2,0,15,350,6,NA,22,0,8,10,713
"2014","dil",5,"coahuila",30,NA,1,801,1352,220,1,NA,5,2,NA,3,1,1,0,7,251,0,NA,13,0,4,3,529
"2014","dil",5,"coahuila",30,NA,1,802,614,71,0,NA,3,0,NA,3,0,1,1,1,171,0,NA,8,0,2,4,267
"2014","dil",5,"coahuila",30,NA,1,803,850,80,0,NA,0,2,NA,4,0,1,2,6,280,1,NA,10,0,2,4,392
"2014","dil",5,"coahuila",30,NA,1,804,995,77,0,NA,1,1,NA,1,0,1,0,2,295,3,NA,4,0,2,7,397
"2014","dil",5,"coahuila",30,NA,1,805,953,89,0,NA,2,2,NA,0,1,0,0,3,277,8,NA,8,0,6,7,406
"2014","dil",5,"coahuila",30,NA,1,806,601,126,1,NA,0,1,NA,2,0,0,0,6,124,0,NA,2,0,3,4,273
"2014","dil",5,"coahuila",30,NA,4,807,1063,139,0,NA,0,3,NA,3,1,1,0,4,179,1,NA,6,0,11,2,353
"2014","dil",5,"coahuila",30,NA,4,808,809,110,2,NA,1,4,NA,2,1,2,0,8,169,1,NA,12,0,12,4,331
"2014","dil",5,"coahuila",30,NA,4,809,703,65,0,NA,0,0,NA,0,0,0,1,12,153,0,NA,9,0,13,4,261
"2014","dil",5,"coahuila",30,NA,4,810,763,139,0,NA,1,3,NA,0,0,0,1,6,69,0,NA,2,0,10,2,242
"2014","dil",5,"coahuila",30,NA,4,811,561,103,1,NA,1,0,NA,0,0,0,0,2,61,0,NA,7,0,8,3,191
"2014","dil",5,"coahuila",30,NA,4,812,1239,98,8,NA,0,4,NA,4,1,0,0,10,297,0,NA,10,0,9,3,452
"2014","dil",5,"coahuila",30,NA,4,813,1024,84,10,NA,0,0,NA,3,0,0,0,5,225,1,NA,8,0,4,4,348
"2014","dil",5,"coahuila",30,NA,4,814,1909,141,34,NA,0,0,NA,9,0,0,0,4,509,0,NA,17,0,16,13,754
"2014","dil",5,"coahuila",30,NA,4,815,1090,84,0,NA,1,7,NA,2,2,0,2,9,295,2,NA,7,0,7,10,431
"2014","dil",5,"coahuila",30,NA,4,816,4023,339,28,NA,4,4,NA,8,6,2,1,19,1007,3,NA,34,0,51,17,1536
"2014","dil",5,"coahuila",30,NA,4,817,2032,148,16,NA,7,5,NA,2,1,1,0,9,763,3,NA,16,0,13,12,1009
"2014","dil",5,"coahuila",30,NA,4,818,1521,97,9,NA,3,2,NA,1,0,0,2,3,503,4,NA,6,0,8,7,654
"2014","dil",5,"coahuila",30,NA,4,819,1215,93,12,NA,2,2,NA,7,0,0,2,3,347,0,NA,12,0,4,15,511
"2014","dil",5,"coahuila",30,NA,4,820,1250,97,35,NA,0,2,NA,5,6,0,0,1,267,1,NA,8,0,3,3,443
"2014","dil",5,"coahuila",30,NA,4,821,939,104,1,NA,0,0,NA,2,0,1,0,8,259,0,NA,4,0,8,6,395
"2014","dil",5,"coahuila",30,NA,4,822,878,80,10,NA,1,1,NA,1,1,0,1,5,262,1,NA,10,0,5,1,381
"2014","dil",5,"coahuila",30,NA,4,823,901,104,11,NA,0,2,NA,2,0,0,1,1,191,0,NA,5,0,3,2,325
"2014","dil",5,"coahuila",30,NA,4,824,733,52,11,NA,1,0,NA,0,0,0,0,4,193,7,NA,12,0,5,1,288
"2014","dil",5,"coahuila",30,NA,4,825,861,87,3,NA,3,0,NA,5,0,1,2,6,312,2,NA,7,0,10,4,444
"2014","dil",5,"coahuila",30,NA,4,826,623,84,0,NA,0,2,NA,2,0,2,0,2,134,0,NA,3,0,8,5,247
"2014","dil",5,"coahuila",30,NA,4,827,760,137,0,NA,1,1,NA,2,0,0,0,1,96,3,NA,4,0,3,2,268
"2014","dil",5,"coahuila",30,NA,4,828,989,95,1,NA,0,0,NA,7,1,0,0,8,176,0,NA,9,0,12,10,323
"2014","dil",5,"coahuila",30,NA,1,829,1783,248,0,NA,3,2,NA,2,0,2,0,4,425,1,NA,15,0,3,4,720
"2014","dil",5,"coahuila",30,NA,1,831,1960,146,0,NA,5,1,NA,6,1,0,1,14,465,2,NA,26,0,6,12,688
"2014","dil",5,"coahuila",30,NA,1,832,2753,263,3,NA,19,5,NA,5,2,2,2,21,690,4,NA,27,0,14,26,1120
"2014","dil",5,"coahuila",30,NA,1,833,1465,198,1,NA,1,4,NA,8,2,0,0,10,287,0,NA,10,0,1,6,546
"2014","dil",5,"coahuila",30,NA,2,834,2337,146,0,NA,0,9,NA,0,0,4,0,18,0,0,NA,17,452,30,0,683
"2014","dil",5,"coahuila",30,NA,2,835,1063,63,0,NA,0,0,NA,0,0,0,0,5,0,0,NA,6,289,6,0,371
"2014","dil",5,"coahuila",30,NA,2,836,1760,118,0,NA,0,5,NA,0,0,3,0,13,0,0,NA,13,404,3,0,563
