"ANO","ELECCION","CODIGO_ESTADO","ESTADO","CODIGO_MUNICIPIO","MUNICIPIO","DISTRITO_LOC","SECCION","NOMINAL","PAN","PCP","PES","PJ","PMC","PMOR","PNA","PPC","PPRO","PRC","PRD","PRI","PSDC","PSI","PT","PTSC","PUDC","PVEM","VALIDOS"
"2013","ayu",5,"coahuila",NA,"allende",14,49,1137,337,NA,NA,0,0,NA,4,0,1,0,4,298,0,NA,0,NA,0,3,683
"2013","ayu",5,"coahuila",NA,"allende",14,50,1201,227,NA,NA,0,0,NA,8,0,0,1,1,367,0,NA,0,NA,3,0,662
"2013","ayu",5,"coahuila",NA,"allende",14,51,1658,430,NA,NA,0,0,NA,2,0,0,1,5,464,1,NA,0,NA,3,3,966
"2013","ayu",5,"coahuila",NA,"allende",14,52,676,181,NA,NA,0,0,NA,9,0,0,0,0,176,0,NA,0,NA,1,0,402
"2013","ayu",5,"coahuila",NA,"allende",14,53,791,187,NA,NA,0,0,NA,6,0,0,0,6,241,1,NA,0,NA,2,0,473
"2013","ayu",5,"coahuila",NA,"allende",14,54,1220,317,NA,NA,0,0,NA,9,0,0,0,2,395,0,NA,0,NA,1,1,768
"2013","ayu",5,"coahuila",NA,"allende",14,55,1287,305,NA,NA,1,0,NA,2,0,2,0,3,459,0,NA,0,NA,0,0,783
"2013","ayu",5,"coahuila",NA,"allende",14,56,132,29,NA,NA,0,0,NA,0,0,0,0,0,58,1,NA,0,NA,0,0,89
"2013","ayu",5,"coahuila",NA,"arteaga",5,57,3952,1005,NA,NA,26,0,NA,13,48,1,5,18,745,24,NA,24,NA,16,7,2015
"2013","ayu",5,"coahuila",NA,"arteaga",5,58,606,215,NA,NA,4,0,NA,1,7,0,4,1,119,2,NA,1,NA,1,0,370
"2013","ayu",5,"coahuila",NA,"arteaga",5,59,1697,520,NA,NA,8,0,NA,7,34,0,3,7,365,12,NA,12,NA,9,0,1009
"2013","ayu",5,"coahuila",NA,"arteaga",5,60,51,9,NA,NA,0,0,NA,0,1,0,0,0,31,0,NA,2,NA,1,0,44
"2013","ayu",5,"coahuila",NA,"arteaga",5,61,153,21,NA,NA,0,0,NA,0,4,0,2,2,70,0,NA,7,NA,1,0,109
"2013","ayu",5,"coahuila",NA,"arteaga",5,62,89,15,NA,NA,0,0,NA,2,0,0,0,1,41,1,NA,2,NA,0,0,62
"2013","ayu",5,"coahuila",NA,"arteaga",5,63,937,229,NA,NA,5,0,NA,0,22,0,2,4,263,8,NA,1,NA,1,0,551
"2013","ayu",5,"coahuila",NA,"arteaga",5,64,1080,107,NA,NA,1,0,NA,24,3,0,1,7,426,8,NA,88,NA,9,3,694
"2013","ayu",5,"coahuila",NA,"arteaga",5,65,62,6,NA,NA,0,0,NA,0,1,0,0,0,30,0,NA,0,NA,3,1,41
"2013","ayu",5,"coahuila",NA,"arteaga",5,66,544,55,NA,NA,2,0,NA,1,6,0,5,9,253,8,NA,14,NA,0,0,364
"2013","ayu",5,"coahuila",NA,"arteaga",5,67,137,21,NA,NA,0,0,NA,1,1,0,0,0,80,2,NA,1,NA,0,0,106
"2013","ayu",5,"coahuila",NA,"arteaga",5,68,272,46,NA,NA,0,0,NA,2,3,0,1,3,131,2,NA,1,NA,0,1,190
"2013","ayu",5,"coahuila",NA,"arteaga",5,69,1031,144,NA,NA,2,0,NA,0,5,0,16,4,474,21,NA,28,NA,0,2,712
"2013","ayu",5,"coahuila",NA,"arteaga",5,70,459,56,NA,NA,1,0,NA,10,4,0,1,3,190,2,NA,18,NA,0,0,303
"2013","ayu",5,"coahuila",NA,"arteaga",5,71,195,41,NA,NA,0,0,NA,0,4,0,0,0,90,2,NA,7,NA,0,0,144
"2013","ayu",5,"coahuila",NA,"arteaga",5,72,183,39,NA,NA,0,0,NA,0,0,0,0,0,93,0,NA,7,NA,7,0,147
"2013","ayu",5,"coahuila",NA,"arteaga",5,73,243,26,NA,NA,1,0,NA,7,0,0,1,1,120,6,NA,22,NA,0,1,186
"2013","ayu",5,"coahuila",NA,"arteaga",5,74,434,56,NA,NA,1,0,NA,3,7,4,4,0,242,3,NA,4,NA,1,0,331
"2013","ayu",5,"coahuila",NA,"arteaga",5,75,1937,222,NA,NA,2,0,NA,4,48,0,23,8,1037,6,NA,21,NA,5,2,1407
"2013","ayu",5,"coahuila",NA,"arteaga",5,76,197,16,NA,NA,0,0,NA,2,4,0,0,1,139,4,NA,3,NA,1,0,175
"2013","ayu",5,"coahuila",NA,"arteaga",5,77,179,27,NA,NA,0,0,NA,0,0,0,0,0,90,1,NA,0,NA,0,0,118
"2013","ayu",5,"coahuila",NA,"arteaga",5,78,724,81,NA,NA,2,0,NA,4,67,3,6,2,319,15,NA,4,NA,2,1,509
"2013","ayu",5,"coahuila",NA,"arteaga",5,79,1617,97,NA,NA,2,0,NA,3,268,2,12,4,743,6,NA,9,NA,4,2,1163
"2013","ayu",5,"coahuila",NA,"arteaga",5,80,341,75,NA,NA,2,0,NA,1,12,0,2,4,149,1,NA,5,NA,1,0,262
"2013","ayu",5,"coahuila",NA,"candela",12,81,499,126,NA,NA,0,0,NA,3,0,1,1,0,273,0,NA,0,NA,1,0,415
"2013","ayu",5,"coahuila",NA,"candela",12,82,900,249,NA,NA,0,0,NA,6,0,7,0,4,472,0,NA,0,NA,3,1,770
"2013","ayu",5,"coahuila",NA,"candela",12,83,302,94,NA,NA,0,0,NA,0,0,1,0,1,175,0,NA,0,NA,2,0,276
"2013","ayu",5,"coahuila",NA,"castanos",12,84,1919,252,NA,NA,0,1,NA,6,0,0,0,353,400,68,NA,27,NA,7,3,1135
"2013","ayu",5,"coahuila",NA,"castanos",12,85,876,124,NA,NA,0,2,NA,7,0,0,0,126,210,27,NA,12,NA,3,0,525
"2013","ayu",5,"coahuila",NA,"castanos",12,86,1120,95,NA,NA,0,1,NA,1,0,0,0,280,232,31,NA,29,NA,8,0,689
"2013","ayu",5,"coahuila",NA,"castanos",12,87,1682,199,NA,NA,1,2,NA,8,0,1,1,395,316,46,NA,15,NA,8,1,999
"2013","ayu",5,"coahuila",NA,"castanos",12,88,1053,137,NA,NA,0,4,NA,8,0,0,0,196,245,21,NA,17,NA,8,0,647
"2013","ayu",5,"coahuila",NA,"castanos",12,89,1555,246,NA,NA,0,3,NA,11,0,1,0,195,319,46,NA,13,NA,8,0,859
"2013","ayu",5,"coahuila",NA,"castanos",12,90,1521,272,NA,NA,0,2,NA,7,0,0,1,198,275,81,NA,13,NA,12,1,872
"2013","ayu",5,"coahuila",NA,"castanos",12,91,1245,296,NA,NA,0,5,NA,4,0,0,0,109,290,54,NA,10,NA,13,0,782
"2013","ayu",5,"coahuila",NA,"castanos",12,92,872,199,NA,NA,0,3,NA,7,0,0,0,92,171,25,NA,12,NA,7,1,529
"2013","ayu",5,"coahuila",NA,"castanos",12,93,763,70,NA,NA,0,1,NA,19,0,0,1,133,192,13,NA,5,NA,0,1,455
"2013","ayu",5,"coahuila",NA,"castanos",12,94,1407,194,NA,NA,0,5,NA,14,0,0,0,232,263,43,NA,46,NA,1,0,801
"2013","ayu",5,"coahuila",NA,"castanos",12,96,1546,180,NA,NA,0,1,NA,13,0,1,3,237,295,37,NA,78,NA,19,2,883
"2013","ayu",5,"coahuila",NA,"castanos",12,97,375,79,NA,NA,0,0,NA,0,0,0,0,63,69,11,NA,6,NA,2,0,232
"2013","ayu",5,"coahuila",NA,"castanos",12,98,182,108,NA,NA,0,0,NA,0,0,0,0,5,36,2,NA,1,NA,6,0,158
"2013","ayu",5,"coahuila",NA,"castanos",12,99,98,4,NA,NA,0,0,NA,0,0,0,0,5,42,14,NA,3,NA,0,0,68
"2013","ayu",5,"coahuila",NA,"castanos",12,101,66,2,NA,NA,1,0,NA,0,0,0,0,6,19,2,NA,3,NA,0,0,33
"2013","ayu",5,"coahuila",NA,"castanos",12,102,170,4,NA,NA,0,0,NA,0,0,0,0,28,54,7,NA,3,NA,0,0,96
"2013","ayu",5,"coahuila",NA,"castanos",12,103,59,5,NA,NA,0,0,NA,0,0,0,0,10,25,2,NA,2,NA,1,0,46
"2013","ayu",5,"coahuila",NA,"castanos",12,104,218,11,NA,NA,0,0,NA,1,0,0,0,34,99,4,NA,4,NA,0,0,157
"2013","ayu",5,"coahuila",NA,"castanos",12,105,155,8,NA,NA,0,0,NA,0,0,0,0,19,75,2,NA,4,NA,0,0,110
"2013","ayu",5,"coahuila",NA,"castanos",12,106,178,11,NA,NA,0,0,NA,0,0,0,1,36,48,6,NA,2,NA,5,0,110
"2013","ayu",5,"coahuila",NA,"castanos",12,107,99,15,NA,NA,0,0,NA,0,0,0,0,15,24,2,NA,1,NA,1,0,58
"2013","ayu",5,"coahuila",NA,"castanos",12,108,199,2,NA,NA,0,0,NA,1,0,0,0,34,125,0,NA,3,NA,1,0,169
"2013","ayu",5,"coahuila",NA,"castanos",12,109,140,8,NA,NA,0,0,NA,0,0,0,0,26,38,1,NA,0,NA,0,0,73
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,110,718,48,NA,NA,0,0,NA,8,0,2,0,212,238,0,NA,1,NA,0,0,513
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,111,809,74,NA,NA,0,0,NA,14,0,0,0,200,289,0,NA,0,NA,0,1,595
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,112,604,25,NA,NA,0,0,NA,2,0,0,0,143,262,0,NA,0,NA,0,0,439
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,113,1288,31,NA,NA,0,0,NA,2,0,0,0,400,376,0,NA,0,NA,0,1,823
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,114,789,28,NA,NA,0,1,NA,4,0,0,1,241,252,1,NA,2,NA,0,0,542
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,115,827,39,NA,NA,0,0,NA,7,0,0,0,257,226,0,NA,2,NA,0,1,545
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,116,1938,64,NA,NA,0,0,NA,6,0,0,0,693,526,0,NA,6,NA,1,1,1307
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,118,136,8,NA,NA,0,0,NA,0,0,0,0,34,41,0,NA,0,NA,0,0,85
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,119,127,25,NA,NA,0,0,NA,1,0,0,0,10,45,0,NA,0,NA,1,0,84
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,121,136,4,NA,NA,0,0,NA,0,0,0,0,33,63,0,NA,5,NA,0,0,105
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,122,249,10,NA,NA,0,0,NA,0,0,0,0,52,109,0,NA,2,NA,0,0,173
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,123,453,29,NA,NA,1,0,NA,0,0,0,0,149,102,0,NA,2,NA,0,1,286
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,124,195,2,NA,NA,0,0,NA,0,0,0,0,14,111,0,NA,0,NA,0,0,130
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,125,147,0,NA,NA,0,0,NA,0,0,0,1,47,49,0,NA,1,NA,0,0,98
"2013","ayu",5,"coahuila",NA,"cuatrocienegas",11,126,361,23,NA,NA,0,0,NA,0,0,0,0,132,123,0,NA,0,NA,0,0,280
"2013","ayu",5,"coahuila",NA,"escobedo",13,127,218,17,NA,NA,0,80,NA,1,0,0,0,0,69,2,NA,0,NA,2,0,173
"2013","ayu",5,"coahuila",NA,"escobedo",13,128,198,11,NA,NA,0,67,NA,2,0,0,0,0,65,8,NA,0,NA,1,0,155
"2013","ayu",5,"coahuila",NA,"escobedo",13,129,302,38,NA,NA,0,82,NA,0,0,0,1,0,96,4,NA,0,NA,1,1,228
"2013","ayu",5,"coahuila",NA,"escobedo",13,130,1638,199,NA,NA,1,454,NA,6,0,0,1,1,537,19,NA,0,NA,1,1,1241
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,131,1845,247,NA,NA,3,8,NA,5,83,0,4,49,421,32,NA,12,NA,10,345,1246
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,132,1395,152,NA,NA,3,2,NA,9,11,0,2,18,253,17,NA,23,NA,10,348,864
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,133,793,129,NA,NA,5,2,NA,3,39,0,2,9,208,2,NA,18,NA,8,46,490
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,134,1946,253,NA,NA,14,18,NA,47,75,0,47,66,447,5,NA,52,NA,16,77,1160
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,135,1484,247,NA,NA,6,6,NA,8,53,0,5,42,408,5,NA,48,NA,10,44,906
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,136,979,148,NA,NA,3,2,NA,11,42,0,4,18,295,4,NA,17,NA,5,55,623
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,137,1102,112,NA,NA,6,4,NA,8,46,0,22,13,273,4,NA,25,NA,9,62,603
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,138,1348,219,NA,NA,2,2,NA,6,44,0,13,28,334,3,NA,34,NA,7,83,808
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,139,996,133,NA,NA,3,13,NA,8,32,0,17,19,221,2,NA,25,NA,2,59,570
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,140,560,98,NA,NA,4,1,NA,2,16,0,1,14,138,0,NA,6,NA,7,13,316
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,141,873,137,NA,NA,3,2,NA,2,45,0,1,23,255,2,NA,13,NA,22,14,546
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,142,882,162,NA,NA,3,5,NA,12,40,0,3,19,210,4,NA,32,NA,13,18,545
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,143,1518,302,NA,NA,6,6,NA,6,52,0,6,44,321,4,NA,57,NA,21,17,901
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,144,1313,190,NA,NA,14,8,NA,2,99,0,3,24,290,20,NA,29,NA,10,45,751
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,145,1306,156,NA,NA,14,14,NA,6,112,0,21,19,242,17,NA,25,NA,6,69,735
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,146,1571,73,NA,NA,1,10,NA,10,5,0,110,273,428,8,NA,33,NA,1,81,1060
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,147,1906,239,NA,NA,9,11,NA,6,72,0,14,40,424,22,NA,43,NA,16,100,1040
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,148,1191,100,NA,NA,4,3,NA,5,54,0,10,14,362,19,NA,7,NA,10,105,708
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,149,235,15,NA,NA,0,1,NA,2,0,0,4,1,115,0,NA,0,NA,0,0,138
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,150,457,40,NA,NA,0,5,NA,0,6,0,4,4,201,4,NA,2,NA,5,13,289
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,151,117,10,NA,NA,0,0,NA,0,0,0,6,2,66,0,NA,0,NA,1,4,89
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,152,622,114,NA,NA,1,6,NA,5,10,0,2,15,218,1,NA,5,NA,2,35,419
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,153,535,27,NA,NA,0,6,NA,2,34,0,7,6,218,3,NA,2,NA,19,19,346
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,154,613,123,NA,NA,0,2,NA,2,8,0,2,4,246,6,NA,5,NA,4,18,426
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,155,343,27,NA,NA,1,2,NA,0,2,0,14,8,175,8,NA,2,NA,0,8,247
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,156,538,59,NA,NA,0,3,NA,3,1,0,2,6,197,0,NA,1,NA,4,138,415
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,157,835,113,NA,NA,0,7,NA,3,8,0,14,71,354,6,NA,5,NA,2,39,630
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,158,544,47,NA,NA,0,1,NA,1,4,0,5,9,208,7,NA,3,NA,0,91,382
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,159,948,193,NA,NA,1,4,NA,5,18,0,6,16,319,7,NA,10,NA,2,17,605
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,160,454,23,NA,NA,0,0,NA,3,3,0,13,45,141,29,NA,8,NA,1,50,321
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,161,670,82,NA,NA,0,9,NA,1,0,0,2,159,173,3,NA,0,NA,2,26,464
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,162,1428,225,NA,NA,0,16,NA,6,4,0,27,86,317,10,NA,82,NA,5,54,862
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,163,641,76,NA,NA,1,15,NA,3,42,0,5,18,170,13,NA,11,NA,2,40,400
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,164,475,113,NA,NA,0,1,NA,0,13,0,6,0,175,14,NA,1,NA,9,25,357
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,165,704,55,NA,NA,0,0,NA,3,20,0,10,7,215,13,NA,5,NA,0,82,411
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,166,753,94,NA,NA,4,0,NA,1,60,0,13,29,204,16,NA,5,NA,3,32,468
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,167,287,23,NA,NA,1,0,NA,0,7,0,0,4,140,2,NA,5,NA,1,20,206
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,168,1190,139,NA,NA,0,1,NA,8,11,0,3,45,310,27,NA,19,NA,5,118,697
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,169,1469,151,NA,NA,5,0,NA,4,36,0,4,24,385,31,NA,23,NA,6,144,836
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,170,502,46,NA,NA,0,5,NA,4,8,0,1,6,131,4,NA,3,NA,0,107,320
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,171,966,78,NA,NA,0,0,NA,6,7,0,6,29,434,1,NA,6,NA,49,78,702
"2013","ayu",5,"coahuila",NA,"francisco imadero",10,172,578,20,NA,NA,0,2,NA,1,5,0,1,11,282,2,NA,6,NA,44,31,407
"2013","ayu",5,"coahuila",NA,"frontera",11,173,3318,801,NA,NA,2,0,NA,3,0,0,27,24,509,1,NA,19,NA,0,29,1451
"2013","ayu",5,"coahuila",NA,"frontera",11,174,3086,879,NA,NA,0,0,NA,10,0,0,2,18,596,0,NA,24,NA,0,49,1601
"2013","ayu",5,"coahuila",NA,"frontera",11,175,2894,749,NA,NA,1,0,NA,5,0,0,2,19,460,0,NA,34,NA,0,27,1323
"2013","ayu",5,"coahuila",NA,"frontera",11,176,1700,537,NA,NA,0,0,NA,2,0,0,1,7,277,1,NA,23,NA,0,11,971
"2013","ayu",5,"coahuila",NA,"frontera",11,177,1699,498,NA,NA,0,0,NA,0,0,0,2,27,303,0,NA,16,NA,0,10,865
"2013","ayu",5,"coahuila",NA,"frontera",11,178,1468,446,NA,NA,0,0,NA,1,0,0,1,33,282,0,NA,16,NA,0,6,951
"2013","ayu",5,"coahuila",NA,"frontera",11,179,1260,373,NA,NA,0,0,NA,0,0,0,2,23,287,0,NA,11,NA,0,6,707
"2013","ayu",5,"coahuila",NA,"frontera",11,180,1440,366,NA,NA,0,0,NA,3,0,0,1,4,237,0,NA,24,NA,0,23,672
"2013","ayu",5,"coahuila",NA,"frontera",11,181,1014,363,NA,NA,1,0,NA,0,0,0,0,6,179,0,NA,15,NA,0,16,581
"2013","ayu",5,"coahuila",NA,"frontera",11,182,868,319,NA,NA,0,0,NA,12,0,0,1,15,140,0,NA,10,NA,0,2,502
"2013","ayu",5,"coahuila",NA,"frontera",11,183,1037,377,NA,NA,0,0,NA,1,0,0,0,8,210,0,NA,7,NA,0,4,613
"2013","ayu",5,"coahuila",NA,"frontera",11,184,1118,377,NA,NA,0,0,NA,1,0,0,0,18,180,0,NA,2,NA,0,4,592
"2013","ayu",5,"coahuila",NA,"frontera",11,185,1411,527,NA,NA,1,0,NA,2,0,0,0,10,294,0,NA,10,NA,0,5,856
"2013","ayu",5,"coahuila",NA,"frontera",11,186,945,309,NA,NA,0,0,NA,5,0,0,0,3,194,0,NA,2,NA,0,25,550
"2013","ayu",5,"coahuila",NA,"frontera",11,187,1430,445,NA,NA,0,0,NA,6,0,0,0,5,235,0,NA,18,NA,0,13,733
"2013","ayu",5,"coahuila",NA,"frontera",11,188,1128,419,NA,NA,0,0,NA,5,0,0,0,8,178,0,NA,15,NA,0,11,651
"2013","ayu",5,"coahuila",NA,"frontera",11,189,848,304,NA,NA,0,0,NA,0,0,0,0,4,156,0,NA,1,NA,0,2,474
"2013","ayu",5,"coahuila",NA,"frontera",11,190,935,338,NA,NA,0,0,NA,2,0,0,0,8,198,0,NA,3,NA,0,5,559
