SECCION,GANADOR,CODIGO_ESTADO,MUN_IFE,MUN_INEGI,TOTAL,HOMBRES,MUJERES,HIJOS,ENTIDAD_NAC,ENTIDAD_INM,ENTIDAD_MIG,LIMITACION,ANALFABETISMO,EDUCACION_AV,PEA,NO_SERV_SALUD,MATRIMONIOS,HOGARES,HOGARES_JEFA,HOGARES_POB,AUTO
770,CPRI,5,30,30,1277,48.15974941,51.84025059,2.15,76.58574785,97.39583333,2.256944444,3.132341425,2.217529039,37.76223776,41.81675803,18.55912294,57.02811245,323,22.91021672,394.4272446,54.48916409
771,CPRI,5,30,30,3129,50.49536593,49.50463407,2.43,86.35346756,97.17083787,1.886108089,1.661872803,3.392193309,32.99232737,40.10866091,23.20230105,58.98100173,765,19.34640523,405.4901961,57.77777778
772,CPAN,5,30,30,1163,49.61306965,50.38693035,1.82,73.17282889,93.22191272,5.942432683,5.417024936,0.319148936,81.61434978,44.88392089,11.95184867,49.84615385,352,23.86363636,323.5795455,84.09090909
773,CPAN,5,30,30,817,47.85801714,52.14198286,1.97,68.78824969,94.49541284,5.242463958,3.549571603,0.290275762,92.30769231,45.2876377,12.3623011,50.21037868,254,22.44094488,312.2047244,93.7007874
774,CPRI,5,30,30,1355,48.41328413,51.58671587,2.38,83.91143911,96.37795276,2.677165354,7.011070111,1.594746717,58.8877855,41.91881919,16.3099631,53.48214286,380,26.31578947,352.6315789,70.78947368
775,CPAN,5,30,30,1355,46.49446494,53.50553506,2.03,81.25461255,95.97156398,3.317535545,4.870848708,1.015697138,68.63905325,46.19926199,17.04797048,50.04366812,377,30.50397878,358.6206897,75.86206897
776,CPAN,5,30,30,1696,47.7004717,52.2995283,1.67,78.24292453,96.87699171,2.549394519,1.70990566,0.525131283,86.68831169,45.63679245,12.67688679,50.17717931,465,23.01075269,359.5698925,88.60215054
777,CPRI,5,30,30,13918,49.66949274,50.33050726,2.08,78.51702831,94.4018603,4.62492464,2.593763472,1.869590306,34.58213256,38.82741773,22.46730852,66.23156107,3571,17.30607673,376.4771773,56.53878465
778,CPAN,5,30,30,1618,47.8368356,52.1631644,2.03,81.95302843,96.5653897,3.236459709,3.399258344,0.854700855,70,46.97156984,15.2657602,51.77514793,462,24.89177489,349.5670996,80.08658009
779,CPAN,5,30,30,1538,48.37451235,51.62548765,2.03,82.05461638,96.67359667,2.564102564,5.266579974,0.734094617,69.93970715,46.6840052,10.27308192,50.11636928,427,27.63466042,357.3770492,76.34660422
780,CPAN,5,30,30,1406,47.79516358,52.20483642,2.07,85.27738265,97.48858447,2.130898021,4.054054054,0.547945205,68.61030126,45.44807966,15.00711238,51.62950257,398,23.61809045,352.5125628,77.13567839
781,CPAN,5,30,30,1175,46.89361702,53.10638298,1.84,77.87234043,96.39314698,2.885482417,3.914893617,0.409416581,83.17046688,43.82978723,11.57446809,50.0489716,367,29.70027248,313.6239782,86.10354223
782,CPAN,5,30,30,882,43.99092971,56.00907029,1.94,79.8185941,96.40644362,2.726146221,4.308390023,0.139664804,81.52958153,38.43537415,15.07936508,44.59279039,285,35.43859649,297.8947368,78.59649123
783,CPAN,5,30,30,1123,45.68121104,54.31878896,2.11,76.8477293,96.36363636,1.913875598,2.404274265,0.429184549,77.16535433,42.65360641,13.80231523,47.11934156,337,33.23442136,327.0029674,78.04154303
784,CPAN,5,30,30,849,44.64075383,55.35924617,1.84,71.84923439,93.77334994,4.358655044,2.002355713,0.270635995,89.15159944,43.10954064,13.78091873,50.1986755,286,32.16783217,291.6083916,89.51048951
785,CPAN,5,30,30,723,45.64315353,54.35684647,1.95,69.4329184,92.66467066,6.437125749,2.213001383,0,90.90909091,39.69571231,10.37344398,47.46031746,243,30.86419753,286.0082305,87.24279835
786,CPAN,5,30,30,1036,47.2007722,52.7992278,1.98,80.30888031,96.91675231,1.952723535,5.019305019,0.684931507,84.59687124,44.69111969,13.22393822,51.55210643,340,29.11764706,300,85.88235294
787,CPRI,5,30,30,1976,50.8097166,49.1902834,2.64,85.67813765,98.12465527,1.434087148,6.477732794,3.274021352,28.52639874,42.61133603,25.96153846,53.21944809,454,20.04405286,432.5991189,50.88105727
788,CPRI,5,30,30,2522,51.58604282,48.41395718,2.75,87.54956384,98.80899868,0.661667402,3.370340999,5.701254276,19.01496259,39.41316416,27.51784298,58.83586786,571,16.28721541,439.5796848,45.18388792
789,CPRI,5,30,30,1369,49.30606282,50.69393718,2.06,86.26734843,97.98711755,0.161030596,1.899196494,0.943396226,44.27558257,47.18772827,18.11541271,52.14669052,322,21.42857143,423.2919255,56.83229814
790,CPRI,5,30,30,3634,50.4127683,49.5872317,2.35,88.80022014,97.63803681,1.779141104,4.843148046,4.231082181,28.09394761,39.84589983,26.22454595,58.49685302,850,16.47058824,426.1176471,54.35294118
791,CPRI,5,30,30,1674,50.17921147,49.82078853,2.07,86.49940263,98.046875,1.432291667,4.838709677,1.095461659,54.70737913,46.23655914,18.16009558,50.66176471,413,21.0653753,402.4213075,65.13317191
792,CPRI,5,30,30,2145,50.11655012,49.88344988,2.19,85.31468531,98.3033419,1.131105398,3.636363636,0.793650794,42.1957672,44.8018648,19.16083916,55.08913168,503,19.28429423,421.6699801,60.83499006
793,CPRI,5,30,30,1475,49.08474576,50.91525424,2.24,86.6440678,99.16666667,0.303030303,2.440677966,0.917431193,46.7,42.91525424,19.45762712,55,336,21.72619048,431.8452381,59.82142857
794,CPRI,5,30,30,2112,51.37310606,48.62689394,2.71,87.45265152,98.20554649,1.196302338,3.456439394,3.061934586,17.47126437,39.82007576,27.84090909,57.24404379,446,17.71300448,464.7982063,49.77578475
795,CPRI,5,30,30,2544,49.52830189,50.47169811,2.48,86.71383648,98.6916703,0.61055386,4.83490566,3.65720524,35.89285714,39.22955975,20.5581761,58.57214681,616,16.88311688,404.7077922,55.51948052
796,CPAN,5,30,30,2093,46.87052078,53.12947922,1.95,74.53416149,94.01353462,5.10150963,3.870043,1.06257379,80.78115313,42.14046823,16.81796464,49.83031674,600,24.66666667,328,84.5
797,CPAN,5,30,30,836,45.6937799,54.3062201,1.9,79.06698565,96.52509653,2.96010296,2.870813397,0.289435601,86.08562691,39.23444976,15.43062201,44.47513812,262,32.82442748,308.0152672,90.45801527
798,CPAN,5,30,30,912,47.69736842,52.30263158,2.07,77.4122807,94.9352179,3.886925795,3.728070175,0.394218134,84.62603878,39.47368421,15.67982456,51.15089514,290,29.65517241,307.2413793,84.82758621
799,CPAN,5,30,30,836,44.13875598,55.86124402,1.77,82.41626794,96.86716792,2.380952381,3.349282297,0.707213579,74.70414201,45.09569378,15.90909091,49.11804613,250,27.6,333.2,73.2
800,CPAN,5,30,30,2348,49.87223169,50.12776831,1.84,83.64565588,97.87234043,1.618871415,3.151618399,0.556792873,73.99880454,44.76149915,12.43611584,52.0123839,642,22.42990654,361.5264798,81.46417445
801,CPAN,5,30,30,1757,49.51622083,50.48377917,1.79,83.09618668,96.05425401,2.466091245,2.959590211,0.812407681,75.26104418,46.38588503,16.67615253,50.66018068,460,26.30434783,375.4347826,82.17391304
802,CPRI,5,30,30,705,48.36879433,51.63120567,2.38,85.10638298,97.2392638,1.226993865,4.113475177,0.352733686,54.1509434,42.9787234,17.58865248,56.75213675,197,17.25888325,357.8680203,64.97461929
803,CPRI,5,30,30,965,46.7357513,53.2642487,2.37,86.11398964,98.53768279,1.012373453,3.626943005,2.119205298,42.02496533,44.24870466,16.99481865,54.10872314,246,23.57723577,391.0569106,53.25203252
804,CPRI,5,30,30,1205,49.54356846,50.45643154,2.56,87.46887967,99.01610018,0.268336315,2.738589212,1.28342246,40.92970522,42.406639,17.34439834,54.01831129,316,21.83544304,381.3291139,52.84810127
805,CPAN,5,30,30,1148,49.91289199,50.08710801,2.6,83.97212544,98.67549669,1.040681173,4.965156794,1.672240803,39.46135831,44.33797909,13.50174216,53.67412141,302,24.83443709,377.1523179,62.25165563
806,CPAN,5,30,30,573,49.91273997,50.08726003,2.11,80.10471204,96.15384615,3.846153846,1.047120419,0.614754098,77.46781116,48.34205934,16.40488656,52.14007782,179,26.25698324,318.4357542,82.12290503
807,CPAN,5,30,30,1178,46.94397284,53.05602716,2.29,89.89813243,97.59358289,2.139037433,3.310696095,2.004219409,51.73572228,40.91680815,21.22241087,44.83101392,335,30.14925373,347.1641791,57.01492537
808,CPAN,5,30,30,983,49.4404883,50.5595117,2.51,87.89420142,98.06243272,1.291711518,3.967446592,1.732673267,55.96330275,42.82807731,23.09257375,44.6907818,301,31.89368771,324.5847176,60.79734219
809,CPAN,5,30,30,731,48.42681259,51.57318741,2.58,83.85772914,97.19764012,1.769911504,5.882352941,1.909722222,58.33333333,40.90287278,22.0246238,42.97520661,212,38.67924528,334.9056604,59.90566038
810,CPAN,5,30,30,860,45.23255814,54.76744186,1.79,75.11627907,95.72649573,3.907203907,3.488372093,0.27173913,87.11048159,45.69767442,13.8372093,46.6840052,268,32.08955224,307.0895522,88.80597015
811,CPAN,5,30,30,612,46.40522876,53.59477124,1.79,71.07843137,94.11764706,4.325259516,3.921568627,0.378787879,83.86454183,45.09803922,19.28104575,45.6043956,189,28.57142857,309.5238095,87.3015873
812,CPRI,5,30,30,1486,48.45222073,51.54777927,2.67,87.68506057,98.43517139,0.819672131,9.623149394,4.495412844,33.85982231,41.92462988,23.3512786,51.65675446,364,24.45054945,406.5934066,46.97802198
813,CPRI,5,30,30,1285,50.89494163,49.10505837,2.56,83.03501946,99.12357581,0.087642419,5.058365759,2.123142251,34.41108545,40.07782101,22.17898833,54.1749503,308,22.4025974,404.5454545,54.87012987
814,CPRI,5,30,30,2424,50.28877888,49.71122112,2.67,85.93234323,98.58956276,0.846262341,3.50660066,4.213649852,26.76334871,38.40759076,20.50330033,56.17792422,532,17.85714286,440.4135338,53.57142857
815,CPRI,5,30,30,1305,48.73563218,51.26436782,2.55,86.97318008,99.17012448,0.497925311,5.440613027,2.669404517,32.51670379,41.83908046,18.77394636,54.46768061,297,21.88552189,437.3737374,58.58585859
816,CPRI,5,30,30,5612,50.26728439,49.73271561,2.1,86.70705631,98.44058429,0.789577576,3.011404134,2.291037261,44.55944056,42.14183892,20.36707056,56.01851852,1340,18.43283582,415.4477612,63.35820896
817,CPRI,5,30,30,2878,50.03474635,49.96525365,2.56,87.69979152,98.69462025,0.791139241,1.28561501,4.212743549,15.53341149,37.52605976,27.5886032,59.60038986,680,17.05882353,421.9117647,42.5
818,CPRI,5,30,30,2139,49.55586723,50.44413277,2.58,87.14352501,98.27225131,1.308900524,3.459560542,3.848750844,20.97850259,41.37447405,26.18045816,60.60225847,514,17.89883268,414.9805447,48.6381323
819,CPRI,5,30,30,1584,48.73737374,51.26262626,2.81,85.22727273,99.03647626,0.206469374,7.133838384,3.092783505,28.34274953,41.03535354,24.74747475,50.68054444,399,27.81954887,395.4887218,40.10025063
820,CPRI,5,30,30,1785,49.52380952,50.47619048,2.35,89.46778711,99.17929293,0.252525253,2.633053221,2.325581395,35.05535055,38.43137255,19.04761905,55.12820513,421,17.10213777,414.0142518,54.63182898
821,CPRI,5,30,30,1040,47.69230769,52.30769231,2.4,89.13461538,99.04761905,0.105820106,6.442307692,1.423027167,40.56338028,35.86538462,25.28846154,48.97959184,261,28.73563218,391.5708812,48.65900383
822,CPRI,5,30,30,1150,48.43478261,51.56521739,2.61,92.08695652,99.14691943,0.09478673,5.043478261,2.341920375,31.66666667,42.52173913,21.30434783,51.09170306,309,28.4789644,372.1682848,45.95469256
823,CPAN,5,30,30,1131,47.65694076,52.34305924,2.4,87.17948718,99.20948617,0,5.570291777,2.728351127,41.86939821,41.02564103,21.57382847,51.35135135,282,21.63120567,393.6170213,55.67375887
824,CPRI,5,30,30,933,49.30332262,50.69667738,2.63,87.56698821,98.24561404,0.81871345,10.71811361,4.297994269,33.64341085,44.48017149,25.8306538,53.52303523,254,29.52755906,367.3228346,40.94488189
825,CPRI,5,30,30,1095,48.40182648,51.59817352,2.44,89.49771689,99.09547739,0.603015075,9.680365297,3.18877551,35.89385475,40.0913242,21.00456621,52.78106509,269,24.53531599,407.063197,47.95539033
826,CPAN,5,30,30,694,44.6685879,55.3314121,1.99,86.16714697,97.80564263,1.567398119,2.737752161,1.10701107,62.35741445,44.09221902,23.34293948,45.53415061,206,30.58252427,332.5242718,59.22330097
827,CPAN,5,30,30,839,42.78903456,57.21096544,1.71,77.94994041,94.08672799,4.336399474,3.337306317,0.899550225,76.21359223,41.95470799,20.61978546,39.91477273,239,38.91213389,330.125523,73.64016736
828,CPRI,5,30,30,1098,48.5428051,51.4571949,2.27,92.34972678,97.95321637,1.072124756,4.280510018,1.923076923,50.12019231,39.16211293,23.40619308,46.53679654,333,32.73273273,326.1261261,55.85585586
829,CPRI,5,30,30,2195,49.74943052,50.25056948,2.17,82.96127563,97.94589178,1.002004008,3.735763098,1.278149726,54.62783172,44.19134396,16.44646925,57.24177726,559,19.49910555,386.2254025,72.09302326
831,CPRI,5,30,30,2816,47.86931818,52.13068182,1.99,80.43323864,95.67502021,3.435731609,2.024147727,1.027749229,54.93656922,43.92755682,16.29971591,58.58778626,690,21.30434783,397.2463768,73.62318841
832,CPRI,5,30,30,3807,49.82926189,50.17073811,1.99,82.68978198,96.88500728,2.561863173,2.416600998,1.451432825,50.49751244,40.2679275,23.43052272,56.3876652,990,17.97979798,380,63.73737374
833,CPAN,5,30,30,1681,48.42355741,51.57644259,1.83,82.21296847,97.25490196,2.352941176,1.903628792,0.304414003,73.12448475,43.90243902,17.78703153,50.89605735,458,24.89082969,359.1703057,76.20087336
834,CPRI,5,30,30,3589,49.93034271,50.06965729,2.13,87.12733352,97.0460199,1.958955224,3.510727222,2.266172229,38.80874826,37.86570075,27.33351909,59.93253373,868,15.32258065,411.0599078,67.97235023
835,CPRI,5,30,30,1361,47.39162381,52.60837619,2.36,88.09698751,99.36608558,0.237717908,3.526818516,6.840077071,30.91286307,39.89713446,28.50844967,53.97111913,340,27.35294118,399.4117647,55.88235294
836,CPRI,5,30,30,2141,48.99579636,51.00420364,2.49,84.82017749,98.83189436,0.558659218,4.343764596,4.857316333,41.69960474,42.22326016,25.26856609,52.23367698,548,28.46715328,388.5036496,57.11678832
837,CPRI,5,30,30,1150,51.13043478,48.86956522,2.37,86.69565217,97.40500463,2.224281742,4.260869565,3.118040089,43.1466031,40.7826087,26.95652174,47.06498952,313,30.67092652,365.4952077,49.84025559
838,CPRI,5,30,30,1286,47.35614308,52.64385692,2.4,87.48055988,97.92013311,1.331114809,3.265940902,2.390438247,47.67567568,43.07931571,26.04976672,44.70260223,365,33.97260274,351.5068493,56.43835616
839,CPAN,5,30,30,833,43.69747899,56.30252101,1.9,90.6362545,98.86363636,0.631313131,5.522208884,1.601164483,65.88419405,42.13685474,17.64705882,44.47552448,245,39.18367347,337.5510204,68.16326531
840,CPRI,5,30,30,860,46.51162791,53.48837209,2.21,86.39534884,99.11504425,0.632111252,1.046511628,2.040816327,56.31825273,39.76744186,25.81395349,46.32454924,244,32.37704918,345.0819672,50.81967213
841,CPAN,5,30,30,682,48.38709677,51.61290323,2.23,85.3372434,97.17868339,2.037617555,5.718475073,1.481481481,57.00197239,39.00293255,25.65982405,44.67713787,195,33.84615385,345.1282051,61.02564103
842,CPAN,5,30,30,694,46.9740634,53.0259366,2.08,84.870317,97.04049844,2.024922118,4.178674352,0.925925926,65.86826347,41.78674352,20.60518732,43.86873921,208,35.09615385,329.3269231,56.25
843,CPAN,5,30,30,833,47.65906363,52.34093637,2.07,87.515006,97.22222222,2.398989899,6.602641056,1.041666667,61.91222571,44.17767107,24.72989196,44.2877292,238,31.51260504,348.7394958,60.08403361
844,CPAN,5,30,30,630,49.68253968,50.31746032,1.91,82.38095238,94.92385787,4.906937394,4.285714286,1.209677419,66.59292035,47.77777778,23.01587302,44.14587332,184,27.7173913,337.5,66.30434783
845,CPAN,5,30,30,629,46.58187599,53.41812401,1.88,79.49125596,95.17241379,4.827586207,3.974562798,0,67.65327696,42.92527822,22.09856916,44.1509434,183,35.51912568,333.8797814,61.74863388
846,CPAN,5,30,30,717,44.21199442,55.78800558,2.19,87.86610879,97.90732436,1.943198804,6.276150628,0.850340136,58.96057348,39.88842399,24.54672245,40.81967213,232,45.25862069,305.1724138,58.18965517
847,CPAN,5,30,30,1403,45.04632929,54.95367071,1.71,84.31931575,97.22638681,2.173913043,5.915894512,0.595238095,74.23698384,42.05274412,21.73913043,42.72875817,421,37.7672209,329.6912114,66.27078385
848,CPAN,5,30,30,804,43.4079602,56.5920398,1.69,81.96517413,94.4801027,5.13478819,5.721393035,0.725689405,74.47129909,42.66169154,25.24875622,41.54929577,247,38.86639676,313.7651822,67.61133603
849,CPRI,5,30,30,717,51.0460251,48.9539749,2.82,90.37656904,97.09480122,2.293577982,8.368200837,3.159851301,31.61033797,44.49093445,29.986053,49.01610018,201,26.86567164,356.7164179,38.30845771
850,CPRI,5,30,30,1695,47.19764012,52.80235988,2.51,88.02359882,97.38048461,2.357563851,4.837758112,1.446945338,48.38990426,41.47492625,22.53687316,50.74404762,450,28.44444444,368.6666667,58.88888889
851,CPRI,5,30,30,1364,49.78005865,50.21994135,2.72,86.43695015,97.95114263,1.654846336,11.58357771,2.644003777,46.2474645,40.76246334,22.4340176,48.48484848,371,26.9541779,367.6549865,51.21293801
852,CPRI,5,30,30,4385,51.97263398,48.02736602,2.59,81.50513113,97.87399533,1.581540057,2.713797035,6.517824991,10.5796514,37.14937286,35.8722919,61.12010359,1033,15.68247822,423.910939,36.10842207
853,CPRI,5,30,30,2935,50.66439523,49.33560477,2.44,78.60306644,97.89352738,1.685178093,6.405451448,3.50877193,22.12290503,41.12436116,27.42759796,59.12643678,686,15.74344023,427.4052478,43.58600583
854,CPAN,5,30,30,1737,47.78353483,52.21646517,2.21,89.06160046,99.43890274,0.311720698,9.096142775,1.155624037,52.82861897,41.73862982,21.12838227,58.42293907,439,19.13439636,395.6719818,67.42596811
855,CPAN,5,30,30,1282,48.59594384,51.40405616,1.96,82.83931357,96.20893008,3.117101938,13.41653666,0.693069307,67.8125,43.36973479,15.21060842,55.92105263,351,19.94301994,357.8347578,79.77207977
856,CPAN,5,30,30,1829,49.53526517,50.46473483,2.13,85.45653362,97.39027284,1.008303677,3.553854565,0.878477306,63.02124312,40.45926736,18.80809185,53.44709898,472,27.33050847,387.5,69.49152542
857,CPAN,5,30,30,844,45.73459716,54.26540284,1.9,70.97156398,86.73341677,11.51439299,5.687203791,0.430416069,79.45619335,41.3507109,14.09952607,45.90846047,245,33.06122449,329.3877551,77.14285714
858,CPAN,5,30,30,588,45.74829932,54.25170068,1.66,73.46938776,92.45283019,5.094339623,4.761904762,0,75.05567929,47.78911565,25.68027211,39.83572895,172,39.53488372,325.5813953,58.13953488
859,CPAN,5,30,30,742,44.74393531,55.25606469,1.65,74.79784367,87.96033994,10.76487252,3.638814016,0.654664484,77.77777778,46.49595687,22.50673854,39.34169279,221,36.19909502,313.1221719,64.70588235
860,CPRI,5,30,30,1017,47.49262537,52.50737463,1.97,81.02261554,96.52265543,3.266596417,7.866273353,1.616915423,59.12117177,46.80432645,23.00884956,43.02461899,314,36.30573248,318.1528662,51.59235669
861,CPAN,5,30,30,801,48.31460674,51.68539326,2.05,84.14481898,96.33152174,3.125,6.367041199,2.325581395,63.02931596,47.19101124,24.59425718,43.29896907,255,38.43137255,310.5882353,56.07843137
862,CPAN,5,30,30,1078,46.38218924,53.61781076,2.1,87.9406308,98.01783944,1.288404361,7.699443414,1.875732708,60.95118899,41.46567718,22.54174397,42.01117318,307,34.8534202,346.2540717,61.23778502
863,CPRI,5,30,30,1224,48.03921569,51.96078431,3.3,86.02941176,98.06338028,1.496478873,4.411764706,4.343220339,38.52183651,37.09150327,17.23856209,46.66001994,331,32.62839879,368.8821752,42.29607251
864,CPRI,5,30,30,1257,48.13046937,51.86953063,3.33,84.16865553,97.34589041,2.054794521,7.159904535,5.190677966,32.6987682,35.4017502,16.38822593,48.74623872,341,30.49853372,366.8621701,43.40175953
865,CPAN,5,30,30,1279,45.6606724,54.3393276,2.68,86.70836591,98.6565911,0.839630563,6.489444879,2.089552239,53.07855626,41.36043784,18.99921814,47.65037594,364,32.41758242,349.7252747,56.59340659
866,CPAN,5,30,30,1317,49.35459377,50.64540623,2.15,81.01746393,98.36867863,1.223491028,3.644646925,0.828729282,75.44204322,44.34320425,17.76765376,51.37533274,361,22.16066482,357.3407202,83.93351801
867,CPRI,5,30,30,2097,49.308536,50.691464,1.94,84.83547926,98.43178254,1.254573968,2.384358608,0.518470512,56.72061928,44.92131617,19.55174058,52.51798561,510,21.37254902,405.8823529,68.03921569
868,CPRI,5,30,30,6946,48.51713216,51.48286784,1.9,82.55110855,97.58198079,2.003974826,2.346674345,0.990725126,59.40041831,41.62107688,18.71580766,57.63209393,1739,19.09143186,385.4514089,73.14548591
869,CPRI,5,30,30,13050,49.93869732,50.06130268,1.87,85.14176245,98.10884819,1.31781619,2.46743295,0.898775418,43.58446902,40.36015326,16.49808429,57.0421816,3167,16.19829492,405.8099147,61.41458794
870,CPRI,5,30,30,1251,49.16067146,50.83932854,2.02,81.53477218,97.9202773,0.953206239,3.517186251,0.52687039,63.59393232,43.40527578,19.74420464,48.38393732,315,25.71428571,391.4285714,73.65079365
871,CPAN,5,30,30,1226,46.08482871,53.91517129,1.96,83.36052202,98.41129744,0.970873786,5.057096248,0.399201597,78.45828933,43.96411093,15.41598695,49.71428571,364,28.02197802,332.6923077,84.06593407
872,CPAN,5,30,30,1572,48.9821883,51.0178117,2.27,83.77862595,98.22767553,1.567825494,4.452926209,0.320769848,72.52368648,40.96692112,17.55725191,50.03790751,446,27.35426009,349.7757848,78.25112108
873,CPAN,5,30,30,1170,46.4957265,53.5042735,2.31,89.05982906,99.18699187,0.632339657,6.495726496,1.280683031,55.38990826,43.16239316,24.01709402,45.45454545,321,29.90654206,363.5514019,57.32087227
874,CPAN,5,30,30,614,47.55700326,52.44299674,2.4,84.69055375,98.6013986,0.874125874,6.67752443,1.863354037,59.52380952,43.32247557,22.80130293,42.24806202,190,38.94736842,315.2631579,60.52631579
875,CPAN,5,30,30,873,48.79725086,51.20274914,2.14,84.53608247,96.26865672,2.985074627,7.789232532,0.439882698,71.65109034,47.0790378,29.09507446,44.35146444,268,35.82089552,322.3880597,55.97014925
876,CPRI,5,30,30,1305,48.73563218,51.26436782,2.09,86.43678161,96.89288635,2.289452167,3.754789272,2.075098814,55.40106952,45.44061303,23.52490421,41.84331797,373,38.33780161,346.1126005,49.32975871
877,CPAN,5,30,30,991,45.91321897,54.08678103,1.99,80.62563068,94.97326203,3.743315508,9.081735621,1.97044335,64.02597403,42.98688194,25.83249243,41.50058617,292,34.5890411,320.2054795,58.56164384
878,CPAN,5,30,30,497,48.28973843,51.71026157,1.87,80.0804829,94.84978541,3.21888412,6.841046278,0.238095238,76.73267327,46.47887324,19.9195171,38.62068966,171,39.76608187,287.1345029,66.66666667
879,CPAN,5,30,30,652,46.62576687,53.37423313,1.93,76.53374233,92.84552846,4.552845528,7.208588957,0.750469043,62.81800391,46.01226994,24.5398773,38.82978723,203,38.91625616,321.182266,45.81280788
880,CPRI,5,30,30,1077,46.51810585,53.48189415,2.41,89.69359331,98.60973188,1.092353525,13.74187558,1.322115385,54.96083551,42.52553389,19.40575673,47.00564972,296,33.78378378,362.8378378,46.95945946
881,CPAN,5,30,30,617,47.00162075,52.99837925,2.08,85.89951378,96.39794168,2.229845626,3.40356564,0.598802395,74.04255319,42.62560778,17.82820097,44.63276836,194,37.62886598,316.4948454,65.97938144
882,CPAN,5,30,30,939,48.66879659,51.33120341,1.94,81.57614483,96.72316384,2.372881356,2.875399361,1.329787234,66.0968661,43.55697551,20.34078807,44.52830189,288,30.55555556,323.9583333,64.58333333
883,CPRI,5,30,30,2266,50.48543689,49.51456311,2.29,79.74404237,96.76640927,1.303088803,4.148278906,3.298717166,40.46321526,38.30538394,20.6972639,51.99102636,528,25,425.7575758,58.90151515
884,CPRI,5,30,30,1204,49.41860465,50.58139535,2.59,87.37541528,98.49023091,0.888099467,2.990033223,3.239740821,40.02333722,42.27574751,28.73754153,46.8495935,296,27.02702703,406.7567568,43.91891892
885,CPRI,5,30,30,1383,50.61460593,49.38539407,2.85,84.02024584,98.1042654,1.02685624,4.916847433,3.356367226,27.04135737,39.84092552,23.93347795,54.12087912,340,23.23529412,406.7647059,47.05882353
886,CPRI,5,30,30,1940,49.69072165,50.30927835,2.55,84.43298969,99.37888199,0.338791643,4.793814433,1.99572345,36.53108212,40.97938144,21.90721649,55.60716656,466,20.17167382,416.3090129,57.93991416
887,CPRI,5,30,30,1656,49.21497585,50.78502415,2.79,86.65458937,98.22017139,0.725115359,4.287439614,3.996669442,27.73261066,39.19082126,26.50966184,53.30769231,377,23.60742706,437.9310345,48.01061008
888,CPRI,5,30,30,1832,47.81659389,52.18340611,2.77,83.35152838,99.10340705,0.298864316,5.021834061,3.008070433,35.25179856,39.68340611,24.39956332,48.39371155,429,29.83682984,424.9417249,49.18414918
889,CPRI,5,30,30,1406,48.64864865,51.35135135,2.61,80.51209104,98.75389408,0.54517134,5.263157895,3.725490196,35.28784648,41.96301565,24.46657183,49.90842491,308,23.05194805,453.5714286,51.62337662
890,CPRI,5,30,30,1676,51.13365155,48.86634845,2.52,82.75656325,98.03664921,0.981675393,4.713603819,3.868312757,28.85662432,39.55847255,26.01431981,54.91551459,374,18.18181818,446.5240642,47.05882353
891,CPAN,5,30,30,977,47.185261,52.814739,2.19,83.21392016,93.75,4.057017544,8.188331627,1.302083333,64.3258427,41.35107472,15.86489253,46.54320988,283,35.68904594,342.04947,64.66431095
892,CPAN,5,30,30,840,49.76190476,50.23809524,2.11,83.33333333,94.87836108,3.585147247,6.428571429,0.911854103,69.93464052,39.16666667,16.30952381,50.21398003,250,28,332.4,67.6
893,CPAN,5,30,30,1030,45.53398058,54.46601942,2.09,81.94174757,92.60020555,4.419321686,10.38834951,0.359281437,72.94871795,42.62135922,15.72815534,47.37442922,301,35.88039867,339.2026578,69.10299003
894,CPRI,5,30,30,873,48.68270332,51.31729668,2.53,89.34707904,98.01488834,1.488833747,7.903780069,2.130898021,37.80068729,42.95532646,21.87857961,46.62840746,224,30.80357143,378.5714286,39.73214286
895,CPRI,5,30,30,1529,49.77109222,50.22890778,2.4,87.96599084,96.99570815,2.43204578,8.960104644,3.801945181,39.4379845,40.48397646,26.22629169,50.04095004,366,32.78688525,415.3005464,40.98360656
896,CPRI,5,30,30,1245,48.75502008,51.24497992,2.12,86.66666667,98.23633157,1.322751323,2.891566265,1.212789416,52.5,39.59839357,24.89959839,51.32113821,335,26.56716418,370.7462687,55.52238806
897,CPAN,5,30,30,1443,46.91614692,53.08385308,2.16,85.44698545,97.99851742,1.33432172,4.435204435,2.019315189,60.63730084,44.6985447,21.20582121,46.69966997,409,32.51833741,349.8777506,62.10268949
898,CPAN,5,30,30,1006,46.32206759,53.67793241,2.06,81.51093439,97.68786127,1.271676301,3.677932406,0.131233596,69.05089409,39.3638171,15.10934394,48.48101266,276,30.43478261,335.1449275,67.75362319
899,CPAN,5,30,30,1042,47.50479846,52.49520154,1.88,84.83685221,97.63130793,2.162718847,4.990403071,0.855745721,67.23237598,44.43378119,22.16890595,43.03652968,303,31.68316832,333.9933993,62.37623762
900,CPAN,5,30,30,501,43.71257485,56.28742515,2.31,86.82634731,99.13606911,0.431965443,6.387225549,1,58.94736842,42.71457086,22.15568862,45.10739857,154,40.90909091,311.6883117,61.68831169
901,CPAN,5,30,30,656,47.25609756,52.74390244,1.9,83.23170732,96.50582363,2.329450915,2.286585366,0.380952381,75.86912065,44.20731707,17.68292683,46.14003591,179,26.81564246,363.1284916,72.62569832
