SECCION,GANADOR,CODIGO_ESTADO,MUN_IFE,MUN_INEGI,TOTAL,HOMBRES,MUJERES,HIJOS,ENTIDAD_NAC,ENTIDAD_INM,ENTIDAD_MIG,LIMITACION,ANALFABETISMO,EDUCACION_AV,PEA,NO_SERV_SALUD,MATRIMONIOS,HOGARES,HOGARES_JEFA,HOGARES_POB,AUTO
1,CPRI,5,1,1,760,49.86842105,50.13157895,2.53,94.07894737,95.43509272,1.426533524,10.78947368,2.288732394,23.71916509,41.05263158,49.21052632,59.15721232,243,26.33744856,312.7572016,64.19753086
2,CPRI,5,1,1,311,48.87459807,51.12540193,2.82,95.17684887,96.59863946,0.340136054,12.86173633,6.923076923,12.14574899,34.40514469,6.430868167,58.82352941,118,20.33898305,263.559322,49.15254237
3,CPAN,5,2,2,3083,49.56211482,50.43788518,2.39,77.19753487,94.75777296,1.735357918,4.703211158,1.235697941,31.06747231,43.5614661,21.18066818,53.7123462,791,25.28445006,384.0707965,58.7863464
4,CPAN,5,2,2,6874,50.27640384,49.72359616,2.28,78.46959558,96.08758654,1.529544357,4.058772185,2.626351799,25.99118943,40.55862671,21.95228397,57.46372491,1732,19.86143187,395.8429561,59.12240185
5,CPAN,5,2,2,1928,48.75518672,51.24481328,2.52,77.02282158,97.09302326,1.104651163,5.394190871,3.816199377,28.76712329,37.60373444,29.40871369,54.73833098,489,22.29038855,385.0715746,65.23517382
6,CPAN,5,2,2,997,49.74924774,50.25075226,2.49,77.7331996,98.45814978,0.110132159,5.315947844,4.227212682,37.14285714,41.52457372,31.59478435,53.76884422,305,32.13114754,320,68.19672131
7,CPAN,5,2,2,1442,51.52565881,48.47434119,2.43,75.31206657,94.40184049,3.911042945,4.993065187,3.216374269,39.70432946,39.32038835,25.8668516,55.09467989,420,25.95238095,336.1904762,71.66666667
8,CPAN,5,2,2,1446,51.65975104,48.34024896,2.41,78.21576763,96.60493827,1.157407407,3.734439834,1.825168108,28.82599581,41.56293223,20.12448133,53.08310992,408,25,341.9117647,60.78431373
10,CPAN,5,2,2,10791,50.48651654,49.51348346,2.18,76.68427393,95.39695946,3.304476351,3.55852099,2.632331903,29.2022792,41.73848578,18.74710407,60.98543942,2770,17.25631769,386.2093863,60.28880866
11,CPAN,5,2,2,3094,51.4221073,48.5778927,2.26,79.18552036,96.23520975,1.362495518,4.912734324,2.69179004,29.51219512,43.85908209,23.04460246,56.49647156,791,20.73324905,369.0265487,65.86599241
12,CPAN,5,2,2,3826,49.24202823,50.75797177,2.35,80.52796654,96.06643357,1.719114219,4.626241505,2.187028658,31.18957545,40.01568217,25.82331417,54.69556244,994,22.2334004,381.2877264,67.50503018
13,CPAN,5,2,2,478,50,50,2.34,73.84937238,97.22863741,1.385681293,7.112970711,1.366120219,44.86803519,42.88702929,22.38493724,52.04081633,142,29.57746479,326.056338,70.42253521
14,CPAN,5,2,2,906,48.89624724,51.10375276,2.18,74.83443709,96.49334946,1.330108827,6.843267108,2.526002972,40.54487179,40.94922737,32.22958057,50.96952909,274,26.64233577,320.8029197,63.86861314
15,CPAN,5,2,2,805,47.95031056,52.04968944,2.39,75.0310559,94.31818182,1.704545455,5.465838509,2.931034483,37.04379562,38.50931677,32.67080745,47.91666667,227,26.43171806,337.0044053,59.47136564
16,CPAN,5,2,2,766,48.95561358,51.04438642,2.26,69.84334204,93.70314843,3.5982009,7.963446475,1.742160279,55.41044776,41.25326371,28.45953003,47.37704918,247,33.19838057,287.0445344,66.80161943
17,CPAN,5,2,2,767,50.45632334,49.54367666,2.35,70.79530639,92.79538905,3.025936599,5.867014342,1.913043478,54.47761194,41.32985658,27.50977836,55.64648118,240,23.75,312.0833333,73.75
18,CPAN,5,2,2,1956,49.33537832,50.66462168,2.52,75.35787321,95.99774521,1.860202931,4.498977505,4.282655246,35.98455598,42.2801636,22.90388548,57.09526982,522,21.26436782,365.5172414,65.90038314
19,CPAN,5,2,2,14174,49.69662763,50.30337237,2.06,75.05291379,95.41545017,2.895920461,2.850289262,1.885579601,33.06190875,42.53562862,20.12134895,57.32391641,3649,21.64976706,386.4894492,59.13949027
20,CPAN,5,2,2,1124,48.22064057,51.77935943,2.57,79.71530249,96.2962963,0.779727096,3.558718861,2.524038462,35.67639257,40.48042705,29.71530249,50.11037528,327,28.74617737,336.3914373,60.55045872
21,CPAN,5,2,2,1178,50.08488964,49.91511036,2.61,80.98471986,96.92451072,0.652376514,6.36672326,5.753739931,23.56608479,39.72835314,27.3344652,52.14132762,327,24.7706422,353.82263,60.24464832
22,CPAN,5,2,2,900,48.77777778,51.22222222,2.6,79.77777778,96.34146341,1.829268293,5.444444444,4.223227753,25.69558101,39.44444444,36.22222222,52.47524752,281,32.02846975,317.0818505,58.71886121
23,CPAN,5,2,2,543,46.7771639,53.2228361,2.86,77.16390424,96.80638723,1.596806387,4.23572744,3.892944039,27.63157895,43.09392265,37.38489871,46.3800905,181,32.59668508,298.3425414,50.27624309
24,CPAN,5,2,2,599,48.24707846,51.75292154,2.6,73.95659432,93.8976378,3.346456693,9.348914858,2.600472813,36.47959184,35.22537563,30.88480801,50.11185682,198,33.83838384,278.2828283,52.52525253
25,CPAN,5,2,2,1498,47.3965287,52.6034713,2.05,69.62616822,95.49961861,3.051106026,4.339118825,1.435406699,55.12295082,41.38851802,19.6929239,53.23159785,423,27.89598109,335.6973995,78.25059102
26,CPAN,5,2,2,861,48.54819977,51.45180023,2.16,70.03484321,94.27480916,2.544529262,4.761904762,1.271860095,59.05096661,42.04413473,18.46689895,50.43103448,244,25.81967213,349.1803279,82.37704918
27,CPAN,5,2,2,1034,48.54932302,51.45067698,2.34,78.04642166,96.73340358,0.421496312,4.255319149,2.933333333,28.27988338,40.81237911,33.5589942,50.55350554,302,25.16556291,341.3907285,51.98675497
28,CPAN,5,2,2,1549,49.96772111,50.03227889,2.6,76.63008393,97.91816224,0.933237617,9.231762427,3.597785978,21.2244898,39.83214977,25.56488057,56.72020287,399,23.05764411,381.4536341,65.16290727
29,CPAN,5,2,2,2126,50.04703669,49.95296331,2.74,79.16274694,95.27806925,1.731374607,8.090310442,4.356568365,22.87822878,37.67638758,28.78645343,57.90452573,556,17.98561151,378.057554,60.79136691
30,CPAN,5,2,2,1472,48.70923913,51.29076087,1.93,74.18478261,96.43916914,2.299703264,3.260869565,0.801424755,68.35443038,41.98369565,21.73913043,53.2889259,399,23.55889724,355.3884712,83.20802005
31,CPAN,5,2,2,9184,49.27047038,50.72952962,2.05,74.61890244,96.14257813,1.904296875,2.079703833,1.400791035,40.1240197,42.17116725,21.17813589,56.72268908,2476,21.48626817,367.5686591,61.34894992
32,CPRI,5,2,2,1099,51.6833485,48.3166515,2.65,80.07279345,95.46827795,1.812688822,3.548680619,2.664974619,22.48603352,39.58143767,40.30937216,51.01311085,311,25.72347267,352.4115756,51.12540193
33,CPAN,5,2,2,6669,50.15744489,49.84255511,2.15,74.49392713,95.2151463,3.21858864,1.934322987,1.910828025,29.58762887,43.60473834,18.8034188,61.77796865,1755,18.4045584,376.4102564,59.6011396
34,CPAN,5,2,2,5950,50.47058824,49.52941176,2.5,77.32773109,96.43466717,1.820595486,3.966386555,4.224270353,18.89718553,38.7394958,25.68067227,58.07352257,1449,21.80814355,406.6942719,55.62456867
35,CPAN,5,2,2,5483,51.01221959,48.98778041,2.34,73.84643443,97.66393443,1.086065574,3.392303483,3.966244726,15.39184953,37.82600766,26.97428415,58.85641677,1408,18.89204545,385.8664773,45.80965909
36,CPAN,5,2,2,1504,50.46542553,49.53457447,2.59,79.32180851,95.72153735,1.52284264,5.053191489,3.139013453,26.78396872,41.28989362,30.3856383,58.10243493,445,24.04494382,335.2808989,57.75280899
37,CPAN,5,2,2,1535,48.33876221,51.66123779,2.66,78.82736156,97.79249448,0.883002208,5.863192182,4.603330069,16.66666667,38.24104235,26.7752443,59.64285714,365,25.75342466,418.0821918,57.26027397
41,CPAN,5,2,2,12216,49.85265226,50.14734774,2.23,77.23477407,96.39190097,2.034353709,3.978388998,2.794098446,20.95970383,40.4551408,20.42403405,64.13875598,3274,18.9676237,366.2492364,51.34392181
42,CPAN,5,3,3,3656,48.74179431,51.25820569,1.92,87.14442013,96.67405765,1.488755147,3.665207877,0.634249471,44.10399257,37.4726477,9.792122538,63.07692308,1003,19.84047856,358.225324,78.96311067
43,CPAN,5,3,3,1884,49.41613588,50.58386412,2.4,88.80042463,98.13953488,0.406976744,3.609341826,4.228486647,28.63002461,37.79193206,15.92356688,56.30872483,498,22.08835341,376.5060241,70.88353414
44,CPAN,5,3,3,1328,49.9246988,50.0753012,2.59,91.03915663,96.59863946,1.105442177,5.045180723,3.010752688,23.17497103,35.46686747,14.68373494,57.73809524,350,25.14285714,369.1428571,68
45,CPAN,5,3,3,980,47.75510204,52.24489796,2.44,83.26530612,96.84579439,1.518691589,7.959183673,2.865329513,34.06593407,31.63265306,17.44897959,54.64333782,294,30.95238095,311.5646259,68.70748299
46,CPAN,5,3,3,976,46.51639344,53.48360656,2.11,86.16803279,96.55172414,1.264367816,6.864754098,1.798063624,45.54896142,35.45081967,13.83196721,53.10077519,281,29.53736655,333.4519573,73.30960854
47,CPAN,5,3,3,2125,48.8,51.2,2.25,91.85882353,98.18746763,0.414293112,4.8,2.576271186,28.35365854,35.24705882,14.30588235,57.90769231,551,18.14882033,385.1179673,76.95099819
48,CPRI,5,3,3,1031,50.53346266,49.46653734,2.48,92.91949564,98.02847755,0.438116101,5.043646945,5.563480742,14.30793157,32.20174588,14.35499515,60,259,20.84942085,389.96139,73.35907336
49,CPAN,5,3,3,1451,48.58718125,51.41281875,2.31,89.80013784,96.875,0.914634146,5.031013094,1.877934272,32.78520041,35.83735355,16.40248105,54.61741425,428,30.14018692,332.0093458,67.75700935
50,CPAN,5,3,3,1459,50.17135024,49.82864976,2.44,86.84030158,96.65889666,1.165501166,3.769705278,2.755905512,31.27705628,34.06442769,15.42152159,55.05415162,387,26.87338501,365.374677,67.95865633
51,CPAN,5,3,3,2613,49.78951397,50.21048603,2.38,88.48067356,96.68435013,1.282051282,2.908534252,2.437574316,24.48298866,35.36165327,13.66245695,59.40379404,661,21.48260212,383.3585477,71.55824508
52,CPAN,5,3,3,734,47.0027248,52.9972752,2.49,89.64577657,96.60766962,0.589970501,5.040871935,2.867383513,25.91170825,32.28882834,21.38964578,53.60134003,221,29.86425339,329.4117647,71.49321267
53,CPAN,5,3,3,962,47.2972973,52.7027027,2.38,87.73388773,98.34123223,0.710900474,3.43035343,1.736613603,32.25806452,33.99168399,13.72141372,57.41496599,266,26.69172932,345.8646617,71.05263158
54,CPAN,5,3,3,1521,48.38921762,51.61078238,2.63,89.67784352,98.24817518,0.656934307,6.44312952,2.69541779,29.9902629,34.05654175,15.7790927,57.27502103,422,21.56398104,354.7393365,71.32701422
55,CPRI,5,3,3,1769,50.14132278,49.85867722,2.55,92.3120407,98.16803538,0.505369551,6.783493499,5.057096248,12.36363636,32.61729791,13.17128321,59.02726603,488,21.31147541,356.352459,60.86065574
56,CPRI,5,3,3,125,49.6,50.4,3.65,95.2,100,0,6.4,6.451612903,3.409090909,30.4,12,57.84313725,41,12.19512195,297.5609756,65.85365854
57,CPRI,5,4,4,7004,49.871502,50.128498,2.22,81.56767561,93.99473511,5.182625864,3.655054255,2.403320953,36.52636672,38.26384923,21.87321531,60.75010028,1757,17.70062607,392.6579397,62.77746158
58,CPRI,5,4,4,661,50.98335855,49.01664145,2.29,83.81240545,96.22641509,2.572898799,3.933434191,2.489626556,47.98206278,40.69591528,24.20574887,57.33855186,193,24.87046632,331.6062176,61.13989637
59,CPAN,5,4,4,2467,50.66882854,49.33117146,2.55,89.90676936,97.57548033,1.418115279,2.918524524,3.671328671,25.93532023,38.91366032,26.67207134,56.25338387,625,18.72,392.8,56.64
61,CPRI,5,4,4,191,54.97382199,45.02617801,3.47,88.48167539,97.61904762,2.380952381,8.90052356,4.827586207,2.23880597,45.02617801,48.69109948,53.02013423,57,17.54385965,314.0350877,49.12280702
63,CPRI,5,4,4,1112,51.79856115,48.20143885,2.5,86.42086331,98.08660624,1.309164149,3.68705036,4.491413474,22.06303725,36.24100719,24.73021583,61.9047619,281,10.3202847,390.3914591,54.09252669
64,CPRI,5,4,4,1190,51.17647059,48.82352941,2.77,90.08403361,97.88213628,1.197053407,7.983193277,6.120092379,9.838107098,38.23529412,42.26890756,60,353,12.74787535,335.4107649,48.72521246
66,CPRI,5,4,4,659,53.86949924,46.13050076,2.77,97.26858877,99.50166113,0.49833887,6.525037936,5.183585313,7.943925234,35.05311077,32.32169954,61.23260437,178,9.550561798,370.2247191,49.43820225
67,CPRI,5,4,4,210,49.04761905,50.95238095,2.79,93.80952381,99.46524064,0.534759358,3.333333333,11.64383562,12.23021583,32.38095238,47.61904762,66.66666667,57,3.50877193,368.4210526,59.64912281
68,CPRI,5,4,4,342,48.83040936,51.16959064,3.12,95.90643275,99.68152866,0,5.555555556,12.35059761,8.11965812,30.11695906,11.98830409,63.56877323,101,8.910891089,338.6138614,48.51485149
69,CPRI,5,4,4,1416,51.97740113,48.02259887,2.94,95.55084746,98.74902267,0.938232995,4.872881356,10.54216867,6.568516421,35.31073446,31.49717514,62.32813932,380,10.52631579,372.6315789,42.63157895
70,CPRI,5,4,4,591,51.0998308,48.9001692,2.94,93.7394247,99.05838041,0.564971751,3.891708968,7.441860465,9.473684211,34.85617597,35.19458545,55.74468085,155,9.677419355,377.4193548,45.16129032
71,CPRI,5,4,4,213,52.11267606,47.88732394,3.43,90.61032864,98.51485149,0.99009901,5.164319249,13.95348837,3.164556962,39.90610329,15.49295775,64.67391304,72,6.944444444,295.8333333,51.38888889
72,CPRI,5,4,4,229,52.83842795,47.16157205,3.42,73.36244541,99.50980392,0.490196078,3.493449782,15.03267974,1.449275362,34.93449782,18.77729258,62.72189349,58,10.34482759,394.8275862,43.10344828
73,CPRI,5,4,4,291,47.76632302,52.23367698,3.51,93.47079038,98.8372093,1.162790698,9.621993127,7.5,8.426966292,30.58419244,15.46391753,58.29596413,77,14.28571429,374.025974,44.15584416
74,CPRI,5,4,4,564,51.59574468,48.40425532,3.15,96.09929078,99.23518164,0.382409178,8.510638298,9.273182957,7.547169811,32.9787234,31.20567376,57.63888889,153,14.37908497,368.627451,45.75163399
75,CPRI,5,4,4,2449,51.36790527,48.63209473,2.78,93.5483871,98.73303167,1.131221719,6.084115966,5.868405453,15.39986781,33.72805227,30.82890976,60.50190944,632,10.75949367,385.6012658,46.83544304
76,CPRI,5,4,4,220,52.27272727,47.72727273,3.07,95.45454545,100,0,7.727272727,9.677419355,11.85185185,30.45454545,23.63636364,50.85714286,53,13.20754717,415.0943396,67.9245283
77,CPRI,5,4,4,245,54.69387755,45.30612245,3.12,95.91836735,100,0,4.489795918,8.187134503,6.666666667,35.10204082,24.08163265,60.42780749,65,7.692307692,376.9230769,63.07692308
78,CPRI,5,4,4,909,52.47524752,47.52475248,2.97,93.06930693,98.45053635,1.191895113,6.380638064,13.89312977,6.164383562,35.20352035,27.83278328,62.64044944,247,9.71659919,366.8016194,42.51012146
79,CPRI,5,4,4,2265,50.68432671,49.31567329,2.97,96.02649007,98.66468843,1.088031652,3.752759382,8.333333333,4.3251305,32.14128035,23.13465784,62.05035971,529,9.829867675,427.5992439,41.02079395
80,CPRI,5,4,4,602,52.99003322,47.00996678,2.98,95.0166113,99.27667269,0.723327306,3.156146179,8.413461538,3.2,36.5448505,25.41528239,62.30936819,149,8.053691275,404.0268456,43.62416107
81,CPAN,5,5,5,593,50.2529511,49.7470489,2.93,66.44182125,90.74074074,7.962962963,13.32209106,7.88863109,21.48337596,41.14671164,20.06745363,58.13449024,181,17.12707182,325.9668508,55.24861878
82,CPAN,5,5,5,967,52.01654602,47.98345398,3.11,69.18304033,90.70034443,7.118254879,15.71871768,9.428571429,16.40866873,33.40227508,19.13133402,60.02656042,280,16.07142857,344.2857143,51.78571429
83,CPRI,5,5,5,249,55.42168675,44.57831325,3.12,88.75502008,95.90909091,3.636363636,3.614457831,7.784431138,14.74358974,32.12851406,26.90763052,63.42857143,63,7.936507937,380.952381,65.07936508
84,CPRI,5,6,6,2839,49.63015146,50.36984854,2.21,95.52659387,96.60678643,0.359281437,4.61430081,1.464435146,38.5583524,34.80098626,14.4769285,65.30317613,730,14.10958904,388.4931507,69.7260274
85,CPRI,5,6,6,1663,50.21046302,49.78953698,2.36,92.48346362,97.8652435,1.200800534,3.247143716,2.192242833,37.25850966,37.22188815,17.37823211,60.07751938,419,15.75178998,393.3174224,64.91646778
86,CPRI,5,6,6,1416,50.56497175,49.43502825,2.25,96.75141243,97.92332268,1.437699681,3.884180791,3.30672748,21.77722153,32.13276836,22.17514124,64.87309645,326,11.04294479,434.3558282,57.05521472
87,CPRI,5,6,6,1571,49.64990452,50.35009548,2.35,92.93443666,96.60194175,1.109570042,5.601527689,2.20713073,41.59854678,36.79185232,17.44112031,58.67306155,435,22.29885057,360.4597701,63.67816092
88,CPRI,5,6,6,1265,48.77470356,51.22529644,2.58,92.72727273,96.35284139,1.272264631,8.695652174,1.641025641,44.57964602,33.51778656,17.78656126,52.99227799,373,26.80965147,338.3378016,57.10455764
89,CPRI,5,6,6,1969,48.40020315,51.59979685,2.49,94.76891823,97.48883929,0.837053571,6.399187405,2.019498607,39.11077619,37.4809548,16.70898933,59.46822309,531,19.02071563,370.2448211,64.97175141
90,CPRI,5,6,6,2225,49.57303371,50.42696629,2.33,94.24719101,98.03822938,0.402414487,5.438202247,1.948924731,29.28094885,34.15730337,16.49438202,64.29006703,546,9.706959707,406.4102564,69.78021978
91,CPRI,5,6,6,1726,50.86906141,49.13093859,2.8,96.69756663,96.5539247,0.638162093,7.300115875,2.200488998,26.69071235,35.39976825,17.38122827,61.80030257,447,13.19910515,386.1297539,61.0738255
92,CPRI,5,6,6,1066,49.53095685,50.46904315,2.67,96.71669794,97.95081967,1.12704918,4.971857411,1.990049751,34.88681758,34.05253283,16.22889306,58.34305718,293,21.16040956,363.8225256,59.0443686
93,CPRI,5,6,6,1002,48.30339321,51.69660679,2.73,95.30938124,96.8061674,0.77092511,5.988023952,3.392130258,39.68023256,33.43313373,20.05988024,54.77707006,283,24.02826855,348.7632509,50.53003534
94,CPRI,5,6,6,1991,50.72827725,49.27172275,2.64,95.98191863,97.7043673,0.895856663,5.022601708,2.164804469,33.56216629,35.15821195,18.5334003,62.16568819,534,17.0411985,372.8464419,62.17228464
96,CPRI,5,6,6,1577,48.50982879,51.49017121,2.58,95.30754597,96.79943101,1.920341394,4.24857324,2.641165756,32.04365079,33.29105897,15.91629677,60.42016807,412,17.7184466,380.0970874,62.86407767
97,CPRI,5,6,6,382,52.87958115,47.12041885,3.21,99.47643979,100,0,8.638743455,7.24137931,6.741573034,30.62827225,28.27225131,63.49206349,111,14.41441441,344.1441441,26.12612613
98,CPAN,5,6,6,225,52.44444444,47.55555556,3.09,96.44444444,99.03846154,0.961538462,2.222222222,5.952380952,7.142857143,34.22222222,19.55555556,62.3655914,61,4.918032787,368.852459,65.57377049
102,CPRI,5,6,6,159,58.49056604,41.50943396,3.69,96.22641509,100,0,11.32075472,5.785123967,0.892857143,40.88050314,15.09433962,69.76744186,46,2.173913043,345.6521739,34.7826087
104,CPRI,5,6,6,226,53.09734513,46.90265487,3.72,95.57522124,99.5412844,0,12.83185841,10.98265896,8.125,32.74336283,16.81415929,67.36842105,67,7.462686567,337.3134328,52.23880597
105,CPRI,5,6,6,168,48.21428571,51.78571429,3.66,96.42857143,96.66666667,3.333333333,8.333333333,13.51351351,1.886792453,27.97619048,11.9047619,70.49180328,50,14,336,50
106,CPRI,5,6,6,297,55.55555556,44.44444444,3.04,96.2962963,98.52941176,1.470588235,6.060606061,9.693877551,3.910614525,26.93602694,11.78451178,75.56561086,84,0,353.5714286,50
108,CPRI,5,6,6,293,51.53583618,48.46416382,3.03,99.65870307,100,0,5.802047782,8.24742268,1.176470588,25.59726962,6.484641638,65.27777778,72,5.555555556,406.9444444,44.44444444
109,CPRI,5,6,6,189,52.38095238,47.61904762,3.74,75.13227513,91.86046512,7.558139535,13.75661376,6.756756757,4.347826087,43.91534392,43.38624339,58.33333333,58,18.96551724,325.862069,36.20689655
110,CPAN,5,7,7,1287,48.25174825,51.74825175,2.37,94.01709402,95.98633646,2.391118702,5.128205128,2.44173141,42.28432564,38.77233877,11.03341103,56.60948537,366,25.40983607,350.8196721,62.02185792
111,CPAN,5,7,7,1259,47.25972994,52.74027006,2.71,92.7720413,96.79098005,2.081526453,7.863383638,3.246753247,44.98269896,36.77521843,16.44162033,56.76767677,385,27.01298701,323.8961039,63.11688312
112,CPRI,5,7,7,1274,49.92150706,50.07849294,2.83,94.58398744,96.01694915,1.610169492,6.907378336,4.4397463,39.56170704,36.49921507,17.03296703,51.85546875,364,27.74725275,350,67.85714286
113,CPRI,5,7,7,2549,48.92114555,51.07885445,2.62,94.19380149,96.44560035,2.774165583,5.531581012,4.467353952,29.51959545,35.07257748,12.43624951,56.52626105,665,24.81203008,382.8571429,56.84210526
114,CPRI,5,7,7,354,51.97740113,48.02259887,2.64,94.06779661,95.81993569,1.607717042,6.497175141,4.06504065,37.5,38.13559322,19.7740113,58.71212121,102,15.68627451,347.0588235,56.8627451
115,CPAN,5,7,7,795,46.28930818,53.71069182,2.56,94.08805031,97.63560501,1.251738526,9.433962264,4.340277778,46.05263158,40.37735849,15.09433962,53.98373984,236,30.93220339,335.5932203,59.74576271
116,CPRI,5,7,7,2955,51.30287648,48.69712352,2.91,95.97292724,97.21267659,1.985490645,6.598984772,6.902002107,18.44095404,33.60406091,15.73604061,59.98107852,760,20.92105263,388.8157895,46.05263158
119,CPRI,5,7,7,163,55.82822086,44.17177914,3.71,95.09202454,96.6442953,2.013422819,11.04294479,5.833333333,1.739130435,41.71779141,20.85889571,73.64341085,54,7.407407407,301.8518519,57.40740741
121,CPRI,5,7,7,154,53.8961039,46.1038961,3.55,92.20779221,98.62068966,1.379310345,5.194805195,4.132231405,7.01754386,38.96103896,18.18181818,65.90909091,52,5.769230769,296.1538462,67.30769231
122,CPRI,5,7,7,343,55.39358601,44.60641399,3.26,97.37609329,99.37888199,0,9.329446064,8.045977011,3.25203252,41.39941691,11.95335277,66.18705036,111,9.009009009,309.009009,38.73873874
123,CPAN,5,7,7,692,51.44508671,48.55491329,3.08,94.50867052,97.71986971,0.977198697,7.658959538,9.341825902,15.58752998,31.50289017,21.24277457,62.79527559,183,7.103825137,378.1420765,49.18032787
124,CPRI,5,7,7,237,59.49367089,40.50632911,2.79,100,99.53271028,0,5.063291139,3.888888889,5.988023952,40.92827004,31.22362869,65.26315789,70,10,338.5714286,38.57142857
125,CPRI,5,7,7,244,55.73770492,44.26229508,3.45,99.18032787,100,0,4.098360656,10.71428571,0.657894737,34.01639344,13.1147541,75.97765363,71,5.633802817,343.6619718,49.29577465
126,CPRI,5,7,7,517,55.31914894,44.68085106,3.43,98.06576402,99.54853273,0,4.835589942,10.25641026,1.47601476,30.94777563,25.53191489,65.58823529,118,5.084745763,438.1355932,32.20338983
127,CPRI,5,8,8,258,51.9379845,48.0620155,2.96,96.51162791,96.96969697,0,14.72868217,4.6875,14.91712707,35.27131783,32.55813953,65.04854369,83,10.84337349,310.8433735,62.65060241
128,CPRI,5,8,8,281,54.80427046,45.19572954,2.41,92.88256228,94.53125,2.34375,13.87900356,2.475247525,19.58762887,41.63701068,30.60498221,61.08597285,91,18.68131868,305.4945055,72.52747253
129,CPRI,5,8,8,390,51.02564103,48.97435897,2.59,95.64102564,98.59550562,0,11.28205128,5.369127517,11.11111111,31.28205128,2.564102564,57.46031746,115,13.04347826,333.9130435,66.95652174
130,CPRI,5,8,8,1969,50.126968,49.873032,2.88,94.31183342,94.95464853,1.473922902,9.497206704,4.208998549,15.85268215,33.26561706,32.96089385,60.14784946,518,17.76061776,380.1158301,56.75675676
131,CPRI,5,9,9,2483,51.14780507,48.85219493,2.74,93.67700362,97.18120805,2.281879195,7.28956907,7.223880597,13.95502646,32.94401933,19.2106323,63.25861126,594,16.32996633,417.5084175,39.73063973
132,CPRI,5,9,9,2473,49.37323089,50.62676911,2.4,89.56732713,94.42396313,3.640552995,4.892842701,3.887147335,26.54320988,35.42256369,21.18883947,62.35161108,586,16.89419795,421.5017065,49.14675768
133,CPRI,5,9,9,1313,49.20030465,50.79969535,2.52,89.64204113,96.71163575,2.192242833,2.817974105,3.399122807,33.29326923,41.12718964,26.65651181,52.039801,320,28.125,409.375,41.875
134,CPRI,5,9,9,3387,49.86713906,50.13286094,2.18,89.9911426,95.34109817,3.660565724,3.749630942,2.552816901,40.00962927,36.84676705,19.39769708,61.00603622,833,17.5270108,406.6026411,53.54141657
135,CPRI,5,9,9,2027,47.85397139,52.14602861,2.2,87.2224963,96.87331536,1.940700809,3.601381352,1.487491548,51.73176124,40.65120868,21.75629008,54.60772105,525,22.28571429,386.0952381,62.0952381
136,CPRI,5,9,9,740,47.2972973,52.7027027,2.21,92.56756757,98.67060561,1.033973412,3.918918919,1.615798923,48.73294347,39.45945946,26.21621622,45.95041322,191,28.79581152,387.434555,54.97382199
137,CPRI,5,9,9,1764,50.05668934,49.94331066,2.64,84.97732426,94.81012658,4.430379747,3.06122449,6.306306306,18.92712551,38.03854875,26.07709751,60.06389776,429,41.95804196,411.1888112,40.09324009
138,CPAN,5,9,9,1746,49.71363116,50.28636884,2.16,87.85796105,97.38903394,2.2845953,3.092783505,3.691275168,43.65004704,38.88888889,28.17869416,54.68392993,423,25.53191489,407.8014184,53.6643026
139,CPRI,5,9,9,1300,47.30769231,52.69230769,2.43,89.15384615,97.56302521,1.428571429,3.384615385,2.076843198,45.56818182,42.92307692,30.07692308,51.54738878,332,26.5060241,390.6626506,60.84337349
140,CPAN,5,9,9,584,48.45890411,51.54109589,2.33,88.18493151,98.54545455,0.909090909,6.506849315,1.598173516,42.71604938,41.43835616,27.05479452,42.91754757,161,33.54037267,362.7329193,43.47826087
141,CPRI,5,9,9,791,49.55752212,50.44247788,2.72,87.98988622,96.24478442,3.47705146,2.022756005,2.142857143,35.90733591,37.54740834,26.92793932,54.02298851,194,28.35051546,404.6391753,56.70103093
142,CPAN,5,9,9,986,49.39148073,50.60851927,2.62,87.01825558,95.55555556,3.444444444,3.448275862,1.928374656,49.92526158,39.95943205,18.55983773,53.01668806,258,25.96899225,382.1705426,55.81395349
143,CPAN,5,9,9,1548,49.54780362,50.45219638,2.22,89.9870801,96.63394109,1.823281907,2.906976744,0.972590628,39.44603629,39.5994832,25.58139535,49.95957963,423,34.04255319,365.9574468,59.33806147
144,CPAN,5,9,9,1548,48.4496124,51.5503876,2.49,89.2118863,96.4838256,2.672292546,5.555555556,2.67281106,39.24302789,38.04909561,24.35400517,52.02360877,407,28.99262899,380.0982801,51.10565111
145,CPAN,5,9,9,1621,47.06971006,52.93028994,2.4,86.55151141,96.86006826,2.04778157,5.367057372,3.411131059,25.41871921,36.95249846,21.03639729,54.79674797,382,20.68062827,424.3455497,45.28795812
146,CPAN,5,9,9,2109,50.97202466,49.02797534,2.57,90.37458511,95.10010537,4.109589041,5.263157895,6.0626703,34.83063328,35.22996681,15.1730678,58.77525253,514,16.34241245,409.1439689,42.60700389
147,CPRI,5,9,9,3198,50.03126954,49.96873046,2.27,87.14821764,95.74692443,2.882249561,2.532833021,3.141614306,33.54908306,36.77298311,21.38836773,59.50087566,813,20.54120541,392.9889299,53.75153752
148,CPRI,5,9,9,2599,49.09580608,50.90419392,2.11,88.5725279,94.72979008,4.153640018,2.116198538,1.630434783,43.56763926,37.39899962,18.19930743,62.30769231,662,16.01208459,391.6918429,60.27190332
