ANO,ELECCION,CODIGO_ESTADO,NOMBRE_ESTADO,NOMBRE_MUNICIPIO,DISTRITO_LOCAL_INE_2016,SECCION,NOMINAL,CNR,MORENA,NULOS,PAN,PNA,PRD,PRI,PRS,PSD,PT,PUP,PVEM
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1248,458,0,10,20,,2,33,,0,0,75,0,
2016,gob,20,oaxaca,SAN LORENZO TEXMELUCAN,21,1249,2270,6,319,55,,19,141,,12,19,59,4,
2016,gob,20,oaxaca,SAN LORENZO TEXMELUCAN,21,1250,1803,0,192,45,,19,152,,97,21,33,8,
2016,gob,20,oaxaca,SAN LORENZO VICTORIA,6,1251,422,0,5,28,,2,8,,1,1,3,6,
2016,gob,20,oaxaca,SAN LORENZO VICTORIA,6,1252,383,0,3,5,,1,19,,0,3,2,0,
2016,gob,20,oaxaca,SAN LUCAS CAMOTLAN,10,1253,1646,0,50,28,,2,19,,4,2,10,3,
2016,gob,20,oaxaca,LOMA BONITA ,3,1254,856,0,243,26,,6,51,,13,17,32,8,
2016,gob,20,oaxaca,LOMA BONITA ,3,1255,1331,0,384,22,,15,62,,10,23,36,2,
2016,gob,20,oaxaca,LOMA BONITA ,3,1256,1219,0,309,31,,5,30,,7,46,45,6,
2016,gob,20,oaxaca,LOMA BONITA ,3,1257,1006,0,293,23,,5,48,,2,31,24,5,
2016,gob,20,oaxaca,LOMA BONITA ,3,1258,1339,0,294,34,,13,50,,16,16,43,22,
2016,gob,20,oaxaca,LOMA BONITA ,3,1259,2141,0,734,44,,26,128,,11,39,17,14,
2016,gob,20,oaxaca,SAN LUCAS OJITLAN,2,1260,1250,0,344,35,,8,36,,5,12,40,2,
2016,gob,20,oaxaca,LOMA BONITA ,3,1261,1390,0,361,32,,8,71,,7,22,9,9,
2016,gob,20,oaxaca,LOMA BONITA ,3,1262,793,0,208,26,,12,46,,1,15,3,6,
2016,gob,20,oaxaca,LOMA BONITA ,3,1263,1461,0,520,35,,14,136,,2,28,7,19,
2016,gob,20,oaxaca,LOMA BONITA ,3,1264,1174,0,483,28,,5,28,,11,8,0,10,
2016,gob,20,oaxaca,LOMA BONITA ,3,1265,781,0,246,13,,2,10,,5,12,18,1,
2016,gob,20,oaxaca,SAN LUCAS QUIAVINI,17,1266,1455,0,26,21,,6,16,,4,2,222,5,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1267,1306,0,26,41,,5,65,,4,16,55,4,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1268,735,0,37,26,,4,18,,6,0,4,2,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1269,962,0,111,44,,12,32,,4,26,50,2,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1270,1393,0,16,61,,19,118,,2,16,30,58,
2016,gob,20,oaxaca,SAN LUIS AMATLAN,17,1271,470,0,15,26,,3,8,,4,2,15,5,
2016,gob,20,oaxaca,SAN LUIS AMATLAN,17,1272,539,0,34,16,,7,16,,0,1,6,7,
2016,gob,20,oaxaca,SAN LUIS AMATLAN,17,1273,819,0,53,9,,11,25,,3,8,29,29,
2016,gob,20,oaxaca,SAN LUIS AMATLAN,17,1274,854,0,37,29,,8,15,,6,3,16,98,
2016,gob,20,oaxaca,SAN MARCIAL OZOLOTEPEC,24,1276,521,0,25,22,,8,8,,1,4,8,86,
2016,gob,20,oaxaca,SAN MARCIAL OZOLOTEPEC,24,1277,435,0,16,13,,6,5,,0,3,6,81,
2016,gob,20,oaxaca,SAN MARCOS ARTEAGA,6,1278,648,0,5,11,,2,46,,0,1,32,1,
2016,gob,20,oaxaca,SAN MARCOS ARTEAGA,6,1279,369,0,6,10,,1,48,,0,0,18,0,
2016,gob,20,oaxaca,HEROICA CIUDAD DE HUAJUAPAN DE LEON,6,1280,555,0,39,13,,0,184,,1,0,7,4,
2016,gob,20,oaxaca,SAN MARCOS ARTEAGA,6,1281,249,0,21,6,,0,101,,0,1,3,0,
2016,gob,20,oaxaca,SAN MARTIN DE LOS CANSECOS,21,1282,626,0,57,13,,0,0,,2,7,26,1,
2016,gob,20,oaxaca,SAN MARTIN HUAMELULPAM,8,1283,771,0,89,22,,1,17,,5,4,12,17,
2016,gob,20,oaxaca,SAN MARTIN ITUNYOSO,,1284,1834,0,399,50,,7,116,,1,12,56,9,
2016,gob,20,oaxaca,SAN MARTÍN LACHILÁ,16,1285,886,1,18,21,,1,77,,2,3,18,168,
2016,gob,20,oaxaca,SAN MARTIN PERAS,,1286,1891,0,88,53,,11,156,,3,11,65,12,
2016,gob,20,oaxaca,SAN MARTIN PERAS,,1287,1821,0,118,49,,21,100,,2,10,90,17,
2016,gob,20,oaxaca,SAN MARTIN PERAS,,1288,1098,0,55,21,,7,102,,1,5,79,4,
2016,gob,20,oaxaca,SAN MARTIN PERAS,,1289,1277,0,46,19,,9,48,,3,7,67,5,
2016,gob,20,oaxaca,SAN MARTIN PERAS,,1290,1836,0,21,33,,5,87,,2,9,197,8,
2016,gob,20,oaxaca,SAN MARTÍN TILCAJETE,16,1291,1380,0,172,41,,14,96,,6,11,43,6,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1292,1508,0,205,24,,31,124,,0,18,14,236,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1293,934,0,52,6,,7,21,,2,1,5,121,
2016,gob,20,oaxaca,SAN MARTIN ZACATEPEC,6,1294,849,0,39,5,,2,191,,0,0,4,0,
2016,gob,20,oaxaca,SAN MARTIN ZACATEPEC,6,1295,374,0,26,3,,0,127,,2,0,5,0,
2016,gob,20,oaxaca,SAN MATEO CAJONOS,9,1296,471,0,73,13,,5,10,,2,0,30,4,
2016,gob,20,oaxaca,SAN MATEO DEL MAR,20,1297,1892,0,140,61,,7,204,,3,2,38,4,
2016,gob,20,oaxaca,SAN MATEO DEL MAR,20,1298,1694,1,85,53,,9,178,,2,2,16,8,
2016,gob,20,oaxaca,SAN MATEO DEL MAR,20,1299,1558,0,118,75,,9,198,,3,1,29,7,
2016,gob,20,oaxaca,SAN MATEO DEL MAR,20,1300,1966,0,50,59,,12,322,,2,1,45,16,
2016,gob,20,oaxaca,SAN MATEO DEL MAR,20,1301,2000,0,319,58,,12,193,,9,17,85,11,
2016,gob,20,oaxaca,SAN MATEO ETLATONGO,,1302,837,1,73,10,,5,108,,1,4,41,14,
2016,gob,20,oaxaca,SAN MATEO NEJAPAM,6,1303,769,0,27,9,,1,176,,1,10,16,0,
2016,gob,20,oaxaca,SAN MATEO PEÑASCO,8,1304,983,0,116,34,,13,162,,7,8,38,26,
2016,gob,20,oaxaca,SAN MATEO PEÑASCO,8,1305,522,0,16,15,,1,97,,2,4,2,57,
2016,gob,20,oaxaca,SAN MATEO PIÑAS,25,1306,764,0,81,16,,6,22,,5,26,66,10,
2016,gob,20,oaxaca,SAN MATEO PIÑAS,25,1307,326,0,28,5,,0,9,,1,17,21,0,
2016,gob,20,oaxaca,SAN MATEO PIÑAS,25,1308,234,0,6,5,,2,12,,0,1,20,0,
2016,gob,20,oaxaca,SAN MATEO PIÑAS,25,1309,250,0,12,3,,4,16,,0,1,18,0,
2016,gob,20,oaxaca,SAN MATEO RIO HONDO,24,1310,1184,0,59,24,,1,23,,1,1,24,6,
2016,gob,20,oaxaca,SAN MATEO RIO HONDO,24,1311,690,0,45,10,,5,23,,2,0,14,7,
2016,gob,20,oaxaca,SAN MATEO RIO HONDO,24,1312,238,0,17,6,,2,1,,0,0,4,0,
2016,gob,20,oaxaca,SAN MATEO RIO HONDO,24,1313,305,0,11,8,,0,3,,0,0,7,2,
2016,gob,20,oaxaca,SAN MATEO SINDIHUI,8,1314,1511,0,60,32,,11,173,,2,7,11,113,
2016,gob,20,oaxaca,SAN MATEO TLAPILTEPEC,,1315,160,0,5,1,,1,9,,1,0,11,1,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1316,1273,0,180,42,,3,78,,4,13,126,7,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1317,1042,0,92,34,,3,71,,6,12,133,5,
2016,gob,20,oaxaca,SAN MELCHOR BETAZA,9,1318,806,0,182,17,,10,19,,0,4,9,27,
2016,gob,20,oaxaca,SAN MIGUEL ACHIUTLA,8,1319,550,0,96,7,,2,47,,0,1,17,51,
2016,gob,20,oaxaca,SAN MIGUEL AHUEHUETITLAN,6,1320,1549,4,58,31,,2,73,,1,1,132,4,
2016,gob,20,oaxaca,SAN MIGUEL AHUEHUETITLAN,6,1321,334,0,21,3,,0,8,,0,0,67,1,
2016,gob,20,oaxaca,SAN MIGUEL ALOAPAM,9,1322,1334,0,35,35,,8,67,,4,64,20,19,
2016,gob,20,oaxaca,SAN MIGUEL ALOAPAM,9,1323,463,0,32,7,,2,17,,0,68,14,2,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1324,909,0,14,12,,0,27,,0,0,69,0,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1325,953,0,37,17,,4,20,,1,2,125,1,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1326,1012,0,25,17,,7,22,,0,1,124,2,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1327,644,0,48,20,,2,38,,0,1,98,2,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1328,152,0,1,6,,0,0,,0,0,35,0,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1329,245,0,7,6,,0,15,,0,0,15,0,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1330,302,0,0,3,,0,3,,0,0,39,0,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1331,537,0,1,3,,1,4,,0,0,14,0,
2016,gob,20,oaxaca,SAN MIGUEL AMATITLAN,6,1332,147,0,4,5,,0,109,,0,0,137,0,
2016,gob,20,oaxaca,SAN MIGUEL AMATLAN,9,1333,206,0,8,3,,1,9,,0,1,8,4,
2016,gob,20,oaxaca,SAN MIGUEL AMATLAN,9,1335,556,0,57,10,,21,15,,3,3,11,2,
2016,gob,20,oaxaca,SAN MIGUEL CHICAHUA,,1336,958,0,107,53,,11,83,,2,8,37,113,
2016,gob,20,oaxaca,SAN MIGUEL CHICAHUA,,1337,603,1,51,21,,5,13,,1,0,32,84,
2016,gob,20,oaxaca,SAN MIGUEL CHIMALAPA,11,1338,441,0,28,3,,0,75,,1,1,4,2,
2016,gob,20,oaxaca,,,1338,440,0,26,7,,0,61,,2,5,9,1,
2016,gob,20,oaxaca,SAN MIGUEL CHIMALAPA,11,1339,660,0,63,14,,2,100,,1,4,15,2,
2016,gob,20,oaxaca,SAN MIGUEL CHIMALAPA,11,1340,446,0,3,11,,2,43,,0,6,12,5,
2016,gob,20,oaxaca,SAN MIGUEL CHIMALAPA,11,1342,362,0,6,7,,0,55,,0,0,2,0,
2016,gob,20,oaxaca,SAN MIGUEL CHIMALAPA,11,1343,1047,0,65,9,,2,115,,1,1,4,2,
2016,gob,20,oaxaca,SAN MIGUEL CHIMALAPA,11,1344,1251,0,50,13,,2,330,,2,0,10,0,
2016,gob,20,oaxaca,SAN MIGUEL COATLAN,24,1345,1363,2,59,24,,5,16,,3,3,56,43,
2016,gob,20,oaxaca,SAN MIGUEL COATLAN,24,1346,715,0,8,24,,3,18,,0,2,17,6,
2016,gob,20,oaxaca,SAN MIGUEL DEL PUERTO,24,1347,1170,0,75,19,,10,46,,3,7,68,2,
2016,gob,20,oaxaca,SAN MIGUEL DEL PUERTO,24,1348,1550,0,122,29,,10,52,,6,17,70,108,
2016,gob,20,oaxaca,SAN MIGUEL DEL PUERTO,24,1349,507,0,8,3,,1,18,,1,0,6,1,
2016,gob,20,oaxaca,SAN MIGUEL DEL PUERTO,24,1350,842,0,43,14,,3,50,,4,2,27,5,
2016,gob,20,oaxaca,SAN MIGUEL DEL PUERTO,24,1351,366,0,7,9,,3,22,,1,0,16,3,
2016,gob,20,oaxaca,SAN MIGUEL DEL RIO,9,1352,222,0,7,4,,0,61,,0,0,3,2,
2016,gob,20,oaxaca,SAN MIGUEL EJUTLA,21,1353,729,0,38,14,,2,12,,1,4,68,8,
2016,gob,20,oaxaca,SAN MIGUEL EL GRANDE,8,1354,516,0,140,16,,8,64,,2,0,26,25,
2016,gob,20,oaxaca,SAN MIGUEL EL GRANDE,8,1355,649,0,219,5,,6,20,,3,2,7,8,
2016,gob,20,oaxaca,SAN MIGUEL EL GRANDE,8,1356,524,0,150,5,,1,50,,2,3,8,10,
2016,gob,20,oaxaca,SAN MIGUEL EL GRANDE,8,1357,523,0,112,19,,5,67,,2,1,55,11,
2016,gob,20,oaxaca,SAN MIGUEL EL GRANDE,8,1358,519,0,71,8,,2,23,,0,7,3,2,
2016,gob,20,oaxaca,SAN MIGUEL HUAUTLA,,1359,347,0,18,9,,5,13,,0,4,5,14,
2016,gob,20,oaxaca,SAN MIGUEL HUAUTLA,,1360,552,0,23,14,,3,22,,1,3,6,39,
2016,gob,20,oaxaca,SAN MIGUEL MIXTEPEC,16,1361,917,0,81,45,,3,103,,7,13,31,7,
2016,gob,20,oaxaca,SAN MIGUEL MIXTEPEC,16,1362,1106,0,190,34,,8,184,,5,10,23,118,
2016,gob,20,oaxaca,SAN MIGUEL PANIXTLAHUACA,23,1363,1556,0,344,84,,11,47,,16,17,28,3,
2016,gob,20,oaxaca,SAN MIGUEL PANIXTLAHUACA,23,1364,2315,0,440,74,,14,44,,13,12,32,10,
2016,gob,20,oaxaca,SAN MIGUEL PERAS,,1365,994,0,21,24,,9,199,,3,4,61,5,
2016,gob,20,oaxaca,SAN MIGUEL PERAS,,1366,1179,0,73,52,,8,175,,1,9,55,61,
2016,gob,20,oaxaca,SAN MIGUEL PIEDRAS,,1367,876,0,37,8,,9,103,,4,7,60,4,
2016,gob,20,oaxaca,SAN MIGUEL QUETZALTEPEC,10,1368,2210,0,31,66,,11,37,,1,3,61,90,
2016,gob,20,oaxaca,SAN MIGUEL QUETZALTEPEC,10,1369,1640,0,30,28,,4,17,,1,3,39,21,
2016,gob,20,oaxaca,SAN MIGUEL QUETZALTEPEC,10,1370,1088,0,71,26,,2,20,,21,3,104,3,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1371,576,0,76,0,,5,7,,1,18,87,8,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1372,1634,0,104,29,,5,90,,2,1,44,8,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1373,943,0,87,11,,0,116,,2,0,22,2,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1374,1266,0,227,9,,5,89,,2,3,41,3,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1375,,0,151,9,,3,70,,3,2,33,3,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1376,934,0,89,8,,1,68,,2,1,14,3,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1377,1381,0,11,5,,1,115,,0,0,1,1,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1378,434,0,23,5,,0,13,,0,2,2,1,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1379,1380,0,40,11,,3,93,,3,3,50,26,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1380,727,0,26,5,,0,58,,0,2,6,10,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1381,872,0,51,6,,2,17,,0,1,82,1,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1382,974,0,52,11,,1,43,,1,2,44,2,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1383,1496,0,67,16,,1,144,,0,1,86,3,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1384,974,0,88,19,,2,26,,1,2,40,2,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1385,1238,0,148,12,,3,67,,1,0,24,4,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1386,1469,0,166,21,,3,86,,0,2,17,42,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1387,765,0,29,5,,5,62,,0,0,7,40,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1388,1253,0,55,12,,4,185,,0,4,23,18,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1389,905,0,10,6,,0,29,,2,0,5,3,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1390,929,0,25,5,,1,29,,0,0,1,1,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1391,936,0,35,13,,3,100,,0,2,14,2,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1392,1615,0,41,21,,4,182,,0,4,8,11,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1393,1185,0,39,11,,2,384,,0,1,14,12,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1394,680,0,12,9,,1,135,,1,0,2,11,
2016,gob,20,oaxaca,SAN MIGUEL SOYALTEPEC,1,1395,1169,0,24,2,,0,175,,2,4,18,3,
2016,gob,20,oaxaca,SAN MIGUEL SUCHIXTEPEC,24,1396,1044,0,88,29,,4,51,,6,9,19,5,
2016,gob,20,oaxaca,SAN MIGUEL SUCHIXTEPEC,24,1397,945,0,60,18,,8,34,,2,1,18,4,
2016,gob,20,oaxaca,VILLA TALEA DE CASTRO,9,1398,643,0,25,6,,2,26,,1,3,85,11,
2016,gob,20,oaxaca,VILLA TALEA DE CASTRO,9,1399,678,1,45,14,,1,14,,2,1,130,6,
2016,gob,20,oaxaca,VILLA TALEA DE CASTRO,9,1400,346,0,24,9,,2,6,,1,1,35,6,
2016,gob,20,oaxaca,SAN MIGUEL TECOMATLAN,,1401,245,0,5,2,,2,6,,1,0,14,29,
2016,gob,20,oaxaca,SAN MIGUEL TENANGO,18,1402,609,0,13,14,,4,58,,2,1,14,7,
2016,gob,20,oaxaca,SAN MIGUEL TEQUIXTEPEC,,1404,490,0,18,4,,4,37,,2,3,12,2,
2016,gob,20,oaxaca,SAN MIGUEL TEQUIXTEPEC,,1405,112,0,3,1,,1,14,,0,0,1,0,
2016,gob,20,oaxaca,SAN MIGUEL TEQUIXTEPEC,,1406,102,0,3,1,,3,7,,1,0,3,5,
2016,gob,20,oaxaca,SAN MIGUEL TILQUIAPAM,17,1407,1518,0,166,55,,14,101,,6,13,35,16,
2016,gob,20,oaxaca,SAN MIGUEL TILQUIAPAM,17,1408,713,0,70,27,,6,51,,3,11,15,4,
2016,gob,20,oaxaca,SAN MIGUEL TLACAMAMA,22,1409,1581,0,286,45,,4,174,,2,5,89,329,
2016,gob,20,oaxaca,SAN MIGUEL TLACAMAMA,22,1410,946,0,185,45,,11,125,,4,21,10,99,
2016,gob,20,oaxaca,SAN MIGUEL TLACOTEPEC,8,1411,907,0,167,21,,11,77,,2,11,7,4,
2016,gob,20,oaxaca,SAN MIGUEL TLACOTEPEC,8,1412,716,0,49,3,,3,6,,1,4,2,1,
2016,gob,20,oaxaca,SAN MIGUEL TLACOTEPEC,8,1413,311,0,20,2,,2,54,,1,4,8,0,
2016,gob,20,oaxaca,SAN MIGUEL TLACOTEPEC,8,1414,526,0,12,19,,7,31,,0,0,167,117,
2016,gob,20,oaxaca,SAN MIGUEL TULANCINGO,,1415,273,0,14,3,,2,21,,1,16,7,2,
2016,gob,20,oaxaca,SAN MIGUEL YOTAO,9,1416,421,0,34,9,,9,47,,4,2,15,18,
2016,gob,20,oaxaca,SAN NICOLAS,21,1417,902,0,30,16,,0,27,,4,3,12,3,
2016,gob,20,oaxaca,SAN NICOLAS HIDALGO,6,1418,786,0,52,16,,7,107,,1,9,7,2,
2016,gob,20,oaxaca,SAN PABLO COATLAN,24,1419,1006,0,113,19,,11,23,,3,5,13,0,
2016,gob,20,oaxaca,SAN PABLO COATLAN,24,1420,833,0,102,20,,8,36,,3,4,42,9,
2016,gob,20,oaxaca,SAN PABLO COATLAN,24,1421,1055,0,262,19,,20,25,,19,11,26,6,
2016,gob,20,oaxaca,SAN PABLO CUATRO VENADOS,16,1422,934,0,34,46,,10,37,,3,19,63,120,
2016,gob,20,oaxaca,SAN PABLO ETLA,12,1423,1877,0,288,35,,9,64,,24,14,120,96,
2016,gob,20,oaxaca,SAN PABLO ETLA,12,1424,5556,4,812,68,,12,197,,76,22,278,103,
2016,gob,20,oaxaca,SAN PABLO ETLA,12,1425,2506,0,322,27,,6,112,,31,14,134,28,
2016,gob,20,oaxaca,SAN PABLO HUITZO,,1426,1072,0,248,31,,23,86,,11,3,70,35,
2016,gob,20,oaxaca,SAN PABLO HUITZO,,1427,1539,0,314,37,,24,121,,15,5,104,17,
2016,gob,20,oaxaca,SAN PABLO HUITZO,,1428,979,0,266,18,,16,56,,7,1,50,57,
2016,gob,20,oaxaca,SAN PABLO HUITZO,,1429,1211,0,249,24,,14,125,,7,4,92,14,
2016,gob,20,oaxaca,SAN PABLO HUITZO,,1430,241,0,31,2,,2,24,,3,0,17,4,
2016,gob,20,oaxaca,SAN PABLO HUIXTEPEC,16,1431,1394,0,310,18,,8,65,,8,23,128,7,
2016,gob,20,oaxaca,SAN PABLO HUIXTEPEC,16,1432,1285,0,258,21,,18,50,,6,24,142,7,
2016,gob,20,oaxaca,SAN PABLO HUIXTEPEC,16,1433,1234,0,257,32,,3,41,,6,13,125,10,
2016,gob,20,oaxaca,SAN PABLO HUIXTEPEC,16,1434,1069,0,174,25,,12,33,,9,19,114,4,
2016,gob,20,oaxaca,SAN PABLO HUIXTEPEC,16,1435,964,0,134,27,,14,48,,3,17,129,3,
2016,gob,20,oaxaca,SAN PABLO HUIXTEPEC,16,1436,1137,0,163,31,,11,49,,3,23,97,7,
2016,gob,20,oaxaca,SAN PABLO MACUILTIANGUIS,9,1437,772,0,256,9,,6,22,,10,87,8,1,
2016,gob,20,oaxaca,SAN PABLO TIJALTEPEC,8,1438,807,0,55,14,,4,48,,1,3,24,32,
2016,gob,20,oaxaca,SAN PABLO TIJALTEPEC,8,1439,758,0,129,16,,7,65,,6,5,28,10,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1440,1209,0,87,23,,4,26,,5,4,123,7,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1441,,0,87,29,,5,27,,7,7,113,7,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1442,1423,0,68,31,,1,26,,25,14,145,5,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1443,1428,1,88,34,,5,54,,13,3,137,1,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1444,1886,1,112,31,,8,54,,20,3,204,8,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1445,330,0,11,18,,4,15,,0,1,11,0,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1446,496,0,54,14,,7,22,,8,6,23,5,
2016,gob,20,oaxaca,SAN PABLO VILLA DE MITLA,17,1447,1025,0,30,38,,2,23,,12,15,134,8,
2016,gob,20,oaxaca,SAN PABLO YAGANIZA,9,1448,765,0,117,10,,2,25,,4,0,8,3,
2016,gob,20,oaxaca,SAN PEDRO AMUZGOS,,1449,2122,0,205,26,,2,534,,1,41,49,4,
2016,gob,20,oaxaca,SAN PEDRO AMUZGOS,,1450,1194,0,159,12,,1,294,,4,6,41,4,
2016,gob,20,oaxaca,SAN PEDRO AMUZGOS,,1451,1195,0,162,14,,1,252,,3,18,19,7,
2016,gob,20,oaxaca,SAN PEDRO APÓSTOL,16,1452,525,0,57,13,,1,49,,3,3,23,1,
2016,gob,20,oaxaca,SAN PEDRO APÓSTOL,16,1453,748,0,86,14,,4,58,,4,2,25,5,
2016,gob,20,oaxaca,SAN PEDRO ATOYAC,22,1454,898,0,45,21,,0,343,,1,7,3,0,
2016,gob,20,oaxaca,SAN PEDRO ATOYAC,22,1455,1428,0,89,25,,2,486,,0,7,4,0,
2016,gob,20,oaxaca,SAN PEDRO ATOYAC,22,1456,309,0,12,3,,2,137,,0,0,1,1,
2016,gob,20,oaxaca,SAN PEDRO ATOYAC,22,1457,217,0,40,4,,2,75,,0,0,3,1,
2016,gob,20,oaxaca,SAN PEDRO CAJONOS,9,1458,834,0,206,7,,6,21,,5,3,41,6,
2016,gob,20,oaxaca,SAN PEDRO COXCALTEPEC CANTAROS,,1459,490,0,26,7,,1,48,,0,3,35,2,
2016,gob,20,oaxaca,SAN PEDRO COXCALTEPEC CANTAROS,,1460,122,0,22,3,,1,18,,1,3,2,1,
2016,gob,20,oaxaca,SAN PEDRO COMITANCILLO,19,1461,1961,0,574,44,,2,460,,3,5,107,28,
2016,gob,20,oaxaca,SAN PEDRO COMITANCILLO,19,1462,1412,2,504,19,,2,186,,3,3,58,9,
2016,gob,20,oaxaca,SAN PEDRO EL ALTO,25,1463,1549,0,33,54,,10,43,,3,9,334,7,
2016,gob,20,oaxaca,SAN PEDRO EL ALTO,25,1464,758,0,13,36,,7,22,,0,5,108,5,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1465,858,0,237,21,,1,173,,33,5,13,8,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1466,973,0,263,13,,2,171,,45,4,30,9,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1467,188,0,32,5,,1,21,,12,0,1,23,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1468,1104,0,168,42,,3,158,,126,10,19,24,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1469,382,0,61,5,,2,25,,93,3,8,3,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1470,1656,0,414,50,,5,230,,181,4,52,21,
2016,gob,20,oaxaca,SAN PEDRO HUAMELULA,18,1471,1911,0,305,60,,11,338,,145,8,33,2,
2016,gob,20,oaxaca,SAN PEDRO HUILOTEPEC,19,1472,2213,0,373,37,,22,299,,22,1,162,203,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1473,1419,0,576,44,,10,15,,10,30,45,13,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1474,1075,0,286,52,,12,25,,11,38,59,10,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN*,1,1474,537,0,152,0,,3,14,,2,20,35,11,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1475,418,0,96,17,,3,8,,5,28,17,9,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1476,795,0,246,22,,9,18,,27,29,23,7,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1477,348,0,107,18,,6,7,,7,16,9,5,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1478,1031,0,315,18,,3,12,,14,22,82,6,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1479,623,0,173,27,,0,0,,14,33,7,11,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1480,591,0,125,30,,13,26,,11,33,30,14,
2016,gob,20,oaxaca,SAN PEDRO IXCATLAN,1,1481,572,0,187,40,,12,10,,12,36,13,15,
2016,gob,20,oaxaca,SAN PEDRO IXTLAHUACA,12,1482,2027,0,110,35,,6,108,,10,11,109,60,
2016,gob,20,oaxaca,SAN PEDRO IXTLAHUACA,12,1483,3902,0,320,50,,13,140,,10,34,246,159,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1484,394,0,26,21,,5,7,,2,61,11,26,
