Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Votos Anulados
86,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,632,334,83,103,6,5,16,36,28,2,1,7,7,5,24,11
86,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,632,307,74,91,6,5,17,36,26,0,1,5,8,6,21,11
86,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,631,321,72,109,7,5,19,29,24,1,1,7,5,2,35,5
87,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,737,396,108,128,6,11,24,42,22,0,2,2,9,5,27,10
87,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,737,398,107,120,4,7,38,44,15,0,3,11,10,11,24,4
87,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,737,394,103,110,9,8,23,47,24,1,3,8,7,11,29,11
88,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,677,344,118,89,9,2,49,25,9,1,1,8,5,5,20,3
88,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,677,382,119,97,8,3,44,37,7,3,3,6,13,3,23,16
88,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,677,337,98,95,10,5,41,35,9,0,3,3,4,6,20,8
88,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,677,368,125,111,6,8,30,30,8,1,1,8,6,7,18,9
88,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,676,348,118,93,8,4,36,45,11,0,0,2,7,7,13,4
89,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,680,392,111,112,45,8,19,28,10,0,5,5,9,5,24,11
89,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,680,410,127,120,52,6,18,35,5,1,1,5,6,9,17,8
89,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,680,378,96,106,52,5,22,38,14,0,0,5,5,9,19,7
90,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,521,280,61,74,8,7,21,45,13,0,1,13,5,10,17,5
90,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,520,296,94,84,8,4,13,39,8,0,3,6,6,5,16,10
90,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,520,302,83,75,8,10,17,42,9,0,3,13,6,6,21,9
91,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,597,322,123,85,9,11,13,31,7,0,0,9,4,4,20,6
91,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,597,351,107,91,3,6,16,53,14,0,2,10,7,5,25,12
92,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,540,343,102,136,4,3,13,29,8,3,2,6,7,4,15,11
92,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,540,312,102,113,0,4,9,27,12,0,3,2,1,6,22,11
92,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,539,329,99,122,3,8,6,22,15,1,3,6,8,10,20,6
93,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,722,428,134,110,9,12,42,49,15,2,3,1,7,6,33,5
93,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,722,417,129,115,2,6,22,47,14,2,2,9,7,6,45,11
94,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,547,279,57,130,1,7,19,22,8,0,1,6,4,5,15,4
94,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,546,284,58,136,2,4,19,25,1,0,0,4,2,5,24,4
94,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,546,283,68,120,5,5,11,21,9,1,1,6,5,7,15,9
95,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,669,427,153,80,3,13,15,80,27,0,0,13,20,17,0,6
95,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,669,439,167,92,7,7,24,44,9,1,1,13,8,9,46,11
95,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,669,438,144,96,9,6,13,84,19,0,2,5,7,10,29,14
95,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,669,439,167,91,7,10,19,51,14,1,2,11,12,11,35,8
96,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,548,251,52,121,9,9,13,10,5,1,1,4,1,2,13,10
96,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,547,262,50,135,2,6,9,18,7,0,2,5,3,3,17,5
96,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,547,266,42,138,8,9,15,16,3,0,1,4,4,4,13,9
97,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,639,353,106,125,5,7,7,45,11,1,2,4,6,5,23,6
97,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,638,354,88,143,11,6,16,31,8,0,0,2,7,7,30,5
98,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,738,374,81,169,5,13,19,28,4,0,2,4,4,6,18,21
98,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,737,385,77,179,11,8,16,33,5,1,1,3,2,8,17,24
99,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,503,282,56,57,4,4,15,24,14,0,3,2,1,12,21,69
99,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,502,320,94,93,4,3,18,35,18,0,1,3,6,7,33,5
99,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,502,309,82,81,7,7,26,32,14,0,1,3,13,3,32,8
100,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,612,355,87,100,8,5,21,37,19,1,3,13,4,6,29,22
100,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,612,342,78,116,4,6,17,45,8,1,4,9,7,9,26,12
100,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,612,329,108,95,3,9,22,34,11,0,1,8,5,3,23,7
100,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,612,325,96,120,3,6,17,40,12,0,1,8,7,5,0,10
101,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,709,436,136,92,29,8,22,58,24,1,2,13,3,8,34,6
101,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,709,459,144,109,18,8,24,66,22,1,3,9,7,11,33,4
101,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,709,415,127,79,27,8,28,72,13,0,0,9,6,10,31,5
101,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,709,425,135,94,23,3,27,56,13,1,1,10,2,11,38,11
101,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,708,443,135,104,23,9,28,63,22,1,1,6,7,9,28,7
101,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,708,431,147,95,26,4,23,66,17,1,1,7,2,8,29,5
101,CONTIGUA 6,Diputados Locales,Apodaca,16,Acta contabilizada,708,447,135,115,37,9,21,47,21,1,3,7,8,8,29,6
101,CONTIGUA 7,Diputados Locales,Apodaca,16,Acta contabilizada,708,446,144,103,32,7,30,54,16,1,2,9,8,10,21,9
102,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,703,412,132,120,10,7,16,53,12,0,5,7,9,5,27,9
102,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,703,412,130,131,5,4,16,46,10,2,3,10,7,9,29,10
102,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,702,385,122,122,11,6,21,45,16,0,2,5,4,7,19,5
102,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,702,394,114,119,4,8,23,49,10,1,2,5,8,6,36,9
102,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,702,439,139,120,3,7,14,74,18,1,4,11,7,8,25,8
102,EXTRAORDINARIA 1,Diputados Locales,Apodaca,16,Acta contabilizada,734,471,191,84,7,11,19,77,12,1,2,13,9,7,28,10
102,EXTRAORDINARIA 1 CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,734,490,219,69,9,11,19,77,14,0,3,7,6,4,45,7
102,EXTRAORDINARIA 1 CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,734,471,191,97,7,6,16,66,11,1,1,9,7,11,43,5
102,EXTRAORDINARIA 1 CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,734,469,180,78,9,4,25,79,14,3,2,10,7,10,40,8
102,EXTRAORDINARIA 1 CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,734,477,190,78,5,8,23,80,11,0,5,10,7,12,44,4
102,EXTRAORDINARIA 1 CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,734,477,195,81,4,6,27,70,13,0,3,6,8,13,44,7
102,EXTRAORDINARIA 1 CONTIGUA 6,Diputados Locales,Apodaca,16,Acta contabilizada,733,493,208,86,6,5,22,72,15,0,5,13,7,11,38,5
103,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,720,408,97,158,4,6,16,58,8,0,4,5,8,10,16,18
103,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,720,419,89,156,8,9,15,58,8,0,3,9,5,9,28,22
104,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,661,378,104,125,5,0,25,41,11,1,3,10,4,8,27,14
104,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,661,405,110,145,8,5,21,55,7,2,0,9,3,6,29,5
105,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,731,448,155,116,7,6,22,42,24,0,1,3,8,9,29,26
105,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,731,452,153,125,6,8,25,52,19,0,2,12,8,4,31,7
106,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,580,312,108,111,2,4,15,31,10,0,1,4,6,1,14,5
106,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,580,368,129,100,7,7,19,43,18,0,0,3,6,7,23,6
107,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,746,450,148,127,3,5,18,66,13,1,0,10,9,5,27,18
107,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,746,389,138,98,4,3,14,65,13,0,2,11,4,5,24,8
107,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,746,430,170,101,7,5,17,60,15,1,3,8,3,6,29,5
107,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,745,443,161,106,2,11,22,64,13,1,4,9,8,9,25,8
108,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,696,464,174,89,10,10,18,75,11,1,0,15,8,12,35,6
108,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,695,429,162,77,2,3,19,81,8,4,0,14,6,10,33,10
108,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,695,454,174,93,5,3,14,73,9,0,2,8,6,7,57,3
108,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,695,451,194,88,7,5,18,63,13,1,1,10,6,5,29,11
108,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,695,446,192,92,12,4,8,56,12,0,0,12,7,10,33,8
108,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,695,439,161,99,6,8,16,73,7,2,2,10,7,11,32,5
108,CONTIGUA 6,Diputados Locales,Apodaca,16,Acta contabilizada,695,439,167,91,4,6,12,79,17,2,3,7,6,5,30,10
109,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,667,376,95,190,5,5,7,23,8,1,2,3,3,7,21,6
109,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,667,390,92,201,2,1,16,30,9,0,0,1,6,2,27,3
109,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,667,338,89,147,4,1,13,40,6,2,1,3,2,5,19,6
109,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,667,356,90,150,5,3,8,33,16,1,1,6,4,7,23,9
110,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,533,360,109,125,9,4,4,46,2,0,4,4,5,2,40,6
110,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,532,313,100,98,6,4,15,43,6,3,1,4,4,2,26,1
110,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,532,333,116,105,7,0,10,44,4,0,0,10,4,1,32,0
111,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,746,394,108,148,7,5,21,32,12,1,1,6,2,9,34,8
111,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,746,398,117,132,12,6,16,41,8,2,2,6,9,5,31,11
112,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,712,393,95,184,0,5,22,28,6,2,1,4,6,2,27,11
112,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,712,368,90,165,7,4,17,26,12,2,1,8,8,3,15,10
113,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,412,241,67,98,1,1,11,11,4,0,2,2,2,0,37,5
113,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,412,209,65,91,1,3,8,21,4,0,0,0,0,3,1,12
114,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,739,464,139,135,3,7,16,71,16,0,2,9,12,12,38,4
114,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,738,453,131,136,14,6,15,67,17,0,2,8,4,4,40,9
114,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,738,481,177,124,16,5,18,48,14,1,5,10,7,10,39,7
115,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,546,314,95,112,5,8,11,34,13,2,3,4,3,4,15,5
115,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,545,325,85,130,5,7,11,26,9,0,4,2,6,3,29,8
115,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,545,322,110,123,4,4,6,35,2,2,3,4,6,2,18,3
116,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,696,295,42,162,11,4,7,17,12,0,0,8,2,6,14,10
116,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,696,309,48,154,11,6,17,20,3,1,0,9,4,3,21,12
116,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,695,287,44,140,7,6,15,24,6,7,1,7,2,6,11,11
117,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,651,305,46,156,6,6,18,15,10,0,8,5,7,0,17,11
117,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,650,282,42,125,6,5,22,20,6,2,1,11,5,3,16,18
117,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,650,290,42,124,4,9,27,21,13,0,0,11,4,4,17,14
118,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,549,237,50,110,5,7,16,10,5,1,0,2,2,3,10,16
118,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,548,228,39,103,17,7,10,18,6,0,0,3,4,4,10,7
118,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,548,214,34,99,9,5,18,13,6,0,0,3,4,7,6,10
119,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,534,198,43,96,2,0,15,14,3,1,4,4,3,2,7,4
119,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,533,175,27,96,8,2,11,8,2,0,2,4,2,0,8,5
119,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,533,227,40,118,5,4,11,13,3,0,2,2,3,5,13,8
120,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,570,255,38,127,19,4,15,10,3,0,0,3,6,2,17,11
120,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,570,249,30,119,0,29,2,11,8,6,1,4,3,3,16,17
120,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,570,249,33,112,29,3,12,13,7,0,1,4,5,1,16,13
120,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,569,248,33,104,27,5,16,13,10,1,0,6,1,4,17,11
121,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,594,230,36,88,21,8,15,14,9,0,4,6,10,1,10,8
121,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,594,247,42,111,22,1,7,18,4,1,0,3,9,8,10,11
121,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,594,244,42,114,21,3,12,15,7,0,0,1,9,2,4,14
121,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,594,245,40,114,22,4,6,12,7,0,2,9,7,3,9,10
122,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,691,289,56,109,13,3,21,22,4,1,0,7,9,2,34,8
122,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,690,263,60,96,15,2,11,17,7,1,2,6,4,4,23,15
122,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,690,299,60,137,11,7,12,18,8,2,1,5,9,5,12,12
122,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,690,279,53,105,20,4,18,20,6,1,1,5,5,1,30,10
123,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,626,274,64,116,8,7,18,19,6,0,0,7,6,3,17,3
123,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,626,273,58,111,11,3,12,27,4,1,1,8,7,3,18,9
123,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,625,262,61,106,6,3,17,16,5,0,2,5,6,4,22,9
123,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,625,277,50,121,6,8,19,21,7,1,3,1,4,7,19,10
124,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,677,320,73,116,6,7,24,29,8,1,1,8,1,7,30,9
124,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,677,310,75,117,9,2,22,18,10,0,1,8,6,10,22,10
124,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,677,302,76,110,9,4,26,24,3,2,0,7,8,3,19,11
124,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,677,302,64,140,5,2,19,13,11,0,1,7,2,3,30,5
124,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,677,295,81,113,6,7,18,18,7,0,1,9,3,8,19,5
124,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,677,314,82,121,5,2,26,27,9,1,1,5,2,7,21,5
125,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,714,301,36,142,7,4,50,15,11,0,4,5,5,3,12,7
125,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,714,289,40,121,11,2,53,12,15,0,3,2,5,2,17,6
125,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,714,306,32,130,6,2,65,22,8,0,2,5,3,3,18,10
126,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,623,245,27,107,8,6,18,24,19,2,0,6,6,6,7,9
126,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,623,234,27,118,8,8,10,11,17,1,1,3,3,5,13,9
127,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,621,251,36,130,3,3,16,16,19,0,2,6,1,6,6,7
127,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,620,262,40,143,0,0,21,18,7,9,2,9,2,5,0,6
128,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,636,289,33,144,3,5,32,15,26,0,0,6,4,1,12,8
128,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,636,318,37,146,2,3,31,31,14,1,5,6,6,6,19,11
130,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,738,454,133,122,6,5,26,50,35,0,4,5,14,7,34,13
130,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,738,426,137,93,6,7,19,56,26,0,5,5,7,10,44,11
130,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,738,447,114,118,5,5,25,72,30,0,4,13,7,5,41,8
130,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,737,426,136,106,6,5,19,58,22,0,3,10,8,7,35,11
130,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,737,439,141,107,7,2,23,58,28,1,3,7,12,14,30,6
130,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,737,461,136,124,5,4,13,62,33,0,5,12,12,7,39,9
130,CONTIGUA 6,Diputados Locales,Apodaca,16,Acta contabilizada,737,476,160,112,5,5,27,72,17,0,2,12,8,10,39,7
130,CONTIGUA 7,Diputados Locales,Apodaca,16,Acta contabilizada,737,421,139,113,4,6,20,45,24,1,2,11,7,8,36,5
130,CONTIGUA 8,Diputados Locales,Apodaca,16,Acta contabilizada,737,430,131,130,4,7,15,56,36,0,2,6,10,6,23,4
131,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,712,380,105,100,6,8,31,46,13,0,4,7,12,2,39,7
131,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,712,398,146,124,8,8,14,35,13,1,3,9,4,3,25,5
131,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,711,374,121,102,6,6,24,30,16,1,5,10,6,11,30,6
131,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,711,370,118,105,3,3,26,35,13,1,4,7,12,11,29,3
131,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,711,362,122,100,5,6,22,45,0,0,2,14,8,5,23,10
131,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,711,366,114,100,5,5,29,47,8,1,2,5,11,7,27,5
131,CONTIGUA 6,Diputados Locales,Apodaca,16,Acta contabilizada,711,427,130,131,7,9,28,49,10,0,3,9,12,4,31,4
131,CONTIGUA 7,Diputados Locales,Apodaca,16,Acta contabilizada,711,401,107,118,3,7,38,57,8,1,7,2,9,4,35,5
132,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,616,415,169,76,3,3,15,72,17,2,2,5,5,6,36,4
132,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,615,415,163,80,4,3,20,67,16,1,4,8,6,4,36,3
132,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,615,394,142,81,5,3,9,68,33,1,1,8,7,6,22,8
132,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,615,383,161,64,5,5,16,55,22,1,3,9,5,5,27,5
133,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,554,362,116,88,2,4,19,60,13,1,1,8,5,6,34,5
133,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,553,328,101,92,1,2,18,48,19,0,2,8,3,5,25,4
133,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,553,357,120,99,3,2,14,42,12,0,2,3,8,9,37,6
134,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,665,361,111,95,3,2,27,41,18,5,0,4,9,10,33,3
134,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,664,342,92,116,0,7,22,38,23,3,0,2,0,6,22,11
135,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,625,377,97,130,6,9,25,34,12,2,2,5,6,9,30,10
135,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,624,346,99,119,2,4,20,51,11,0,0,10,5,0,19,6
135,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,624,358,87,102,5,8,38,43,17,1,0,3,6,1,36,11
136,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,715,355,62,180,3,4,28,20,7,2,4,4,4,3,24,10
136,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,715,337,48,169,0,6,16,28,18,0,0,4,7,3,24,14
137,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,648,306,37,165,5,6,23,22,12,0,0,9,3,3,8,13
137,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,648,309,43,157,4,6,16,24,9,1,4,8,4,5,19,9
138,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,689,344,74,151,7,11,14,18,10,1,3,7,7,5,18,18
138,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,688,342,68,157,4,6,21,35,2,1,0,3,8,2,18,17
139,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,540,333,101,94,12,9,14,35,15,0,1,5,8,6,25,8
139,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,540,333,100,102,1,8,11,37,24,2,2,5,7,2,27,5
139,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,539,335,119,94,3,8,18,35,12,0,3,8,4,3,23,5
140,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,530,343,78,127,3,6,25,24,16,1,1,7,8,4,33,10
140,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,529,330,84,114,0,10,15,40,12,0,1,13,1,5,25,10
141,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,683,387,118,114,9,10,29,41,9,1,1,7,11,3,28,6
141,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,683,392,108,139,7,8,18,45,9,2,0,8,6,4,29,9
141,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,683,400,101,148,2,7,29,48,14,0,3,6,10,4,26,2
141,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,683,364,98,114,7,3,16,43,9,1,3,9,9,6,38,8
141,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,682,355,104,111,8,5,31,21,7,0,2,9,10,4,34,9
141,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,682,370,115,126,4,6,21,33,6,0,0,10,5,6,29,9
141,CONTIGUA 6,Diputados Locales,Apodaca,16,Acta contabilizada,682,371,82,125,3,5,28,41,17,4,1,4,10,3,40,8
141,CONTIGUA 7,Diputados Locales,Apodaca,16,Acta contabilizada,682,354,119,112,6,3,19,29,9,1,1,6,8,6,30,5
141,CONTIGUA 8,Diputados Locales,Apodaca,16,Acta contabilizada,682,371,106,127,5,5,17,49,5,1,1,5,6,7,31,6
141,CONTIGUA 9,Diputados Locales,Apodaca,16,Acta contabilizada,682,383,102,139,7,5,29,51,9,1,1,6,8,2,18,5
142,BASICA,Diputados Locales,Apodaca,16,Acta contabilizada,683,337,95,106,5,5,27,25,16,4,2,4,4,6,30,8
142,CONTIGUA 1,Diputados Locales,Apodaca,16,Acta contabilizada,683,344,92,115,3,5,23,42,11,0,1,5,7,6,30,4
142,CONTIGUA 2,Diputados Locales,Apodaca,16,Acta contabilizada,683,356,82,132,5,4,26,40,22,0,1,4,4,3,27,6
142,CONTIGUA 3,Diputados Locales,Apodaca,16,Acta contabilizada,683,359,85,131,7,8,27,41,13,1,1,9,3,6,21,6
142,CONTIGUA 4,Diputados Locales,Apodaca,16,Acta contabilizada,682,353,82,123,3,2,35,41,15,1,0,7,8,5,23,8
142,CONTIGUA 5,Diputados Locales,Apodaca,16,Acta contabilizada,682,332,85,102,7,6,34,42,14,1,2,5,3,4,21,6
